chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction	sample
chr1	67523468	67533092	16c202b5-6785-470f-949a-f69ff02d6f31	67523461	67539378	fwd	9624	4685	4617	0.003205	0.490385	0.03413	0.673208	-3	left	OV3_Cisp0
chr1	69290854	69305780	5237684a-8777-435d-9b29-a0fd57e5dd3f	69290845	69306700	fwd	14926	12617	1550	0.015586	0.644978	0.11087	0.673913	-3	left	OV3_Cisp0
chr1	73982736	73999274	6594b06e-0136-48d7-a1b3-bf3d9c79da18	73982541	74012614	fwd	16538	5058	8805	0.018006	0.317042	0.003947	0.798349	-3	left	OV3_Cisp0
chr1	84953627	84966890	c8ca37d2-c6bc-443e-b131-3bbbfb890115	84953618	84974952	rev	13263	4728	7346	0.024005	0.72428	0.032287	0.809865	-3	left	OV3_Cisp0
chr1	86702030	86716355	d9d072cc-8767-437b-95be-9cb4f6be58b3	86701891	86717132	rev	14325	5258	6300	0.000613	0.537423	0.033129	0.757055	-3	left	OV3_Cisp0
chr1	88294858	88297725	6a7b01a0-a405-4764-95d4-e53ce944b51c	88291247	88321450	rev	2867	511	1017	0	0.419355	0.02518	0.42446	-3	left	OV3_Cisp0
chr1	89327379	89334724	2a41d31a-f0ca-4634-a24e-d88295dc856b	89304517	89343662	rev	7345	4621	1712	0.000683	0.843686	0.088235	0.727554	-1	left	OV3_Cisp0
chr1	92202822	92209981	1be42edd-73ba-4528-b74b-b4c6d0de53eb	92202811	92219210	rev	7159	3320	3479	0	0.509091	0	0.706963	-3	left	OV3_Cisp0
chr1	94317355	94321986	d74fb123-5a26-4407-8f52-33092c37230a	94317349	94335509	rev	4631	2032	1778	0	0.368243	0.028283	0.652525	-3	left	OV3_Cisp0
chr1	97065303	97075295	a2229763-2726-4491-bfb7-a225aeda196a	97065297	97097739	fwd	9992	5248	4337	0	0.494769	0.004751	0.69042	-3	left	OV3_Cisp0
chr1	98119842	98126543	f1975cc5-46ed-4933-bafa-61b07441fc22	98119837	98129611	rev	6701	1533	1538	0.004866	0.827251	0.093182	0.690909	-3	left	OV3_Cisp0
chr1	99890583	99896219	dd706040-1fdd-4677-809e-b48e4118b133	99890577	99896225	fwd	5636	2532	2776	0.006402	0.878361	0.071032	0.781354	-3	left	OV3_Cisp0
chr1	102839003	102852087	c1945ad1-644b-4e0e-80b5-e2b3191c1ca7	102826119	102852091	rev	13084	1651	11159	0.011086	0.838137	0.005493	0.897378	-2	left	OV3_Cisp0
chr1	103419780	103449885	a7b804c2-2071-4113-8d05-f5f49438d307	103398907	103464163	rev	30105	3065	26116	0.010638	0.730496	0.018326	0.645033	0.282911	left	OV3_Cisp0
chr1	109146727	109162740	6ee38348-62a2-4e8b-8990-54fea105efb2	109141127	109171799	fwd	16013	7468	6882	0.002931	0.454323	0.023902	0.685937	-3	left	OV3_Cisp0
chr1	116194319	116201273	035317d1-69fc-42dc-9b7c-26b6b67771e0	116194313	116206952	rev	6954	3277	1602	0	0.740189	0.035714	0.676339	-3	left	OV3_Cisp0
chr1	117040148	117050986	dfb4fb20-0f42-4d97-871b-22b95875b3c0	117039592	117064841	fwd	10838	2171	8048	0.050328	0.345733	0.004494	0.838202	-3	left	OV3_Cisp0
chr1	124942969	124959853	522ea325-9b57-48ff-8a25-be226e792b60	124932825	124959859	fwd	16884	3522	9605	0.012832	0.776352	0.009814	0.798985	0.161105	left	OV3_Cisp0
chr1	143188071	143205414	f7586cbc-15e5-4ea2-8d69-ca77234fa62c	143184587	143242897	rev	17343	614	16729	0	0.666667	0.012422	0.739389	-3	left	OV3_Cisp0
chr1	143210602	143227344	f7586cbc-15e5-4ea2-8d69-ca77234fa62c	143184587	143242897	rev	16742	9407	4573	0.004501	0.653028	0.01227	0.763804	-1	left	OV3_Cisp0
chr1	143194677	143200293	c626baae-f2d1-412f-b78d-59576a5e0ed6	143190268	143226250	fwd	5616	607	4911	0.163043	0.130435	0	0.551111	-3	left	OV3_Cisp0
chr1	143212250	143224122	737b8753-1774-41b3-9db6-335084da4594	143212234	143224129	fwd	11872	2488	8449	0.002151	0.88172	0.00612	0.936353	-3	left	OV3_Cisp0
chr1	143725009	143731497	5841b805-7f92-4218-8245-fedbdf947ebc	143724973	143743544	rev	6488	1500	4317	0	0.261845	0.003364	0.502103	-3	left	OV3_Cisp0
chr1	150179785	150186382	e69ed1d7-f589-412a-b838-35d5210610d6	150179681	150223433	fwd	6597	3225	2043	0	0.538945	0.017928	0.563745	-3	left	OV3_Cisp0
chr1	153113897	153144279	32278e75-4d8a-420c-9615-5f09e94faf6d	153113886	153144286	rev	30382	9318	20046	0.034355	0.659548	0.019556	0.829427	-3	left	OV3_Cisp0
chr1	156144265	156150721	ab27d203-6436-416b-abee-b73fab38f9fd	156129949	156171390	fwd	6456	2103	4064	0	0.489978	0.005988	0.780439	0.159127	left	OV3_Cisp0
chr1	157924069	157946345	bd3601d6-5047-4597-95c1-6eeb94f7f052	157915180	157959328	rev	22276	4004	16906	0.000937	0.684161	0.030366	0.755694	0.513024	left	OV3_Cisp0
chr1	158112791	158124012	83890de9-3046-40aa-b18f-efde27e4af66	158110344	158124107	rev	11221	3994	6598	0.055713	0.692162	0.003145	0.844654	-3	left	OV3_Cisp0
chr1	159916522	159927383	36a35e32-b749-4249-b28f-97b8164c2e26	159916518	159933921	fwd	10861	3914	5772	0	0.617414	0.058624	0.706032	-3	left	OV3_Cisp0
chr1	159879240	159903887	6c85a0ff-27d0-4012-a38e-fc6efa7d1104	159871807	159903894	fwd	24647	1540	21343	0.098361	0.704918	0.04316	0.667855	-3	left	OV3_Cisp0
chr1	164424957	164442396	198482b3-a4cc-4336-979a-d10881901c94	164419285	164459448	rev	17439	4602	12245	0.0484	0.632319	0.028442	0.837586	-3	left	OV3_Cisp0
chr1	167705081	167711656	a54b8581-ebe3-4e94-bf6e-8fb79029952a	167705075	167725251	rev	6575	1995	1383	0.001626	0.482927	0.052941	0.814706	-3	left	OV3_Cisp0
chr1	168120383	168138506	564941ec-f77f-4de6-9349-1d03cbb81d40	168115604	168138520	rev	18123	1230	13124	0.095238	0.741071	0.010017	0.902337	-3	left	OV3_Cisp0
chr1	168159805	168164434	6ec71b8c-6861-479a-b227-43f83e1c492e	168159801	168167102	fwd	4629	2447	1512	0.011799	0.314159	0.010345	0.562069	-3	left	OV3_Cisp0
chr1	172352902	172371496	275e3c7c-7a7f-4fa4-b035-6a504f6681bd	172349533	172371503	rev	18594	1732	16544	0	0.74502	0.002782	0.888332	-3	left	OV3_Cisp0
chr1	177890945	177899256	33ad1fba-03b3-4736-b3e0-541aced5646a	177890937	177904943	fwd	8311	2290	5155	0.020561	0.493458	0.071242	0.582103	-3	left	OV3_Cisp0
chr1	177953472	177966241	6c94e4a7-a7f1-41bd-ae94-470f126727fb	177951927	177966294	fwd	12769	3272	4864	0.069588	0.715206	0.035441	0.820014	-3	left	OV3_Cisp0
chr1	184732272	184748659	977aa037-e8e3-43ec-a33a-336abd31c1fb	184727368	184755527	rev	16387	3724	9454	0.000787	0.916535	0.003548	0.930968	-3	left	OV3_Cisp0
chr1	185015930	185021617	02795b09-45ba-4519-af44-557dbc20b0b6	185015925	185034804	rev	5687	1217	4050	0	0.459459	0.00466	0.76794	-3	left	OV3_Cisp0
chr1	191011780	191020292	b7624c87-b3a1-4561-825e-7439ef6a8341	191011776	191029182	fwd	8512	3259	4935	0	0.781059	0.002149	0.818052	-3	left	OV3_Cisp0
chr1	191736410	191749405	fe52632f-630b-4817-b103-d5d272c55fe4	191734333	191749410	fwd	12995	1636	10283	0.013972	0.846307	0.009709	0.89108	-3	left	OV3_Cisp0
chr1	192080656	192086690	9de067d0-7f23-470a-90fb-111c17098516	192079223	192100634	rev	6034	2948	2478	0	0.360094	0.006452	0.676129	-3	left	OV3_Cisp0
chr1	192306259	192310627	e0a186f5-1dbf-43e7-9063-8090e76086f2	192306255	192318830	fwd	4368	2502	1075	0	0.587571	0	0.652568	-3	left	OV3_Cisp0
chr1	192764241	192782702	c0252a52-9de6-4035-b41b-ab5f29fa07eb	192764231	192782707	fwd	18461	1928	14103	0.044226	0.826781	0.006494	0.895142	-3	left	OV3_Cisp0
chr1	197229167	197243820	c5fc7d9c-0880-4f82-908f-247410b69dd5	197224859	197248049	rev	14653	7109	7158	0.015339	0.39056	0.02643	0.824123	-3	left	OV3_Cisp0
chr1	202802351	202813092	6adde54c-f193-4c92-a56c-3d696a0fb59c	202802338	202814508	rev	10741	4666	4606	0	0.852827	0.046763	0.766187	-3	left	OV3_Cisp0
chr1	205991950	206009353	ab106566-81eb-4ee5-9037-1525b9606632	205990100	206009357	rev	17403	4297	12721	0.007477	0.629907	0.04394	0.803848	-3	left	OV3_Cisp0
chr1	207601595	207609591	907118b5-f62b-42cc-930d-58091c7e0557	207600347	207626111	rev	7996	3772	2502	0.00354	0.550442	0.060794	0.549628	-3	left	OV3_Cisp0
chr1	209539640	209563169	7abea679-ebc5-4f7d-9012-cf8a1fb62832	209536704	209563174	rev	23529	4742	15061	0.030675	0.78911	0.020662	0.893702	-3	left	OV3_Cisp0
chr1	219038982	219051555	864dd8fc-f11f-427c-9adb-ac28574e6c71	219038975	219053697	rev	12573	3867	8495	0.011263	0.45535	0.018599	0.853581	-3	left	OV3_Cisp0
chr1	223480235	223484388	a37dcbba-45bd-4a77-80d3-5dae45a65f2c	223461031	223484394	fwd	4153	3224	603	0	0.570342	0.02027	0.77027	-1	left	OV3_Cisp0
chr1	225160244	225173216	2f2fc87e-a428-4d32-9e02-ebc73693290a	225159066	225180662	rev	12972	4613	6630	0.012892	0.504484	0.005559	0.802347	-3	left	OV3_Cisp0
chr1	226284603	226305717	376695f7-b12f-42e0-9211-c5c9cb8a4003	226266680	226305722	rev	21114	4000	13980	0.034566	0.814309	0.001611	0.763461	0.303249	left	OV3_Cisp0
chr1	228015514	228029670	f78ff939-c3af-4059-8a15-9027f19420b2	228011579	228033269	rev	14156	5485	4415	0	0.672807	0.023379	0.798087	-3	left	OV3_Cisp0
chr1	232672049	232676925	81209482-d556-495d-8d33-36d9a94ecb38	232672040	232693824	fwd	4876	2113	1116	0.013962	0.272251	0	0.531365	-3	left	OV3_Cisp0
chr1	235395944	235404579	fcd5e1fd-14c4-42cc-854a-1e83266fc94d	235395939	235407572	rev	8635	3864	2531	0	0.610753	0.076923	0.611227	-3	left	OV3_Cisp0
chr1	236809256	236817968	13aa2063-ae81-4364-a190-25330239845e	236789736	236820954	rev	8712	1307	5541	0.016181	0.530744	0.012829	0.85696	0.083111	left	OV3_Cisp0
chr1	238460416	238492896	ffdb808c-a5d4-4f18-9008-f1c4949fbb8e	238459861	238508465	rev	32480	8275	22631	0.00392	0.361934	0.017509	0.78578	-3	left	OV3_Cisp0
chr1	245116419	245126065	4be45429-9e46-4ded-8b7b-d0ca9fbd9ca5	245116193	245136157	fwd	9646	4167	4246	0.005455	0.492727	0	0.721659	-3	left	OV3_Cisp0
chr1	248623958	248636807	9f78d47c-bd87-46a1-a0bf-00f7cc5c6c76	248622933	248645394	fwd	12849	3626	6084	0	0.675749	0.028888	0.799631	-3	left	OV3_Cisp0
chr14	20054937	20067203	32b02fb9-80fc-45b0-af24-8dddf244d091	20054931	20073607	rev	12266	3412	8539	0.008718	0.713165	0.018412	0.850403	-3	left	OV3_Cisp0
chr14	23859527	23865429	953fd4c0-dae3-4b3b-92d9-280d23ac5cb9	23859515	23865438	rev	5902	1634	3689	0.049261	0.85468	0.078059	0.78903	-3	left	OV3_Cisp0
chr14	24065932	24072814	c3b975ee-f614-4642-ab20-5b64212f4186	24065923	24072823	rev	6882	1344	4633	0.050505	0.59596	0.017133	0.876465	-3	left	OV3_Cisp0
chr14	25069002	25087589	5694754c-bafb-42bb-90da-afadb67c39cf	25066007	25087594	rev	18587	5867	12446	0.030303	0.649351	0.013735	0.906838	-3	left	OV3_Cisp0
chr14	32218634	32222990	4d38cbdd-b3bb-467f-ac9c-b31f3628ff57	32218629	32237392	fwd	4356	1292	2767	0	0.611594	0	0.793594	-3	left	OV3_Cisp0
chr14	35585552	35598281	cc07b5f9-742f-4d68-8384-f926fdcfcc34	35585408	35598286	fwd	12729	2240	9804	0.001344	0.668011	0.023427	0.742308	-3	left	OV3_Cisp0
chr14	36564068	36578164	f2c940e7-181b-4f39-895c-9bc8f69972d9	36564059	36583808	fwd	14096	2569	11197	0	0.844094	0.025129	0.847616	-3	left	OV3_Cisp0
chr14	40131228	40148612	2bf6b65b-78eb-46da-8c53-1282a4dcf4b5	40131224	40150313	fwd	17384	8641	5702	0	0.805054	0.017865	0.85158	-3	left	OV3_Cisp0
chr14	40693368	40717073	d777402c-5a70-4c0f-9a01-c761cff820eb	40693361	40717077	rev	23705	3441	17464	0.009524	0.601732	0.024202	0.831112	-3	left	OV3_Cisp0
chr14	41128861	41146683	55d6003e-5951-4f0b-be65-46529b8725e5	41126924	41149100	rev	17822	1206	16040	0	0.376176	0.009824	0.562833	-3	left	OV3_Cisp0
chr14	47835919	47844110	316b50fb-d44b-4132-9bee-cf9b1778aeb0	47834837	47884871	rev	8191	1240	6190	0	0.298851	0.004021	0.628374	-3	left	OV3_Cisp0
chr14	49290707	49307908	5c3e1f65-8577-4beb-820e-80e05a900bc6	49290699	49326153	rev	17201	3207	12329	0.005952	0.512897	0.013202	0.705337	-3	left	OV3_Cisp0
chr14	51873674	51880948	d4c17054-7e71-4a40-a8f4-4ab5179a62f9	51873398	51884955	fwd	7274	2899	3202	0	0.784548	0.072523	0.765066	-3	left	OV3_Cisp0
chr14	52153148	52166671	90a306b6-f9a4-4aba-898f-9131d5ac6182	52152524	52166676	rev	13523	4534	8168	0.023933	0.779431	0.018781	0.895745	-3	left	OV3_Cisp0
chr14	52332719	52351632	04ef84f8-ed93-4e22-893e-8982ea5b377d	52327446	52355287	rev	18913	4621	10289	0.004746	0.736271	0.016066	0.903934	-3	left	OV3_Cisp0
chr14	55295326	55306846	24d3bb60-d973-43ac-8358-a77e126117af	55295319	55306851	rev	11520	3889	3432	0.035577	0.743269	0.002268	0.882086	-3	left	OV3_Cisp0
chr14	57846393	57859123	3157d393-5bfc-40a8-af1f-c739c4205469	57846385	57861544	fwd	12730	4300	6626	0	0.882075	0.126101	0.69989	-3	left	OV3_Cisp0
chr14	58145963	58166732	7b71ec61-100a-4228-ad9b-9993d46dc47c	58145959	58166738	fwd	20769	3049	15705	0	0.833333	0.027326	0.709124	-3	left	OV3_Cisp0
chr14	61562836	61574183	8395ceff-caca-43c8-b497-d26853146299	61555950	61593784	fwd	11347	4402	6615	0	0.566286	0.042245	0.574653	-3	left	OV3_Cisp0
chr14	66147797	66154666	46887ef3-0be4-4e7a-b010-b7be39341443	66136189	66183987	rev	6869	1252	3939	0	0.326019	0.002543	0.845518	0.153291	left	OV3_Cisp0
chr14	67029002	67038619	bae09d13-6118-46ce-b97e-e6cddf98be7b	67018327	67050178	rev	9617	2586	6505	0.000976	0.805854	0.001427	0.823977	0.259907	left	OV3_Cisp0
chr14	74354318	74361457	9aa4650a-5ad3-44de-80e9-975f248202e2	74346268	74362227	rev	7139	1908	4700	0.044619	0.435696	0.030021	0.721532	-3	left	OV3_Cisp0
chr14	77452274	77461816	7cddc99e-5acf-4e0d-a157-1ef616fdff37	77452268	77462191	rev	9542	1505	7706	0.037221	0.71464	0.029767	0.852093	-3	left	OV3_Cisp0
chr14	80848402	80856040	01dad3da-0bc3-4cf3-a183-66bb859f3b28	80848398	80856045	fwd	7638	2202	3220	0.034672	0.70073	0.045232	0.787286	-3	left	OV3_Cisp0
chr14	84552989	84564265	e9047ed7-0adb-463d-8f9e-270f9ca0d642	84550938	84564276	rev	11276	6080	4878	0.003071	0.39312	0.063056	0.839763	-3	left	OV3_Cisp0
chr14	86825245	86853035	5b94aaad-88fa-4f46-99a8-0e40ade10efd	86806187	86853043	rev	27790	3718	23462	0	0.748162	0.039556	0.693342	0.497368	left	OV3_Cisp0
chr14	87566729	87577125	9b745a0f-8d6e-42d0-8758-305d61b2a361	87565298	87581168	rev	10396	2339	6063	0	0.432471	0.042833	0.802399	-3	left	OV3_Cisp0
chr14	88275731	88296328	8e1731ed-1351-4185-aba6-1121643e1d0e	88265761	88296333	fwd	20597	1215	17809	0	0.629518	0.006734	0.830387	0.052253	left	OV3_Cisp0
chr14	90231376	90238285	9207fec9-dfe9-4907-8ee7-e60b7937665f	90225623	90259680	fwd	6909	556	2747	0.007407	0.296296	0.019284	0.46832	-3	left	OV3_Cisp0
chr14	90770833	90789061	f50d6232-43d1-4f30-8926-1ef84be0545d	90769032	90797469	rev	18228	3283	9954	0	0.764901	0.02429	0.815022	-3	left	OV3_Cisp0
chr14	91309251	91321705	7c5851e0-b7f9-4f59-b931-2ef5823f0db9	91283043	91330469	fwd	12454	3273	7905	0	0.730253	0.014016	0.737466	0.433913	left	OV3_Cisp0
chr14	97657461	97664303	aff3e270-9875-48d6-bcbf-1f9b1ddc9923	97657446	97669025	fwd	6842	3262	1009	0.014925	0.615672	0.049107	0.611607	-3	left	OV3_Cisp0
chr14	102429107	102434791	3296986b-78af-4c56-96fe-7219bce5459a	102429100	102461823	rev	5684	2615	2630	0	0.373626	0.001701	0.605442	-3	left	OV3_Cisp0
chr14	104745616	104759355	cee12dde-0482-4af3-bc28-05016b2a7310	104745601	104771531	rev	13739	4425	7287	0.011737	0.684272	0.062154	0.656615	-3	left	OV3_Cisp0
chr14	104955379	104962264	50b05f85-f04a-4665-8f62-3428a75ebe1e	104946562	105007538	rev	6885	1104	5302	0.008798	0.472141	0.041754	0.580376	-3	left	OV3_Cisp0
chr15	24262771	24274399	a14d7420-2ee8-4275-999c-04aa2393bc01	24261953	24275661	rev	11628	3933	3059	0	0.211838	0.035162	0.599156	-3	left	OV3_Cisp0
chr15	26875557	26883484	bb43428c-ce27-4cc7-8219-46fcd0358b04	26875552	26898797	rev	7927	1811	4855	0	0.511873	0.139241	0.572785	-3	left	OV3_Cisp0
chr15	38482264	38490012	9b10d931-5145-4459-8f33-2f7e206ad6c4	38482259	38502700	fwd	7748	2900	2163	0.030067	0.486637	0.004399	0.76393	-3	left	OV3_Cisp0
chr15	39775843	39790523	3ac904f8-b2d5-42e9-b543-a4d5fd075dac	39771238	39790528	fwd	14680	3327	8512	0.03719	0.792355	0.020973	0.766176	-3	left	OV3_Cisp0
chr15	39944926	39954010	bf3f1d54-cd55-4cc9-83dd-d57a813ad5fc	39932037	39961887	rev	9084	4181	2621	0.001808	0.84358	0.169765	0.63197	-2	left	OV3_Cisp0
chr15	44042307	44049073	a2be335d-0ca6-4217-bb07-a1e7e20834fe	44042294	44049079	fwd	6766	4223	2002	0.006907	0.491942	0.049261	0.682266	-3	left	OV3_Cisp0
chr15	47606283	47617543	ddbb2cb8-160c-499f-b6f2-90ec723323a7	47606274	47625820	rev	11260	1905	7867	0	0.643275	0.0122	0.792593	-3	left	OV3_Cisp0
chr15	56139644	56146202	f7cc9c21-36e8-4edd-b07f-4be3711e9796	56139640	56146459	fwd	6558	1125	4163	0.020513	0.402564	0.041872	0.662562	-3	left	OV3_Cisp0
chr15	59028624	59045649	218bd24a-5b30-460f-a568-8e230e012059	59015678	59049730	rev	17025	6961	9787	0	0.592205	0.038243	0.830746	0.205546	left	OV3_Cisp0
chr15	59259618	59265690	d5f2060f-82e6-4510-a0ab-5e648d727be6	59259612	59272436	fwd	6072	2012	2725	0	0.686131	0.119382	0.610955	-3	left	OV3_Cisp0
chr15	63272433	63281615	686ed4e1-3f59-4fc0-899e-5d8fe604165f	63270588	63284049	rev	9182	2665	2009	0.034388	0.565337	0	0.80396	-3	left	OV3_Cisp0
chr15	65383488	65394250	7bf2fb23-b831-4791-8c52-147f2cd172a1	65383479	65398526	fwd	10762	2687	6212	0	0.557491	0.0288	0.7144	-3	left	OV3_Cisp0
chr15	65596134	65609078	0393ebee-100f-4c14-99d2-26f1ee0099e9	65591297	65613077	fwd	12944	2504	9278	0	0.704718	0	0.83516	-3	left	OV3_Cisp0
chr15	68653684	68663062	69c01563-c359-418a-8f85-608b2e935f8d	68653674	68665455	rev	9378	4449	1474	0	0.703959	0.058442	0.461039	-3	left	OV3_Cisp0
chr15	68680272	68689026	d2a68b09-4f95-49e4-8eb9-ce673c461624	68680267	68711543	rev	8754	3912	4542	0	0.670936	0.064014	0.579585	-3	left	OV3_Cisp0
chr15	69480160	69493455	92c501e8-756f-48bd-ae5e-2f96920aaffc	69479057	69507131	rev	13295	5973	5455	0.002579	0.589942	0.010687	0.840458	-3	left	OV3_Cisp0
chr15	74314969	74327760	90467020-b626-4bc8-9fbf-4ad4fe92bacd	74314511	74332475	fwd	12791	3127	6664	0	0.75	0.082759	0.596169	-3	left	OV3_Cisp0
chr15	76118966	76133496	a5e3f6f8-a1f5-49b8-9636-92c8d9bc12a3	76117780	76141587	rev	14530	2789	10404	0	0.440701	0.006494	0.821104	-3	left	OV3_Cisp0
chr15	77404395	77422669	a0d2d56d-c37c-4ef1-ac40-6a6f0dbd2331	77393744	77432301	fwd	18274	1611	14240	0.004211	0.517895	0.01896	0.657187	0.566654	left	OV3_Cisp0
chr15	79775459	79785385	9cfd6de8-2bc2-4f8e-a531-aa5b20530a7f	79775453	79786702	rev	9926	4843	4814	0.031046	0.744553	0.004383	0.878013	-3	left	OV3_Cisp0
chr15	83328603	83336318	79f12b25-5baa-4d7f-9e60-0e22d3c92f69	83300611	83340396	fwd	7715	4760	1640	0.060498	0.474021	0.076377	0.808171	0.168815	left	OV3_Cisp0
chr15	84599727	84606480	fc52a999-7627-4668-8b83-1d6acef0b05e	84595528	84606487	rev	6753	1291	2247	0.159509	0.515337	0	0.85443	-3	left	OV3_Cisp0
chr15	95188453	95202176	eb15b511-6f75-47d8-a85e-16dafa2b54f5	95188368	95222596	fwd	13723	4043	7551	0.045802	0.487701	0.012175	0.830814	-3	left	OV3_Cisp0
chr15	95912007	95918460	46769651-6252-408d-ba5e-bce241d7bff2	95911297	95918866	rev	6453	1546	3471	0.053498	0.679012	0.000936	0.950375	-3	left	OV3_Cisp0
chr15	101841279	101846750	6b995a3d-79b0-4c29-a1c2-8493fc26090a	101841275	101854243	fwd	5471	3640	1459	0	0.490756	0.002392	0.650718	-3	left	OV3_Cisp0
