chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction
chr14	52090575	52096380	2d3493a0-ac0f-43b0-aad9-ae3c6fa18ad2	52090569	52099675	rev	5805	2242	3270	0	0.541195	0.035753	0.788732	-3	left
chr14	61041089	61052590	966cc99c-0db2-4d19-af48-a28da5929488	61041084	61055461	fwd	11501	1580	9650	0.01913	0.427826	0.018295	0.722966	-3	left
chr14	63118141	63127902	f73cb6cc-f9d5-47b9-ac83-b70e65b6a169	63110433	63128017	fwd	9761	1130	8215	0	0.28481	0.023697	0.725848	0.318084	left
chr14	67896486	67900356	82c6ae26-301c-424d-a49b-51832a342270	67896476	67902523	rev	3870	1258	2250	0.008982	0.58982	0.033333	0.703846	-3	left
chr14	92815172	92823551	a15e34e2-0678-4c87-a9ca-de19cd5c092f	92815165	92823567	rev	8379	2001	4678	0.10251	0.550209	0.023596	0.906428	-3	left
chr15	19958643	19964383	4c1541ac-fd9c-4f5b-82bc-9f55d883c4e5	19958637	19974914	rev	5740	3664	1799	0	0.384314	0.008803	0.885563	-3	left
chr15	38616618	38622500	4f4ccddf-f81e-41b9-b4f3-8cab4b7fd5ba	38606430	38622507	fwd	5882	2207	2734	0	0.41129	0.005442	0.789116	-3	left
chr15	43690323	43698303	524abb1f-e220-4a82-bf94-ad0bcf1853a6	43689293	43700973	fwd	7980	1382	6329	0.019002	0.522565	0.008368	0.6841	-3	left
chr15	45228073	45235120	4b2ad1e8-b8f0-4441-8119-2a8840290160	45227361	45238055	fwd	7047	2584	3741	0	0.714681	0.010081	0.815524	-3	left
chr15	49771191	49781719	6bfc2624-30ab-4029-8fc5-ba10f146e5bd	49771183	49781723	rev	10528	4479	3744	0.056056	0.634635	0.000956	0.89675	-3	left
chr15	53217648	53227729	04952cb2-ae61-46e4-b1e6-7cefc7f87bdc	53216416	53228616	rev	10081	1227	8440	0	0.29805	0.035304	0.650787	-3	left
chr15	81990421	81995307	54fa0997-4df4-41e8-a2c3-01bde7f24cab	81988806	81999014	rev	4886	1357	3028	0.022847	0.260105	0.021021	0.656657	-3	left
chr15	82738414	82749512	1767ed96-3a00-4068-a23c-b5a94334738d	82738408	82749907	rev	11098	3877	6196	0	0.215474	0.000541	0.792208	-3	left
chr15	83942427	83948199	d7de8118-395e-48fc-9ab7-75e2070a8a04	83942422	83953229	rev	5772	1897	3502	0	0.451193	0.00119	0.815476	-3	left
chr15	96131149	96138752	008d21d0-81b3-4f85-abb3-974d7f971868	96131143	96142289	rev	7603	1433	5833	0.006316	0.526316	0.000615	0.827904	-3	left
chr16	35974863	35979712	f0e543d1-17c6-43dc-9059-a0372f60f2fe	35974852	35985095	rev	4849	1647	2866	0	0.423573	0.001059	0.75	-3	left
chr16	46389339	46398235	dedaee74-ebc4-44fa-b1ca-96c4f33d9654	46383095	46405953	fwd	8896	4024	1655	0.043651	0.376984	0.059783	0.423913	-1	left
chr16	46396248	46400496	75474515-1f22-4d50-9974-6fcf4abc68aa	46385624	46400636	rev	4248	3202	1046	0.015892	0.383863	0	1	-1	left
chr16	46395008	46403050	16aca80b-4b07-49fc-8cc2-e45420b65667	46385709	46403055	fwd	8042	1174	2291	0.060345	0.603448	0	0.456522	-3	left
chr16	46395835	46403295	ea80e1ae-788a-4efb-80f8-9fb167d14b4c	46386486	46403301	rev	7460	1414	4152	0	0.329032	0	0.441176	-3	left
chr16	46389186	46399750	a1851840-9061-4746-8a46-4feb1034bdf4	46386831	46401474	fwd	10564	5287	1315	0.064334	0.414221	0	0.90625	-3	left
chr16	46395835	46402719	a45e041f-8bbb-4844-8e3b-bd22b7838332	46387214	46403911	rev	6884	1101	4151	0	0.355987	0	0.466667	-3	left
chr16	46396612	46400047	cc937f93-59bf-4313-abd2-74bf6ec27c68	46387304	46403452	rev	3435	1683	1610	0.02144	0.350689	0	0.5	-1	left
chr16	46392675	46401751	d0a6557a-4255-4494-baa3-3994a8cbd40a	46387385	46401758	rev	9076	7288	1535	0.15772	0.348575	0.057143	0	-1	left
chr16	46394096	46397117	7d26f6aa-1b6e-40ae-bae8-9dc1c4de9b46	46388224	46403914	rev	3021	1483	1538	0.045045	0.225225	0	0.641026	-3	left
chr16	46395068	46403215	295a246a-e51a-475d-951a-5967231f22dd	46388775	46403765	fwd	8147	1022	2231	0.015464	0.278351	0	0.611111	-3	left
chr16	46391216	46397309	35ed10ed-919e-4d3d-958f-98814fed4834	46389542	46400128	fwd	6093	2851	2995	0	0.186667	0	0.1875	-3	left
chr16	46390779	46397293	f8fb20d3-1510-4d7c-b346-05c3fb5ace72	46389873	46402698	rev	6514	2620	3421	0.138462	0.553846	0.006536	0.601307	-3	left
chr16	84346665	84363926	827c15dd-292a-4891-a612-6ed3d714233a	84346660	84363935	fwd	17261	1974	12608	0.00759	0.474383	0.00388	0.697354	-3	left
chr17	15671575	15680565	7c34f11f-7267-429a-9f7a-51239605b436	15671563	15680573	rev	8990	4142	2893	0.000849	0.504244	0.080495	0.757482	-3	left
chr17	21973743	21976434	ceffae9c-b8c9-4fed-9b5d-d0476100016e	21972119	21983019	fwd	2691	1278	1075	0.04	0.37	0	0.678571	-3	left
chr17	33964359	33972986	ae5dc0f0-f660-48be-a77b-757d53ef11a9	33961783	33998621	fwd	8627	2089	1880	0	0.300797	0	0.878465	-3	left
chr17	55975814	55985139	da4d0196-a6bc-4971-9569-ba384411d1e7	55975444	55988312	rev	9325	1013	7850	0	0.285714	0.008204	0.727979	-3	left
chr17	63212316	63218353	8a4cbdce-d146-4c54-9634-34486579b3ff	63212310	63227300	fwd	6037	1160	4618	0.073427	0.468531	0.00939	0.707355	-3	left
chr18	5874821	5879962	d5c9beb3-3729-4660-b99d-e0e9bfb05694	5874814	5881214	rev	5141	1955	2838	0	0.36014	0.028858	0.855709	-3	left
chr18	8442274	8451757	b174323e-f3f9-4450-bedd-932741548f8a	8442153	8454054	fwd	9483	1790	5034	0	0.404612	0.012533	0.747361	-3	left
chr18	8759239	8764067	56f6b0bc-c712-4175-89be-12d5d95888eb	8757901	8764227	fwd	4828	3135	1267	0	0.533485	0.059561	0.576803	-3	left
chr18	30759333	30762577	8844c659-84b0-4df0-ae87-372cc73fff1f	30754702	30767245	fwd	3244	1167	1807	0	0.34375	0	0.82038	-3	left
chr18	43967333	43971449	f57a35ee-8358-4956-afe1-b3ac77544fbc	43967326	43973394	rev	4116	1929	1939	0	0.506818	0.005008	0.884808	-3	left
chr18	57832228	57836964	ff7f2be7-c091-4758-8908-cd485965d3ca	57832222	57841272	fwd	4736	2060	1125	0.032149	0.37225	0.003436	0.749141	-3	left
chr18	79235626	79241576	167f1dcf-1fb9-473b-a16c-0d5480d86c9d	79235609	79249193	fwd	5950	2059	3566	0.019892	0.34358	0.009434	0.793396	-3	left
chr19	57504049	57513769	42151203-b288-4b4e-b800-37a053c5aabe	57504039	57513775	rev	9720	1061	7358	0	0.492212	0.000503	0.933668	-3	left
chr2	3333334	3338359	960d13b4-b631-49a1-b575-1539d9083d5a	3333327	3343827	fwd	5025	1679	1979	0	0.38835	0	0.564232	-3	left
chr2	8759985	8774192	9cb2b8dc-74e0-4309-a2cb-81fe29523927	8759804	8774196	rev	14207	2888	9737	0.063474	0.650334	0.002472	0.921199	-3	left
chr2	15288568	15299151	68cc4246-ac66-4aef-8d1f-83cfc7ed56b2	15288563	15302881	rev	10583	4849	5009	0.037696	0.366287	0.005461	0.808191	-3	left
chr2	26833109	26841277	e1b1f868-71bf-43de-a42d-9adfcadc7110	26833105	26841900	fwd	8168	3028	4923	0.017422	0.576074	0.037688	0.681742	-3	left
chr2	117649207	117655428	f12938e9-c176-457a-84c4-34451395aa40	117649196	117660867	rev	6221	2355	3626	0.028441	0.465301	0.006923	0.85	-3	left
chr2	139175620	139186593	e551196d-29fb-4488-97c1-cd264f694ee8	139175607	139186604	rev	10973	4065	5530	0.006087	0.74087	0.004932	0.920469	-3	left
chr2	143902747	143908111	7d834efc-56ad-4904-9bb5-155728bf4cd9	143902740	143908471	rev	5364	1774	3298	0.069149	0.494681	0.024169	0.912387	-3	left
chr2	149788185	149791662	8b3cdc65-fa74-4829-bfbc-d4c93c1e85e0	149788171	149793867	rev	3477	1127	1942	0	0.367089	0.014523	0.759336	-3	left
chr2	156532155	156536870	3d5e18f1-705b-4fde-a31b-64a1a6ad3484	156532147	156543697	fwd	4715	2081	2226	0	0.628814	0.010786	0.793529	-3	left
chr2	158902449	158907183	0842ca53-c7f4-4ef8-8346-498173f246d6	158902443	158909153	rev	4734	1204	3288	0	0.543147	0.028896	0.854489	-3	left
chr2	159907972	159920875	c58b20ff-0b77-4271-a7a8-81ac4d06fad6	159907596	159924294	fwd	12903	1882	7534	0	0.24307	0.003602	0.790185	-3	left
chr2	162675675	162682640	e014ce1f-f0fa-4b14-8bb7-8dc373919ef1	162675670	162685211	rev	6965	1880	3897	0.036125	0.458128	0.045202	0.725615	-3	left
chr2	172918808	172928069	3b25bd55-178a-430f-8a89-e3f835a0c202	172918801	172928310	rev	9261	2944	6070	0.017699	0.47677	0.022297	0.847973	-3	left
chr2	224628611	224634484	3ef7c955-0208-4779-9e5b-37a0ac768ca9	224628604	224634489	fwd	5873	3018	2568	0.02236	0.710559	0.018625	0.863897	-3	left
chr20	3782649	3788923	6d8a591d-6ef4-443a-8557-821950e9878a	3781939	3789251	rev	6274	2295	2977	0	0.452611	0.027257	0.645656	-3	left
chr20	19703946	19709604	d5677972-051f-44cc-a495-1cb97b6f87e1	19703760	19710414	rev	5658	1067	4178	0	0.363309	0.024473	0.683544	-3	left
chr20	29113102	29118027	0c27d3a5-2adf-4f58-b6f7-ac4fb4a4ff25	29113095	29125693	fwd	4925	1776	2822	0.024673	0.457184	0.019894	0.741379	-3	left
chr20	31059333	31065537	270b3b72-f2b3-42f6-806f-4582c472bd73	31051508	31068338	fwd	6204	1460	4704	0.074713	0.327586	0	0.412587	-3	left
chr20	31067004	31073937	b960a576-fe2d-4d07-ac5a-818bf457e1a0	31051968	31076742	fwd	6933	1055	1439	0.157068	0.434555	0.003937	0.480315	-3	left
chr20	31062482	31070514	919f2a44-1622-4a21-a1c4-ba9757ce4c95	31052353	31072198	fwd	8032	1292	4477	0	0.634146	0.045802	0.416031	-3	left
chr20	31059693	31077118	8e0b4661-d9c4-489c-8883-67742906dbcd	31055797	31077124	fwd	17425	1129	11654	0	0.479532	0	0	-3	left
chr20	31056857	31061882	b452e204-7d46-4a59-853e-2d8f1ce46972	31054881	31084019	fwd	5025	1984	1116	0.100279	0.350975	0	0.723077	-3	left
chr20	31063842	31071233	747fdbc4-3dbc-43c8-9d2d-8401b35313e3	31063838	31076248	fwd	7391	1223	1195	0.020408	0.27551	0.028986	0.456522	-3	left
chr20	31069870	31073861	d34b4690-21f8-4bba-a863-8b67b263e57c	31063974	31076455	rev	3991	1024	1387	0.18328	0.559486	0	0.64	-1	left
chr20	31187743	31193221	234764c5-9838-409f-8147-1d09801a9776	31183791	31199411	fwd	5478	1616	1176	0.021212	0.460606	0.039526	0.422925	-3	left
chr20	33813401	33820008	f734f209-2aa7-43e3-b251-589dd43abdce	33810332	33820032	fwd	6607	2345	3967	0	0.642089	0.002727	0.723636	-3	left
chr20	38937595	38947545	e7ca9052-ce26-4883-b4bf-5fcaf9a7af48	38937590	38947937	rev	9950	4261	3725	0.006481	0.484259	0.011236	0.872659	-3	left
chr20	38989768	38998361	681abecc-0e9e-4794-8c40-99f9335cfa99	38989762	38999193	fwd	8593	2263	5202	0.007321	0.537335	0.006524	0.915777	-3	left
chr20	45768642	45775958	0148f6d3-0a44-4cff-8ef5-e84395783eb9	45768638	45784862	fwd	7316	1944	4922	0	0.239726	0.002368	0.76322	-3	left
chr21	10695658	10701136	0c1e2065-b0e5-4a14-afdb-bfff529a67dd	10695399	10701144	fwd	5478	3967	1234	0.095314	0.589357	0.168	0.624	-3	left
chr21	14853419	14864886	69ebb14b-33ec-43e8-adf9-c705eddbc180	14853219	14870404	rev	11467	2875	5494	0	0.387515	0	0.788921	-3	left
chr21	15152070	15158337	8bc388b3-3099-4768-b078-fabd52ad90c3	15152065	15160070	fwd	6267	3328	2416	0	0.491803	0.058511	0.598404	-3	left
chr21	23902750	23914678	15eec87e-5e9f-4fbd-a456-46c48fe48e56	23902743	23914683	rev	11928	2788	7168	0.026538	0.872135	0.027327	0.924039	-3	left
chr22	10714364	10720794	9f101ffd-d1a9-4c89-87bf-a205bfc07bd9	10707713	10721203	fwd	6430	2910	2249	0.025974	0.289425	0	0.889051	-1	left
chr22	28072713	28085658	c385a57f-002d-4ef5-8ee3-5cca83797dc1	28072707	28085663	rev	12945	1768	9782	0	0.345541	0.01256	0.890654	-3	left
chr3	7918417	7925827	ea346801-f77f-47c6-bd40-8bfa58dcbaec	7916173	7930141	rev	7410	2030	2956	0	0.535276	0	0.922612	-3	left
chr3	26816201	26824147	0d7da67c-e3e6-4c1c-bc51-bc553402cf09	26816187	26827571	fwd	7946	3315	4206	0.074627	0.707463	0.028158	0.744167	-3	left
chr3	26816836	26824204	5fc6e2c7-af60-4d44-aeaa-58fb6707c6a9	26816008	26831307	fwd	7368	2738	3547	0.018692	0.634346	0.006267	0.921218	-3	left
chr3	29971080	29988408	eae7e9b7-d012-4b93-8948-de59c2908dea	29971072	29988417	fwd	17328	3597	10311	0.00925	0.874615	0.078012	0.731538	-3	left
chr3	55569655	55577304	caed046e-6058-42f5-8356-1e2a099ea7a1	55569646	55577308	rev	7649	3901	2969	0.019958	0.361345	0	0.842818	-3	left
chr3	78664733	78671095	b6e6ff25-72d7-438b-a591-029a2a605993	78664729	78671113	fwd	6362	2836	3231	0	0.356147	0	0.867248	-3	left
chr3	117416446	117422633	779de764-ebb5-4633-9724-fee87db52b1e	117413982	117425871	fwd	6187	1593	4268	0	0.652838	0.025662	0.530072	-3	left
chr3	133220499	133226857	b9482d7c-a4d2-4259-8b9b-d0a4a3df7a8f	133220492	133226864	rev	6358	1099	4734	0	0.291908	0.019231	0.869755	-3	left
chr3	136202525	136212275	51c37163-5614-4e50-9c18-fff5dcd378e5	136202516	136214860	rev	9750	2278	6293	0	0.579932	0.003641	0.902913	-3	left
chr3	141138172	141150034	9dd543f6-0d2d-4620-ba9d-12bbf3ceb94f	141138166	141150042	fwd	11862	2827	7899	0	0.453731	0.000735	0.903676	-3	left
chr3	156558172	156563604	86b08c05-5b96-4b1a-aa0d-9a78253377d2	156558165	156566174	rev	5432	2993	2182	0	0.487242	0	0.87106	-3	left
chr3	158193157	158200232	9ad6a984-698f-4a4f-a3cd-e916a094fc2f	158193149	158200754	fwd	7075	4742	1793	0.031978	0.493225	0	0.871795	-3	left
chr3	158487174	158493962	c17dcde6-6bdd-4e42-8699-daae3c12fce2	158487168	158497152	fwd	6788	1267	4886	0.013661	0.5	0.030265	0.688525	-3	left
chr3	159568568	159571532	74a60c1f-0080-4687-a200-f6ca9b43ae8d	159567812	159576212	rev	2964	1236	1390	0	0.488636	0	0.675841	-3	left
chr3	160405201	160422268	8421005b-3728-4de5-8b41-82c43c3219d6	160404682	160423994	rev	17067	3679	12904	0	0.213052	0.002489	0.891461	-3	left
chr3	164747221	164749890	eec2aa5e-cbc6-4126-a3cf-69acddb22a0f	164731310	164749900	fwd	2669	1053	1329	0	0.411594	0	0.799492	-3	left
chr3	176706636	176718700	20b6e92b-5296-41d3-9edf-7fc9cc5e0371	176706591	176718708	fwd	12064	1336	8347	0	0.480583	0.002571	0.84473	-3	left
chr3	177063290	177069150	4c4feb69-1dec-4c08-b109-d36dbe816fcb	177063285	177070614	rev	5860	2314	3200	0	0.588832	0	0.882629	-3	left
chr3	193807348	193812835	4b8949d4-8e51-462e-a94f-69e32a276b89	193807343	193812845	rev	5487	4091	1104	0	0.329491	0	0.704467	-3	left
chr3	194156964	194164213	26df53eb-92ba-4af7-aa8a-07f111cf9ade	194152306	194165567	fwd	7249	1487	4628	0	0.509852	0.004237	0.844915	-3	left
chr3	197251466	197260897	f7d960c9-4b01-455e-bbfb-4724a1a9ff1a	197251457	197260912	fwd	9431	6543	2635	0.047537	0.643184	0.100865	0.752161	-3	left
chr4	2176053	2187475	c3460f57-a7ef-41d0-8b85-b0dd589b14b7	2176038	2189789	fwd	11422	1041	9013	0.00823	0.300412	0.002208	0.833039	-3	left
chr4	10510649	10517447	fb955ad6-738e-43f9-96a9-44ffade7f86c	10510644	10518901	rev	6798	1344	5139	0.002123	0.354565	0	0.85771	-3	left
chr4	21587734	21592897	e5081c44-8708-473e-98c3-c25e1a8c615b	21587729	21593827	fwd	5163	1639	3261	0	0.511765	0.002114	0.788584	-3	left
chr4	24932451	24938129	76001f6b-30b1-46ce-9d3e-6e114a663e5d	24932428	24942326	fwd	5678	1129	4201	0	0.32	0.026247	0.784777	-3	left
chr4	25279760	25287235	3ca0eeed-1761-4536-9941-b8333694e1a6	25279752	25287252	rev	7475	1592	5261	0.083333	0.824074	0.098692	0.76635	-3	left
chr4	32440784	32444871	1cdbbcaf-525d-4585-ab84-477e17af1d73	32440028	32452477	rev	4087	2261	1380	0	0.536634	0.044025	0.614256	-3	left
chr4	36113916	36121147	90280cca-8b43-4744-80b6-0d4b47b5f5f3	36113911	36127966	rev	7231	2901	3895	0.022039	0.501377	0.010574	0.766616	-3	left
chr4	49100692	49104007	afe135e8-5ae7-4370-b6c8-c6229781ba40	49093394	49106427	fwd	3315	1012	1859	0.117479	0.426934	0.011945	0.704778	-3	left
chr4	49116412	49120676	e76a28b9-d02d-4046-8f36-63cdcd7bdcd4	49108750	49121679	rev	4264	2383	1039	0.061008	0.435013	0.006993	0.370629	-3	left
chr4	49122037	49125553	c5e0e778-5c5b-41fc-87e5-b089ba6217d1	49116327	49125558	fwd	3516	1109	2098	0.076316	0.523684	0.047872	0.683511	-3	left
chr4	49147153	49150625	d51541e7-3790-4277-a351-393f1ec2a5c5	49143801	49156884	rev	3472	819	1548	0.052632	0.464912	0.071429	0.537815	-3	left
chr4	49152527	49156344	d51541e7-3790-4277-a351-393f1ec2a5c5	49143801	49156884	rev	3817	2127	519	0.062678	0.321937	0	0.355556	-1	left
chr4	49153998	49157015	d08c3943-301d-44ad-ab11-be946ba595d7	49147652	49166764	fwd	3017	1286	574	0.14881	0.355159	0	0.41704	-1	left
chr4	49637114	49639406	123441ea-8b48-4ea9-b39d-7a0dd3b86fed	49634968	49649043	fwd	2292	539	1753	0	0.217391	0.02439	0.502439	-3	left
chr4	91337476	91345694	5b04f802-078d-4b7e-b7a8-ef60e0ca75e1	91337469	91350099	rev	8218	1930	4968	0.00158	0.976303	0.007509	0.925597	-3	left
chr4	131407431	131413969	5edee8e4-0026-49a4-a183-54afdcc9f3a1	131405551	131416657	rev	6538	1268	4779	0	0.390658	0.01264	0.882022	-3	left
chr4	156148796	156154622	576f6107-9418-4750-9d83-2c0c697d9872	156148790	156162494	rev	5826	2230	3312	0.011645	0.423581	0.032567	0.795977	-3	left
chr4	162025274	162031565	9a66686b-bce5-4fe4-93ef-f4c05e1fd1a5	162025265	162037654	rev	6291	2587	3436	0.010702	0.406659	0.033333	0.715315	-3	left
chr4	183043907	183054179	564a20bc-402e-4607-9def-23466f01286d	183043902	183054183	rev	10272	3817	4982	0.00524	0.641467	0.036576	0.757132	-3	left
chr5	9714946	9720497	176d4ddf-7f3c-4661-8e8b-af5c061f97ce	9714939	9723149	fwd	5551	3217	2043	0.004902	0.466912	0.021459	0.660944	-3	left
chr5	10244793	10249963	461322d5-f140-4df3-b303-40757e35db46	10244787	10253027	rev	5170	1595	1670	0	0.399061	0	0.860082	-3	left
chr5	27729813	27737144	e28edb1e-5a40-4f86-9af0-edebe4858908	27729809	27737150	fwd	7331	2175	4899	0.005042	0.771429	0	0.893873	-3	left
chr5	49656292	49661264	be4ba0dc-5789-4082-aa15-27ca894bbab3	49656288	49661871	fwd	4972	1660	1241	0.025788	0.570201	0.044084	0.582367	-3	left
chr5	55162894	55167071	c9d39f90-d6ce-4b24-93e6-b42c8b1a48e7	55162878	55175818	fwd	4177	1216	2488	0	0.336996	0	0.716	-3	left
chr5	59528182	59533595	b915e6cf-3628-4793-8da7-e022c35750b3	59522623	59533602	rev	5413	1477	1111	0.083933	0.767386	0	0.945087	-3	left
chr5	121380019	121392304	a9af70ab-2e6a-4716-96cc-c0ea36f172d6	121378039	121392311	fwd	12285	2220	9846	0.004261	0.661932	0.02377	0.808504	-3	left
chr5	121672883	121681026	29a92ece-873a-4ea3-9f09-167d64465f68	121661387	121681032	fwd	8143	3168	4678	0	0.66624	0.003339	0.718698	0.340984	left
chr5	151490210	151497442	99d7fc3c-1e2e-4e6f-8e18-0f10207e8915	151488046	151502315	fwd	7232	2113	4791	0	0.307285	0.022792	0.826923	-3	left
chr6	10287685	10301029	5fb8e07c-2080-410b-bf28-042afd9d4087	10287679	10301034	rev	13344	2517	7991	0.008322	0.883495	0.005098	0.915463	-3	left
chr6	63134787	63142820	34515591-8b61-4e30-8e4b-6d459168ed9c	63134781	63144627	fwd	8033	1736	5271	0.106017	0.461318	0.014296	0.796998	-3	left
chr6	65755273	65759322	0f9dab25-f447-469a-ae4d-d3d2f6c020aa	65755268	65765626	rev	4049	1120	2618	0	0.426357	0.00216	0.633909	-3	left
chr6	66994746	67002499	b2792e19-3b8c-46b0-b6e3-566d9d748bca	66994740	67004157	fwd	7753	1455	5952	0	0.332425	0.00602	0.728477	-3	left
chr6	77164311	77176027	b2fe77d1-4cae-4d3c-a2d4-b126357a7a84	77164304	77179889	rev	11716	1202	10223	0	0.514107	0.039251	0.782337	-3	left
chr6	136703237	136710615	4759caad-f322-4c3f-add2-529399790c1b	136701348	136710886	fwd	7378	2245	4791	0	0.378594	0.054918	0.659016	-3	left
chr6	137744140	137750795	4c3f36e2-70e5-4b66-9dd7-d6daea8d84a9	137744134	137753368	rev	6655	1851	4478	0	0.506217	0.007037	0.831118	-3	left
chr6	156665579	156674892	1ce4b590-ddfe-4fc5-88aa-08c691498a32	156665574	156678402	rev	9313	1600	6212	0.003003	0.492492	0.009648	0.811384	-3	left
chr7	29109125	29115752	da9c3206-d495-4eb4-a544-fe7316ec1066	29109114	29115761	fwd	6627	2693	3645	0	0.69028	0.009761	0.850325	-3	left
chr7	29804064	29818160	27478e35-da35-445f-b460-fff304b05b9b	29804024	29819957	fwd	14096	1806	11971	0	0.510791	0.013191	0.80402	-3	left
chr7	50200519	50203507	6a7c9ad2-1595-49a8-94c4-767c4c1acedf	50200512	50213766	rev	2988	1374	1146	0.018182	0.315152	0	0.676471	-3	left
chr7	52597460	52607566	53b017f0-7205-4c0e-92e0-98ef55957f76	52597138	52607572	rev	10106	1131	8712	0	0.66568	0.040842	0.693895	-3	left
chr7	63239167	63249605	f6aaf1da-dd64-49cf-ad2e-5318656689ca	63239160	63249725	rev	10438	5592	4465	0.010322	0.323012	0.004689	0.849967	-3	left
chr7	82701341	82706770	1e888728-b600-40ec-9c50-c3d8dfb8fc08	82701335	82708614	rev	5429	1181	3981	0	0.416413	0.000739	0.793944	-3	left
chr7	83972025	83981353	64a3e8b1-4588-462c-8b40-475ebabd0a4d	83972019	83994251	rev	9328	4848	2262	0.00132	0.271947	0.007052	0.763047	-3	left
chr7	86017676	86025508	901c9fd1-240f-481c-af4b-52b06d09572e	86015729	86025513	fwd	7832	3222	4164	0.002646	0.445326	0.009183	0.704316	-3	left
chr7	93705012	93717761	9f77efb0-3960-4f05-ac35-adbd0fad743f	93705006	93718087	rev	12749	2975	8109	0.001045	0.494253	0.005804	0.933482	-3	left
chr7	120430050	120435788	5600c990-fac1-48f7-a512-7f9b284df4b8	120430045	120441669	rev	5738	1847	3438	0	0.364791	0.013699	0.739726	-3	left
chr7	123580691	123588507	a9438818-529f-4945-b78c-4293938d39b4	123580687	123588512	fwd	7816	1703	3781	0.009358	0.602941	0.021236	0.898649	-3	left
chr7	125680315	125690174	95953587-2e32-4a16-995e-9b2423db5122	125678564	125690179	rev	9859	2138	7354	0.00431	0.662356	0.004977	0.943832	-3	left
