chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	stall_score	fork_direction	sample
chr1	19214628	19226043	46fac2fb-ff20-4186-8d9e-4c58005fc62c	19201766	19226067	fwd	11413	0.126749	left	OV3_Cisp0
chr1	27000436	27009103	cb8c22fb-b199-42b5-b59a-a5a4840fd8fa	26993357	27024580	rev	8619	-3	left	OV3_Cisp0
chr1	31572991	31580266	9f80eaa8-8b24-496f-86e2-48b4c644888e	31566453	31598839	rev	7269	-3	left	OV3_Cisp0
chr1	39750513	39758875	a535ab8a-8557-4fc2-8cac-eafd5bab8175	39744406	39770722	rev	8338	-3	left	OV3_Cisp0
chr1	42558273	42582282	60fa8bbd-36d9-46f2-a3f8-32b32c2bf52b	42558269	42587932	fwd	23993	-3	left	OV3_Cisp0
chr1	42945343	42957988	e1e6012f-3b0b-4ae1-9f5a-81e63870aada	42945336	42957994	fwd	12658	-3	left	OV3_Cisp0
chr1	44175243	44184246	0166e623-f789-4330-ae0f-1e2b7e089b87	44170504	44184261	rev	8985	-3	left	OV3_Cisp0
chr1	51402327	51409218	20c19516-000c-40d3-ac50-cd173013c8a2	51402310	51418448	rev	6804	-3	left	OV3_Cisp0
chr1	51496989	51509626	268e5a20-5b45-4891-adc9-0666b44a7e7d	51496440	51509632	rev	12555	-3	left	OV3_Cisp0
chr1	52022315	52033457	f990bdf4-e0fd-42e5-ad1f-fa0dfaf1c041	52021356	52033478	rev	11087	-3	left	OV3_Cisp0
chr1	54815280	54821918	25ad67c5-f4bc-4242-b305-19f9c836d5c9	54815275	54824867	rev	6611	-3	left	OV3_Cisp0
chr1	63053254	63062608	a7c438e0-0b8f-4d23-92ff-3dc171761a2b	63052236	63062612	rev	9355	-3	left	OV3_Cisp0
chr1	64148668	64156613	da4b0532-03ba-450a-a9c4-61da071a0773	64148663	64162157	rev	7836	-3	left	OV3_Cisp0
chr1	64686682	64697368	430d04b0-527e-420c-8f4f-c68870cc6f9a	64685326	64698869	fwd	10679	-3	left	OV3_Cisp0
chr1	67523468	67533092	16c202b5-6785-470f-949a-f69ff02d6f31	67523461	67539378	fwd	9587	-3	left	OV3_Cisp0
chr1	69290854	69305780	5237684a-8777-435d-9b29-a0fd57e5dd3f	69290845	69306700	fwd	14846	-3	left	OV3_Cisp0
chr1	73982736	73999274	6594b06e-0136-48d7-a1b3-bf3d9c79da18	73982541	74012614	fwd	16470	-3	left	OV3_Cisp0
chr1	84953627	84966890	c8ca37d2-c6bc-443e-b131-3bbbfb890115	84953618	84974952	rev	13129	-3	left	OV3_Cisp0
chr1	86702030	86716355	d9d072cc-8767-437b-95be-9cb4f6be58b3	86701891	86717132	rev	14256	-3	left	OV3_Cisp0
chr1	88294858	88297725	6a7b01a0-a405-4764-95d4-e53ce944b51c	88291247	88321450	rev	2836	-3	left	OV3_Cisp0
chr1	89327379	89334724	2a41d31a-f0ca-4634-a24e-d88295dc856b	89304517	89343662	rev	7316	-1	left	OV3_Cisp0
chr1	92202822	92209981	1be42edd-73ba-4528-b74b-b4c6d0de53eb	92202811	92219210	rev	7153	-3	left	OV3_Cisp0
chr1	94317355	94321986	d74fb123-5a26-4407-8f52-33092c37230a	94317349	94335509	rev	4621	-3	left	OV3_Cisp0
chr1	97065303	97075295	a2229763-2726-4491-bfb7-a225aeda196a	97065297	97097739	fwd	9962	-3	left	OV3_Cisp0
chr1	98119842	98126543	f1975cc5-46ed-4933-bafa-61b07441fc22	98119837	98129611	rev	6666	-3	left	OV3_Cisp0
chr1	99890583	99896219	dd706040-1fdd-4677-809e-b48e4118b133	99890577	99896225	fwd	5630	-3	left	OV3_Cisp0
chr1	102839003	102852087	c1945ad1-644b-4e0e-80b5-e2b3191c1ca7	102826119	102852091	rev	13005	-2	left	OV3_Cisp0
chr1	103419780	103449885	a7b804c2-2071-4113-8d05-f5f49438d307	103398907	103464163	rev	29889	0.282911	left	OV3_Cisp0
chr1	109146727	109162740	6ee38348-62a2-4e8b-8990-54fea105efb2	109141127	109171799	fwd	15891	-3	left	OV3_Cisp0
chr1	116194319	116201273	035317d1-69fc-42dc-9b7c-26b6b67771e0	116194313	116206952	rev	6909	-3	left	OV3_Cisp0
chr1	117040148	117050986	dfb4fb20-0f42-4d97-871b-22b95875b3c0	117039592	117064841	fwd	10810	-3	left	OV3_Cisp0
chr1	124942969	124959853	522ea325-9b57-48ff-8a25-be226e792b60	124932825	124959859	fwd	16915	0.161105	left	OV3_Cisp0
chr1	143188071	143205414	f7586cbc-15e5-4ea2-8d69-ca77234fa62c	143184587	143242897	rev	10527	-3	left	OV3_Cisp0
chr1	143210602	143227344	f7586cbc-15e5-4ea2-8d69-ca77234fa62c	143184587	143242897	rev	11159	-1	left	OV3_Cisp0
chr1	143194677	143200293	c626baae-f2d1-412f-b78d-59576a5e0ed6	143190268	143226250	fwd	1757	-3	left	OV3_Cisp0
chr1	143212250	143224122	737b8753-1774-41b3-9db6-335084da4594	143212234	143224129	fwd	10382	-3	left	OV3_Cisp0
chr1	143725009	143731497	5841b805-7f92-4218-8245-fedbdf947ebc	143724973	143743544	rev	6417	-3	left	OV3_Cisp0
chr1	150179785	150186382	e69ed1d7-f589-412a-b838-35d5210610d6	150179681	150223433	fwd	6601	-3	left	OV3_Cisp0
chr1	153113897	153144279	32278e75-4d8a-420c-9615-5f09e94faf6d	153113886	153144286	rev	30154	-3	left	OV3_Cisp0
chr1	156144265	156150721	ab27d203-6436-416b-abee-b73fab38f9fd	156129949	156171390	fwd	6453	0.159127	left	OV3_Cisp0
chr1	157924069	157946345	bd3601d6-5047-4597-95c1-6eeb94f7f052	157915180	157959328	rev	22195	0.513024	left	OV3_Cisp0
chr1	158112791	158124012	83890de9-3046-40aa-b18f-efde27e4af66	158110344	158124107	rev	11113	-3	left	OV3_Cisp0
chr1	159916522	159927383	36a35e32-b749-4249-b28f-97b8164c2e26	159916518	159933921	fwd	10913	-3	left	OV3_Cisp0
chr1	159879240	159903887	6c85a0ff-27d0-4012-a38e-fc6efa7d1104	159871807	159903894	fwd	24569	-3	left	OV3_Cisp0
chr1	164424957	164442396	198482b3-a4cc-4336-979a-d10881901c94	164419285	164459448	rev	17772	-3	left	OV3_Cisp0
chr1	167705081	167711656	a54b8581-ebe3-4e94-bf6e-8fb79029952a	167705075	167725251	rev	6514	-3	left	OV3_Cisp0
chr1	168120383	168138506	564941ec-f77f-4de6-9349-1d03cbb81d40	168115604	168138520	rev	18057	-3	left	OV3_Cisp0
chr1	168159805	168164434	6ec71b8c-6861-479a-b227-43f83e1c492e	168159801	168167102	fwd	4599	-3	left	OV3_Cisp0
chr1	172352902	172371496	275e3c7c-7a7f-4fa4-b035-6a504f6681bd	172349533	172371503	rev	18533	-3	left	OV3_Cisp0
chr1	177890945	177899256	33ad1fba-03b3-4736-b3e0-541aced5646a	177890937	177904943	fwd	8326	-3	left	OV3_Cisp0
chr1	177953472	177966241	6c94e4a7-a7f1-41bd-ae94-470f126727fb	177951927	177966294	fwd	12681	-3	left	OV3_Cisp0
chr1	184732272	184748659	977aa037-e8e3-43ec-a33a-336abd31c1fb	184727368	184755527	rev	16378	-3	left	OV3_Cisp0
chr1	185015930	185021617	02795b09-45ba-4519-af44-557dbc20b0b6	185015925	185034804	rev	5625	-3	left	OV3_Cisp0
chr1	191011780	191020292	b7624c87-b3a1-4561-825e-7439ef6a8341	191011776	191029182	fwd	8530	-3	left	OV3_Cisp0
chr1	191736410	191749405	fe52632f-630b-4817-b103-d5d272c55fe4	191734333	191749410	fwd	12978	-3	left	OV3_Cisp0
chr1	192080656	192086690	9de067d0-7f23-470a-90fb-111c17098516	192079223	192100634	rev	5999	-3	left	OV3_Cisp0
chr1	192306259	192310627	e0a186f5-1dbf-43e7-9063-8090e76086f2	192306255	192318830	fwd	4301	-3	left	OV3_Cisp0
chr1	192764241	192782702	c0252a52-9de6-4035-b41b-ab5f29fa07eb	192764231	192782707	fwd	18390	-3	left	OV3_Cisp0
chr1	197229167	197243820	c5fc7d9c-0880-4f82-908f-247410b69dd5	197224859	197248049	rev	14611	-3	left	OV3_Cisp0
chr1	202802351	202813092	6adde54c-f193-4c92-a56c-3d696a0fb59c	202802338	202814508	rev	10693	-3	left	OV3_Cisp0
chr1	205991950	206009353	ab106566-81eb-4ee5-9037-1525b9606632	205990100	206009357	rev	17353	-3	left	OV3_Cisp0
chr1	207601595	207609591	907118b5-f62b-42cc-930d-58091c7e0557	207600347	207626111	rev	7934	-3	left	OV3_Cisp0
chr1	209539640	209563169	7abea679-ebc5-4f7d-9012-cf8a1fb62832	209536704	209563174	rev	23501	-3	left	OV3_Cisp0
chr1	219038982	219051555	864dd8fc-f11f-427c-9adb-ac28574e6c71	219038975	219053697	rev	12525	-3	left	OV3_Cisp0
chr1	223480235	223484388	a37dcbba-45bd-4a77-80d3-5dae45a65f2c	223461031	223484394	fwd	4169	-1	left	OV3_Cisp0
chr1	225160244	225173216	2f2fc87e-a428-4d32-9e02-ebc73693290a	225159066	225180662	rev	12959	-3	left	OV3_Cisp0
chr1	226284603	226305717	376695f7-b12f-42e0-9211-c5c9cb8a4003	226266680	226305722	rev	20988	0.303249	left	OV3_Cisp0
chr1	228015514	228029670	f78ff939-c3af-4059-8a15-9027f19420b2	228011579	228033269	rev	14090	-3	left	OV3_Cisp0
chr1	232672049	232676925	81209482-d556-495d-8d33-36d9a94ecb38	232672040	232693824	fwd	4864	-3	left	OV3_Cisp0
chr1	235395944	235404579	fcd5e1fd-14c4-42cc-854a-1e83266fc94d	235395939	235407572	rev	8612	-3	left	OV3_Cisp0
chr1	236809256	236817968	13aa2063-ae81-4364-a190-25330239845e	236789736	236820954	rev	8725	0.083111	left	OV3_Cisp0
chr1	238460416	238492896	ffdb808c-a5d4-4f18-9008-f1c4949fbb8e	238459861	238508465	rev	32123	-3	left	OV3_Cisp0
chr1	245116419	245126065	4be45429-9e46-4ded-8b7b-d0ca9fbd9ca5	245116193	245136157	fwd	9608	-3	left	OV3_Cisp0
chr1	248623958	248636807	9f78d47c-bd87-46a1-a0bf-00f7cc5c6c76	248622933	248645394	fwd	12664	-3	left	OV3_Cisp0
chr14	20054937	20067203	32b02fb9-80fc-45b0-af24-8dddf244d091	20054931	20073607	rev	12112	-3	left	OV3_Cisp0
chr14	23859527	23865429	953fd4c0-dae3-4b3b-92d9-280d23ac5cb9	23859515	23865438	rev	5877	-3	left	OV3_Cisp0
chr14	24065932	24072814	c3b975ee-f614-4642-ab20-5b64212f4186	24065923	24072823	rev	6886	-3	left	OV3_Cisp0
chr14	25069002	25087589	5694754c-bafb-42bb-90da-afadb67c39cf	25066007	25087594	rev	18485	-3	left	OV3_Cisp0
chr14	32218634	32222990	4d38cbdd-b3bb-467f-ac9c-b31f3628ff57	32218629	32237392	fwd	4310	-3	left	OV3_Cisp0
chr14	35585552	35598281	cc07b5f9-742f-4d68-8384-f926fdcfcc34	35585408	35598286	fwd	12718	-3	left	OV3_Cisp0
chr14	36564068	36578164	f2c940e7-181b-4f39-895c-9bc8f69972d9	36564059	36583808	fwd	14021	-3	left	OV3_Cisp0
chr14	40131228	40148612	2bf6b65b-78eb-46da-8c53-1282a4dcf4b5	40131224	40150313	fwd	9529	-3	left	OV3_Cisp0
chr14	40693368	40717073	d777402c-5a70-4c0f-9a01-c761cff820eb	40693361	40717077	rev	23682	-3	left	OV3_Cisp0
chr14	41128861	41146683	55d6003e-5951-4f0b-be65-46529b8725e5	41126924	41149100	rev	17737	-3	left	OV3_Cisp0
chr14	47835919	47844110	316b50fb-d44b-4132-9bee-cf9b1778aeb0	47834837	47884871	rev	8206	-3	left	OV3_Cisp0
chr14	49290707	49307908	5c3e1f65-8577-4beb-820e-80e05a900bc6	49290699	49326153	rev	17190	-3	left	OV3_Cisp0
chr14	51873674	51880948	d4c17054-7e71-4a40-a8f4-4ab5179a62f9	51873398	51884955	fwd	7217	-3	left	OV3_Cisp0
chr14	52153148	52166671	90a306b6-f9a4-4aba-898f-9131d5ac6182	52152524	52166676	rev	13477	-3	left	OV3_Cisp0
chr14	52332719	52351632	04ef84f8-ed93-4e22-893e-8982ea5b377d	52327446	52355287	rev	18810	-3	left	OV3_Cisp0
chr14	55295326	55306846	24d3bb60-d973-43ac-8358-a77e126117af	55295319	55306851	rev	11471	-3	left	OV3_Cisp0
chr14	57846393	57859123	3157d393-5bfc-40a8-af1f-c739c4205469	57846385	57861544	fwd	12694	-3	left	OV3_Cisp0
chr14	58145963	58166732	7b71ec61-100a-4228-ad9b-9993d46dc47c	58145959	58166738	fwd	20727	-3	left	OV3_Cisp0
chr14	61562836	61574183	8395ceff-caca-43c8-b497-d26853146299	61555950	61593784	fwd	11310	-3	left	OV3_Cisp0
chr14	66147797	66154666	46887ef3-0be4-4e7a-b010-b7be39341443	66136189	66183987	rev	6839	0.153291	left	OV3_Cisp0
chr14	67029002	67038619	bae09d13-6118-46ce-b97e-e6cddf98be7b	67018327	67050178	rev	9599	0.259907	left	OV3_Cisp0
chr14	74354318	74361457	9aa4650a-5ad3-44de-80e9-975f248202e2	74346268	74362227	rev	7115	-3	left	OV3_Cisp0
chr14	77452274	77461816	7cddc99e-5acf-4e0d-a157-1ef616fdff37	77452268	77462191	rev	9500	-3	left	OV3_Cisp0
chr14	80848402	80856040	01dad3da-0bc3-4cf3-a183-66bb859f3b28	80848398	80856045	fwd	7628	-3	left	OV3_Cisp0
chr14	84552989	84564265	e9047ed7-0adb-463d-8f9e-270f9ca0d642	84550938	84564276	rev	11246	-3	left	OV3_Cisp0
chr14	86825245	86853035	5b94aaad-88fa-4f46-99a8-0e40ade10efd	86806187	86853043	rev	27613	0.497368	left	OV3_Cisp0
chr14	87566729	87577125	9b745a0f-8d6e-42d0-8758-305d61b2a361	87565298	87581168	rev	10294	-3	left	OV3_Cisp0
chr14	88275731	88296328	8e1731ed-1351-4185-aba6-1121643e1d0e	88265761	88296333	fwd	20530	0.052253	left	OV3_Cisp0
chr14	90231376	90238285	9207fec9-dfe9-4907-8ee7-e60b7937665f	90225623	90259680	fwd	6869	-3	left	OV3_Cisp0
chr14	90770833	90789061	f50d6232-43d1-4f30-8926-1ef84be0545d	90769032	90797469	rev	18132	-3	left	OV3_Cisp0
chr14	91309251	91321705	7c5851e0-b7f9-4f59-b931-2ef5823f0db9	91283043	91330469	fwd	12360	0.433913	left	OV3_Cisp0
chr14	97657461	97664303	aff3e270-9875-48d6-bcbf-1f9b1ddc9923	97657446	97669025	fwd	6785	-3	left	OV3_Cisp0
chr14	102429107	102434791	3296986b-78af-4c56-96fe-7219bce5459a	102429100	102461823	rev	5675	-3	left	OV3_Cisp0
chr14	104745616	104759355	cee12dde-0482-4af3-bc28-05016b2a7310	104745601	104771531	rev	13718	-3	left	OV3_Cisp0
chr14	104955379	104962264	50b05f85-f04a-4665-8f62-3428a75ebe1e	104946562	105007538	rev	6876	-3	left	OV3_Cisp0
chr15	24262771	24274399	a14d7420-2ee8-4275-999c-04aa2393bc01	24261953	24275661	rev	11652	-3	left	OV3_Cisp0
chr15	26875557	26883484	bb43428c-ce27-4cc7-8219-46fcd0358b04	26875552	26898797	rev	7864	-3	left	OV3_Cisp0
chr15	38482264	38490012	9b10d931-5145-4459-8f33-2f7e206ad6c4	38482259	38502700	fwd	7675	-3	left	OV3_Cisp0
chr15	39775843	39790523	3ac904f8-b2d5-42e9-b543-a4d5fd075dac	39771238	39790528	fwd	14647	-3	left	OV3_Cisp0
chr15	39944926	39954010	bf3f1d54-cd55-4cc9-83dd-d57a813ad5fc	39932037	39961887	rev	9067	-2	left	OV3_Cisp0
chr15	44042307	44049073	a2be335d-0ca6-4217-bb07-a1e7e20834fe	44042294	44049079	fwd	6767	-3	left	OV3_Cisp0
chr15	47606283	47617543	ddbb2cb8-160c-499f-b6f2-90ec723323a7	47606274	47625820	rev	11233	-3	left	OV3_Cisp0
chr15	56139644	56146202	f7cc9c21-36e8-4edd-b07f-4be3711e9796	56139640	56146459	fwd	6512	-3	left	OV3_Cisp0
chr15	59028624	59045649	218bd24a-5b30-460f-a568-8e230e012059	59015678	59049730	rev	16991	0.205546	left	OV3_Cisp0
chr15	59259618	59265690	d5f2060f-82e6-4510-a0ab-5e648d727be6	59259612	59272436	fwd	6057	-3	left	OV3_Cisp0
chr15	63272433	63281615	686ed4e1-3f59-4fc0-899e-5d8fe604165f	63270588	63284049	rev	9168	-3	left	OV3_Cisp0
chr15	65383488	65394250	7bf2fb23-b831-4791-8c52-147f2cd172a1	65383479	65398526	fwd	10696	-3	left	OV3_Cisp0
chr15	65596134	65609078	0393ebee-100f-4c14-99d2-26f1ee0099e9	65591297	65613077	fwd	12919	-3	left	OV3_Cisp0
chr15	68653684	68663062	69c01563-c359-418a-8f85-608b2e935f8d	68653674	68665455	rev	9346	-3	left	OV3_Cisp0
chr15	68680272	68689026	d2a68b09-4f95-49e4-8eb9-ce673c461624	68680267	68711543	rev	8726	-3	left	OV3_Cisp0
chr15	69480160	69493455	92c501e8-756f-48bd-ae5e-2f96920aaffc	69479057	69507131	rev	13289	-3	left	OV3_Cisp0
chr15	74314969	74327760	90467020-b626-4bc8-9fbf-4ad4fe92bacd	74314511	74332475	fwd	12766	-3	left	OV3_Cisp0
chr15	76118966	76133496	a5e3f6f8-a1f5-49b8-9636-92c8d9bc12a3	76117780	76141587	rev	14513	-3	left	OV3_Cisp0
chr15	77404395	77422669	a0d2d56d-c37c-4ef1-ac40-6a6f0dbd2331	77393744	77432301	fwd	18231	0.566654	left	OV3_Cisp0
chr15	79775459	79785385	9cfd6de8-2bc2-4f8e-a531-aa5b20530a7f	79775453	79786702	rev	9885	-3	left	OV3_Cisp0
chr15	83328603	83336318	79f12b25-5baa-4d7f-9e60-0e22d3c92f69	83300611	83340396	fwd	7690	0.168815	left	OV3_Cisp0
chr15	84599727	84606480	fc52a999-7627-4668-8b83-1d6acef0b05e	84595528	84606487	rev	6785	-3	left	OV3_Cisp0
chr15	95188453	95202176	eb15b511-6f75-47d8-a85e-16dafa2b54f5	95188368	95222596	fwd	13630	-3	left	OV3_Cisp0
chr15	95912007	95918460	46769651-6252-408d-ba5e-bce241d7bff2	95911297	95918866	rev	6459	-3	left	OV3_Cisp0
chr15	101841279	101846750	6b995a3d-79b0-4c29-a1c2-8493fc26090a	101841275	101854243	fwd	5463	-3	left	OV3_Cisp0
chr16	6195580	6199893	f21599d7-b990-4f5f-8477-07e8e43d4fc6	6195573	6223731	fwd	4293	-3	left	OV3_Cisp0
chr16	8845428	8850798	87718d73-a8f7-4780-98d7-03422fbbf502	8845422	8857856	fwd	5322	-3	left	OV3_Cisp0
chr16	10575734	10585509	db6b5e03-7ade-46b2-9c13-9d2002c67320	10574214	10587276	fwd	9704	-3	left	OV3_Cisp0
chr16	19677619	19688306	48369233-38da-46d4-9634-3687594ba2a5	19668574	19694309	rev	10725	0.168121	left	OV3_Cisp0
chr16	21028492	21036862	a1d7df9f-7e86-441c-aa52-1ba74b1bb432	21027531	21044445	fwd	8348	-3	left	OV3_Cisp0
chr16	46394096	46397117	dfe24ced-ccd0-4bd5-877c-a2c5f6fc6fdf	46382552	46402315	rev	384	-3	left	OV3_Cisp0
chr16	46385209	46393963	86881a21-9895-4151-8f5c-5c74601d319e	46382552	46405554	rev	8496	-3	left	OV3_Cisp0
chr16	46396417	46399512	182b7ded-a362-41db-8656-4e2238cb17bf	46382568	46402658	rev	1468	-1	left	OV3_Cisp0
chr16	46392759	46407737	68ab7d78-3bc6-42f2-bd33-dcbaa7a15236	46382611	46407742	rev	10335	-1	left	OV3_Cisp0
chr16	46389646	46400493	86881a21-9895-4151-8f5c-5c74601d319e	46384016	46412069	rev	9785	-1	left	OV3_Cisp0
chr16	46396629	46403306	a443b7da-8669-43d3-9e82-22feb281696c	46385999	46403314	fwd	4995	-1	left	OV3_Cisp0
chr16	46391988	46398337	2942b75f-39a9-4a61-936e-847ec02d5a71	46386712	46405544	rev	1160	-3	left	OV3_Cisp0
chr16	46396220	46406990	f6f32522-122b-40f5-baaa-cc220f15a15a	46388053	46407742	rev	8687	-1	left	OV3_Cisp0
chr16	46389646	46403122	40194005-bba6-4239-93e1-f183d4fcf5c3	46388839	46403127	fwd	7405	-3	left	OV3_Cisp0
chr16	46391027	46403197	6b8dbc7f-a574-4ea9-85eb-c10e34e2de5f	46388943	46403202	fwd	6117	-3	left	OV3_Cisp0
chr16	46390212	46400856	ebc573b0-dc8e-4008-b380-58d57ecfa453	46390204	46400861	rev	10989	-3	left	OV3_Cisp0
chr16	49606308	49615216	635b345b-777e-43b9-8813-d18dffd8af37	49606302	49615307	rev	8842	-3	left	OV3_Cisp0
chr16	52706589	52721060	8d9e464d-5b43-42ff-b3d9-9fc2fb6a603e	52706582	52728018	fwd	14443	-3	left	OV3_Cisp0
chr16	53819841	53835778	a316a39e-f6b4-4ad2-bc18-f1bba6c9936a	53819832	53842900	rev	15951	-3	left	OV3_Cisp0
chr16	67405182	67414105	799b9807-073f-4c98-bef2-86bb5da42b25	67404889	67421319	fwd	8923	-3	left	OV3_Cisp0
chr16	77193013	77205442	062a16b4-7772-4185-866d-0dc5eefcbc09	77188794	77205448	fwd	12418	-3	left	OV3_Cisp0
chr16	80878116	80888036	c168c8ff-07c5-409c-91d1-ee01d2ac0a6f	80863592	80899858	rev	9905	0.184341	left	OV3_Cisp0
chr16	84018332	84027531	2399ac09-862d-4fdd-a0f4-5ee2877abb42	84018327	84037201	rev	9197	-3	left	OV3_Cisp0
chr16	89893834	89903183	a34c5dca-69c0-421a-ac29-525ea98883d6	89886027	89908203	fwd	9359	0.586371	left	OV3_Cisp0
chr17	9250365	9270128	17b4e9e2-1fb4-47af-88cd-4caa878e3c27	9247402	9295083	fwd	19684	-3	left	OV3_Cisp0
chr17	12990796	13008592	a0e6ba23-ee7c-46de-b442-5b1a22f7afc7	12984782	13008600	rev	17711	-3	left	OV3_Cisp0
chr17	15607542	15614827	52672af6-1447-4b5d-84f7-af01b8d820c0	15607538	15627332	fwd	7270	-3	left	OV3_Cisp0
chr17	16046697	16061018	5a42890a-3264-4002-b196-22f17b416e2f	16046690	16063747	fwd	14300	-3	left	OV3_Cisp0
chr17	16738505	16748044	e506ee45-c90c-427b-affe-b461528e31d9	16738496	16753061	rev	9575	-3	left	OV3_Cisp0
chr17	16742577	16765227	b0468ab3-0edf-41a4-96e2-7d7ffcf169ac	16742571	16775897	rev	22586	-3	left	OV3_Cisp0
chr17	17251643	17261191	e3a281dd-bfa6-4486-b85b-8e85154301a1	17251634	17261201	fwd	9610	-3	left	OV3_Cisp0
chr17	18666364	18675246	fbb43ab0-9589-4858-8edd-ced989347f39	18665926	18682892	rev	8868	-3	left	OV3_Cisp0
chr17	18678309	18687958	b475038e-ccf6-46ee-a040-d70809debe2e	18678297	18702005	fwd	9654	-3	left	OV3_Cisp0
chr17	19582311	19589764	90af8615-7e85-4de2-83b8-626e849d4fba	19574842	19589770	rev	7401	-3	left	OV3_Cisp0
chr17	20339233	20345726	ebf2ee2e-0854-4054-844f-0aa3a58afd50	20338530	20356898	rev	6468	-3	left	OV3_Cisp0
chr17	26812615	26816897	873a0288-3e4f-46de-af42-52890ce12b00	26810660	26822826	fwd	5323	-3	left	OV3_Cisp0
chr17	27156191	27165683	1d9cb9fc-ad30-43cf-9f58-6d6d55d48161	27156186	27165696	fwd	9484	-3	left	OV3_Cisp0
chr17	27692513	27709503	4aa773ea-45b4-4a8e-8ed9-caf8ed71f1e7	27692508	27709683	fwd	16987	-3	left	OV3_Cisp0
chr17	30111596	30132775	7babe737-0b85-4874-a1a0-77110d09b897	30111590	30141420	fwd	21075	-3	left	OV3_Cisp0
chr17	34008235	34022662	7eb67405-3ad8-421c-b27e-edc4c6291544	34008229	34025848	rev	14706	-3	left	OV3_Cisp0
chr17	40332280	40341760	41603cba-4910-4273-81bc-503e3cc51eb6	40332180	40374182	rev	9488	-3	left	OV3_Cisp0
chr17	43886638	43903022	9cae0f6f-c404-4a28-9d3c-52a511826074	43886627	43904266	rev	16287	-3	left	OV3_Cisp0
chr17	52520608	52529669	d1b9891a-1fb7-4a0c-9c2d-15ff55c8e163	52519674	52547922	fwd	9009	-3	left	OV3_Cisp0
chr17	54311658	54317326	fe49ed89-4049-4647-b84c-42c5698689a6	54311645	54322760	rev	5629	-3	left	OV3_Cisp0
chr17	55404926	55417598	23159eac-68f1-4a76-a3b9-4e89b663e9a0	55404285	55417606	fwd	12663	-3	left	OV3_Cisp0
chr17	55715906	55722637	d0b51c66-ad47-471b-9193-76fcd8a63b87	55701597	55729027	rev	6694	0.355314	left	OV3_Cisp0
chr17	57477259	57504660	a5d56fd7-fe37-47cf-9241-e6f284181646	57477244	57504667	fwd	27232	-3	left	OV3_Cisp0
chr17	59074467	59091012	c0154d42-ef75-456a-99b4-bdc955cacc9f	59074428	59101156	rev	16593	-3	left	OV3_Cisp0
chr17	60182046	60187046	cbb63800-539f-4b13-9d75-94c66d805685	60182040	60187052	rev	4953	-3	left	OV3_Cisp0
chr17	61365775	61374371	84a2a0d9-c288-4798-9a9d-3a5ceebc0895	61360789	61411899	fwd	8549	-3	left	OV3_Cisp0
chr17	62585660	62593868	310cde77-4701-4644-bb36-73382cce6fea	62585651	62601589	fwd	8177	-3	left	OV3_Cisp0
chr17	65991925	66003758	0cdf8cff-9745-4b39-94ea-b01aff5a548c	65991921	66003763	fwd	11778	-3	left	OV3_Cisp0
chr17	66745224	66755825	7290f17e-8c72-47ee-963b-fee49791f11e	66744332	66757004	rev	10594	-3	left	OV3_Cisp0
chr17	67917664	67929121	fbf48ddd-b48e-49ef-a7b0-b0ae91080d32	67917521	67929126	fwd	11403	-3	left	OV3_Cisp0
