sample	read_id	chromosome	EdU_bp	BrdU_bp	total_analogue_bp	EdU_segments	BrdU_segments
UWB_Cisp0	4436ee20-2ef5-49bc-8ae0-7c55b3082ef0	chr1	1255	2082	3337	1	1
UWB_Cisp0	448137e3-6b6c-4d23-80eb-97133dd2b651	chr1	1890	8163	10053	1	1
UWB_Cisp0	469b482b-fa3c-4194-b070-4e326015fbd7	chr1	2149	4569	6718	1	1
UWB_Cisp0	4a37bcda-b273-40fb-9b06-93660f8bd53d	chr1	1646	4853	6499	1	1
UWB_Cisp0	4abcc634-f394-4ab0-b097-dfde1a22cb2b	chr1	2208	3295	5503	1	1
UWB_Cisp0	4bb02dbc-be70-4774-9e77-55c313a7da64	chr1	1234	6887	8121	1	1
UWB_Cisp0	4ca19fae-3214-41de-a306-26a2f9fa464d	chr1	1848	4172	6020	1	1
UWB_Cisp0	4cfa0576-0695-406b-8778-c31230eb39d0	chr1	1155	3938	5093	1	1
UWB_Cisp0	4d438b8c-b06e-4789-9f09-1b350d1d00c1	chr1	3813	1311	5124	1	1
UWB_Cisp0	4dd14738-8e19-424c-b2f2-e30b2092227c	chr1	2754	2627	5381	1	1
UWB_Cisp0	4f5f70cc-fd75-406b-ba86-b28b94b71184	chr1	2147	5929	8076	1	1
UWB_Cisp0	5083edf3-5278-4a92-914d-eb337f3083c4	chr1	1082	9842	10924	1	2
UWB_Cisp0	574110e6-a0e1-4116-add3-9f03fd453a9a	chr1	4848	3621	8469	1	1
UWB_Cisp0	580086ee-2485-430f-a211-ad1cc05759d8	chr1	2169	4503	6672	1	1
UWB_Cisp0	58600f1b-83e5-414d-aedd-f9c65732765a	chr1	3575	5124	8699	2	2
UWB_Cisp0	5a251473-3155-4844-a5a3-8608dd8878f7	chr1	4784	1347	6131	1	1
UWB_Cisp0	5aeacedb-19a4-45b5-948e-6d371c7caf39	chr1	4396	9457	13853	1	1
UWB_Cisp0	5b17d4f3-aa8d-41c4-843d-079935997e35	chr1	1193	3957	5150	1	1
UWB_Cisp0	5bc50896-0298-4a54-ba7a-57c0477a3a96	chr1	2453	2614	5067	1	1
UWB_Cisp0	5fba7be8-790b-41ef-8173-6294ce174c7b	chr1	1561	3239	4800	1	1
UWB_Cisp0	620cc81f-ca45-4385-ae36-cc4bb05589b9	chr1	3606	2600	6206	1	1
UWB_Cisp0	646b0bb9-6be8-418c-b4ec-10da8d502bbd	chr1	4704	4840	9544	1	1
UWB_Cisp0	667d69b7-d7f5-4c8d-aec2-fdab5362ac06	chr1	3094	1585	4679	1	1
UWB_Cisp0	66a9ab6d-231e-47f6-a2a3-86c7bf5ded19	chr1	1053	1429	2482	1	1
UWB_Cisp0	66e4e179-1fbe-4d23-b73e-6fbe0c3c98fa	chr1	1288	6868	8156	1	1
UWB_Cisp0	686c4af4-bf7f-4551-8b55-90b7fe2f78bf	chr1	1798	1337	3135	1	1
UWB_Cisp0	6badf0cb-b38c-43a7-977c-9431efb600e2	chr1	1798	2551	4349	1	1
UWB_Cisp0	6c16156d-6b7d-4965-a4fa-da7f8e3efab3	chr1	1581	5017	6598	1	1
UWB_Cisp0	6c3e16b7-6b6c-4dec-938b-b0249120b9d8	chr1	2501	3265	5766	1	1
UWB_Cisp0	6d3418a1-eaa5-4143-8c5f-417ed46e3fdc	chr1	2976	2299	5275	1	1
UWB_Cisp0	718e669b-ce32-4b9a-9049-3386ed4c3fcc	chr1	3260	4371	7631	1	1
UWB_Cisp0	73d77209-776a-48a7-8c65-d55cd20e58d3	chr1	1582	1145	2727	1	1
UWB_Cisp0	742aaf2e-1b27-4fb4-9bc1-51b0fd14253d	chr1	2901	7255	10156	1	1
UWB_Cisp0	75b51dd4-6fe5-4286-88e6-1920899e4400	chr1	1316	2494	3810	1	1
UWB_Cisp0	794d48e6-e95d-4489-aace-01b3294bb230	chr1	2282	2097	4379	1	1
UWB_Cisp0	7a9f6764-9f43-4a69-8174-0d43fb85c669	chr1	1017	7810	8827	1	1
UWB_Cisp0	7bae67aa-efd5-43de-8994-33968236292f	chr1	2018	1937	3955	1	1
UWB_Cisp0	8147f1ab-553b-4acd-b176-f5495a8f6806	chr1	2849	1428	4277	1	1
UWB_Cisp0	8703a0e9-431c-4ec5-8d62-2103ba6b420a	chr1	1183	4394	5577	1	1
UWB_Cisp0	876651bd-c207-47cb-8260-2b76365d5a23	chr1	2122	7191	9313	1	1
UWB_Cisp0	8b428e17-15b2-40cd-a9f3-d4881f535ff3	chr1	1684	4349	6033	1	1
UWB_Cisp0	8b53f1ec-4754-4100-8bb6-408b8c6be6a3	chr1	1652	4569	6221	1	1
UWB_Cisp0	8d53398c-a028-42d8-8993-619c168f3832	chr1	2343	1129	3472	1	1
UWB_Cisp0	8e9c4a58-d14e-49d5-8736-d1f1f23f2d2a	chr1	4685	2048	6733	1	1
UWB_Cisp0	90644f48-6b07-447c-85b4-b6abc04ecde1	chr1	3458	1414	4872	1	1
UWB_Cisp0	91438609-cda7-42e3-909c-0dd0b20c2657	chr1	1730	2953	4683	1	1
UWB_Cisp0	92448c87-d57c-4ce1-875f-7e391594bb09	chr1	1778	2702	4480	1	1
UWB_Cisp0	931847be-1429-46e1-b557-d68c0b5f48d7	chr1	1072	3440	4512	1	1
UWB_Cisp0	93930188-1423-415f-bca1-a152c9d7448e	chr1	5591	1035	6626	1	1
UWB_Cisp0	949e1c9d-7377-497f-ada7-9e07f39aae40	chr1	1087	5387	6474	1	1
UWB_Cisp0	954390a5-811c-48a0-963b-b4ac6f753057	chr1	2315	3389	5704	1	1
UWB_Cisp0	96ccadba-bd48-4c9f-85f7-f750bd156bac	chr1	1649	1069	2718	1	1
UWB_Cisp0	972ed3f8-d887-42d7-b639-c09e2590f520	chr1	3563	1739	5302	1	1
UWB_Cisp0	97393bea-f8db-4a30-8456-2aed4ac57537	chr1	1023	2757	3780	1	1
UWB_Cisp0	9956ba23-95c2-4197-abf5-b5c1d28f8fea	chr1	1743	6304	8047	1	1
UWB_Cisp0	9b0ff3f5-5637-4092-bf95-8de766516516	chr1	3001	1096	4097	1	1
UWB_Cisp0	9b8a3f66-9285-4f25-94f9-9cb6072f0f8a	chr1	3490	2353	5843	1	1
UWB_Cisp0	9bae1d08-03ce-4825-9059-13eb4b567688	chr1	4785	6712	11497	1	1
UWB_Cisp0	9bbfdba5-ecf2-4d8c-a33c-560be0d31dda	chr1	2946	2302	5248	1	1
UWB_Cisp0	9c11c9d7-79cb-4000-8465-b60eecf5a55b	chr1	3484	4233	7717	1	1
UWB_Cisp0	9d3aa54a-4d67-4902-83ab-cec837a61b52	chr1	1827	4101	5928	1	2
UWB_Cisp0	9ffe0f92-02d8-48c5-84be-736676ed933a	chr1	1949	1847	3796	1	1
UWB_Cisp0	a333dbd0-11df-43fc-8930-f00a4c517270	chr1	2137	4689	6826	1	1
UWB_Cisp0	a392a2e8-9c1c-4a19-a934-f8efab169713	chr1	3689	9606	13295	1	1
UWB_Cisp0	a49b5b12-e97d-4178-86d4-84d4f4d05515	chr1	1867	3568	5435	1	1
UWB_Cisp0	a59c1adb-463a-4a43-8980-12dc0d9376b2	chr1	1153	2708	3861	1	1
UWB_Cisp0	a6445869-4ec3-499a-ac14-24650deaf7b9	chr1	3718	2724	6442	1	1
UWB_Cisp0	a7559af9-b60e-462a-8f3d-dae90a0cf91a	chr1	1066	3668	4734	1	1
UWB_Cisp0	a9444558-0a37-46e5-904a-8cbe29c1ab45	chr1	1934	4855	6789	1	1
UWB_Cisp0	aac4b983-7cf0-4a59-b8cd-0f97686bcde8	chr1	1093	4666	5759	1	1
UWB_Cisp0	ab091cc8-9f1f-4672-9822-933e1dcc8efb	chr1	3317	2615	5932	1	1
UWB_Cisp0	ad036908-26c9-4088-819f-a7646129c2c3	chr1	1193	1937	3130	1	1
UWB_Cisp0	ad694848-2e5b-4cbb-8fe9-ea6f4c7e8abc	chr1	2599	2827	5426	2	1
UWB_Cisp0	b1b3a30c-f4c7-4e7f-91bf-b70f37ad2987	chr1	1985	5027	7012	1	1
UWB_Cisp0	b1ef99c6-24cd-4242-a6da-5f3af529d48d	chr1	3699	2596	6295	1	1
UWB_Cisp0	b3f335a3-a8f0-4680-8884-8f49278df4a5	chr1	1200	1459	2659	1	1
UWB_Cisp0	b51008db-9b55-43ac-8052-8e44b6a8841e	chr1	7027	1192	8219	2	1
UWB_Cisp0	b57ac32a-bcdf-4cab-8143-20939d0dfcb2	chr1	1951	3340	5291	1	1
UWB_Cisp0	b652eaaf-5fd1-472a-ac45-6515e2a431d1	chr1	2623	4389	7012	1	1
UWB_Cisp0	b801c7e8-bd63-4b9d-970d-4d09bfac876a	chr1	3344	4485	7829	1	1
UWB_Cisp0	b98d5e90-d82b-4d6e-a565-4b6e1c2e959b	chr1	3176	6453	9629	1	1
UWB_Cisp0	be269848-c946-464c-ad90-8b9917a64882	chr1	1236	2484	3720	1	1
UWB_Cisp0	bef8507c-d3ca-4372-ae56-d42349a49949	chr1	3028	1658	4686	1	1
UWB_Cisp0	bf335457-d2ca-4350-b4a8-45a6a2370b54	chr1	2438	4818	7256	1	1
UWB_Cisp0	c63e9765-7675-411c-a55d-b959cfae5ede	chr1	1540	4516	6056	1	1
UWB_Cisp0	c7d7bcfd-2802-4119-90d3-7a7fd07828c8	chr1	2238	6528	8766	1	1
UWB_Cisp0	ca94729c-258c-46ca-be35-74ad782bc3ba	chr1	1454	2943	4397	1	1
UWB_Cisp0	cb049439-a684-4b6a-b1e0-bb790035c119	chr1	4242	3000	7242	1	1
UWB_Cisp0	cbb41624-af40-412b-8d79-e1207db9a325	chr1	2113	2472	4585	1	1
UWB_Cisp0	cbc6c9c3-fafd-40bc-b40c-fdc9df4d1473	chr1	3651	3369	7020	1	1
UWB_Cisp0	cef3b354-bd36-41e3-b8e5-490329afb00f	chr1	1821	2390	4211	1	1
UWB_Cisp0	d4c2dfc2-fec0-4ee4-9da2-a2aeaaf90380	chr1	2541	2510	5051	1	1
UWB_Cisp0	d5783650-6716-4556-be14-76e89b0eb4ee	chr1	1158	2033	3191	1	1
UWB_Cisp0	d861c1b9-04d2-47c8-b18e-dffa651d6685	chr1	1215	13374	14589	1	1
UWB_Cisp0	d989248d-95cd-4c9b-b54d-daf9ab9a3e80	chr1	2241	8332	10573	1	1
UWB_Cisp0	dc2c15b6-341f-4151-98df-6a1dcd52242d	chr1	2954	9657	12611	1	1
UWB_Cisp0	df34726b-482c-4982-ac26-1fb847d467a0	chr1	3099	1406	4505	1	1
UWB_Cisp0	dfb945fb-9d04-4a26-82b5-8df20c2bfbdc	chr1	1699	4850	6549	1	1
UWB_Cisp0	e02c9e88-0e99-453a-ac11-609d6e527915	chr1	2033	3172	5205	1	1
UWB_Cisp0	e1432b76-bd0f-4017-891f-e74c402ebd4d	chr1	3364	3847	7211	1	1
UWB_Cisp0	e2053742-3b30-4777-9a7e-83a13cdaf46e	chr1	1105	2669	3774	1	1
UWB_Cisp0	e2776ac3-7a61-490d-9768-d36d41ca12a8	chr1	1518	3022	4540	1	1
UWB_Cisp0	e4eb4aa0-5657-49ac-b528-79522630ab07	chr1	3245	3528	6773	1	1
UWB_Cisp0	e61ec2d8-68d3-4423-8a59-d19f8dd1c976	chr1	1679	1028	2707	1	1
UWB_Cisp0	e88e93d8-1ad8-42ab-b87f-04cf35beddf7	chr1	2769	4650	7419	1	1
UWB_Cisp0	e96c1362-1910-4087-afec-2c4b29e7501b	chr1	2761	4853	7614	1	1
UWB_Cisp0	eb7c1027-b387-43c3-b648-b1d6621c324f	chr1	2219	1137	3356	1	1
UWB_Cisp0	ebc1959f-100f-4f74-8400-d99629af95b6	chr1	2042	5690	7732	1	1
UWB_Cisp0	ec379ba4-6044-4eb6-86c3-0e166ae61551	chr1	2563	3843	6406	1	1
UWB_Cisp0	eeca7b18-72b7-4b28-84c9-f461a9f7b158	chr1	1190	6488	7678	1	1
UWB_Cisp0	f0d04feb-cf2a-477e-a63b-447019eb6add	chr1	1580	3329	4909	1	1
UWB_Cisp0	f24eba15-d93d-45f0-981e-0e72058f0e38	chr1	2439	4889	7328	1	1
UWB_Cisp0	f3862a55-ad71-4fa7-80ff-c82a3d67e955	chr1	2976	8867	11843	1	1
UWB_Cisp0	f6511379-bf5a-45b3-b891-16e0b7c0f3fc	chr1	1976	4562	6538	1	1
UWB_Cisp0	f71c80a2-d2d0-4a9e-b601-5c62656ecc56	chr1	1004	4173	5177	1	1
UWB_Cisp0	f74cc4af-ef27-488d-94a1-e678b13334e1	chr1	1365	7425	8790	1	1
UWB_Cisp0	f8283be1-8bd4-4efe-a098-9d72cc2e4e21	chr1	3121	4225	7346	1	1
UWB_Cisp0	f83cbf70-a048-45f9-a1ce-42d1d232e518	chr1	4263	2341	6604	1	1
UWB_Cisp0	f9164e8c-7dc9-4df7-a3ac-bb8ddc1bf27b	chr1	2163	7747	9910	1	1
UWB_Cisp0	f948219e-258a-466e-9bbf-c2d4479467c0	chr1	2198	1779	3977	1	1
UWB_Cisp0	fa8cae02-e858-4e04-a3bb-93964dbabead	chr1	4201	5338	9539	1	1
UWB_Cisp0	fb03ff8d-7172-4d14-abfc-0a99510492f5	chr1	1012	8864	9876	1	1
UWB_Cisp0	fcac3c2c-9c07-42df-9ae7-bf74a0401d59	chr1	37864	1243	39107	1	1
UWB_Cisp0	01a9c6ec-f5de-44aa-8d24-d94a1fa2a0da	chr2	2339	3084	5423	1	1
UWB_Cisp0	054f444b-0e7d-4cc1-9ab1-2f050add3082	chr2	1507	7121	8628	1	1
UWB_Cisp0	0602e869-ef7a-4295-99a4-a00878ca566b	chr2	1615	6547	8162	1	1
UWB_Cisp0	06553181-ca46-4407-a817-b640de504425	chr2	3395	10480	13875	1	1
UWB_Cisp0	07d6bf82-178f-4461-a8f0-b3280c95c8b2	chr2	1966	3030	4996	1	1
UWB_Cisp0	0a553fcf-4bc4-4af6-abed-954a07e187e6	chr2	1022	3304	4326	1	1
UWB_Cisp0	0ea96c91-29f6-4ed7-a912-b84e2771e214	chr2	1452	4608	6060	1	1
UWB_Cisp0	1071b014-38ee-43f6-9ae9-8e96a61a5074	chr2	3642	2334	5976	1	1
UWB_Cisp0	13401d28-0230-47f1-be0b-7ae2992002d4	chr2	2474	2890	5364	1	1
UWB_Cisp0	1431c931-ba5a-45d8-b063-8d091ec0b472	chr2	3303	2717	6020	1	1
UWB_Cisp0	14db4ffa-7675-4abf-b8a4-841802829a65	chr2	3037	7770	10807	1	1
UWB_Cisp0	15a986b6-28e3-4d5d-a4da-a6f26a79b2ca	chr2	3468	1943	5411	1	1
UWB_Cisp0	15cd0fc6-03fc-4269-a29a-3454ee7285a3	chr2	2626	4486	7112	1	1
UWB_Cisp0	167d3a3e-e9ba-46bf-8467-a9d8594491ea	chr2	1393	2621	4014	1	1
UWB_Cisp0	174c0c86-fa8a-4343-95ac-a58d833c542f	chr2	1233	10042	11275	1	1
UWB_Cisp0	17c18a82-d7ca-44d2-af7a-69975f1549e0	chr2	4800	4646	9446	1	1
UWB_Cisp0	180edc70-ce19-46ed-b8aa-6e022f47ac6c	chr2	1662	4804	6466	1	1
UWB_Cisp0	18509f5e-5bf7-43f4-aa7b-e6fd0b42687c	chr2	1753	10216	11969	1	1
UWB_Cisp0	19e06164-8c39-43ff-bee6-0c11573061a9	chr2	4813	3815	8628	1	1
UWB_Cisp0	1c8f1e2b-50e1-4310-851c-6b4612c9d77b	chr2	3727	1543	5270	1	1
UWB_Cisp0	1da99544-fe4a-45f1-922f-1ac8c78a522a	chr2	1915	4572	6487	1	1
UWB_Cisp0	1e223a88-6c31-4ff5-928d-4567373eaf92	chr2	1168	1795	2963	1	1
UWB_Cisp0	1f3e9fb2-7543-4518-8d0e-c5bb5d267b0e	chr2	1319	4267	5586	1	1
UWB_Cisp0	20127100-65ce-420b-beb9-46166ebea3eb	chr2	1997	8866	10863	1	1
UWB_Cisp0	21514e52-c634-4a0d-a043-3c7bb0814fd9	chr2	1492	8830	10322	1	1
UWB_Cisp0	23f62b41-69d9-47d2-83ab-67d1d2ea7db3	chr2	1550	2638	4188	1	1
UWB_Cisp0	24c7c9cb-cc51-4749-8e5a-f8c5577c8729	chr2	2279	2736	5015	1	1
UWB_Cisp0	25829dfd-a618-4b0d-b1db-b3bfcb25a773	chr2	1067	5166	6233	1	1
UWB_Cisp0	266cab4d-8268-4233-98f1-41878a6940a2	chr2	2054	8071	10125	1	2
UWB_Cisp0	28b81049-7a2c-4284-b2ae-640f713fbe99	chr2	3644	2032	5676	1	1
UWB_Cisp0	29796614-0075-4ef1-9dc1-491b94ed4d23	chr2	2060	8997	11057	1	1
UWB_Cisp0	2a332428-1e18-436b-a864-f9381610de92	chr2	1126	3411	4537	1	1
UWB_Cisp0	2ff7311f-4a1f-49a9-a107-8af0d286eb39	chr2	1583	2032	3615	1	1
UWB_Cisp0	32fae790-f75e-4952-b997-47d1a10187be	chr2	1002	4655	5657	1	1
UWB_Cisp0	3387bcfb-256e-4354-99b0-4e60ed31fdf7	chr2	1142	2376	3518	1	1
UWB_Cisp0	37109749-8c9f-4bd5-83c5-1c732546366a	chr2	1298	5987	7285	1	1
UWB_Cisp0	39139fc9-51ef-47b9-b0b5-c5a91e123d70	chr2	1236	8023	9259	1	1
UWB_Cisp0	39b4f8c2-cbd6-461a-b816-c94cad944e29	chr2	2183	3697	5880	1	1
UWB_Cisp0	3a73cc65-b9f8-45e5-92b1-64ec54dfbf89	chr2	2047	4239	6286	1	1
UWB_Cisp0	3ab9df55-6a68-4ef1-8dca-1d3688dfe2c7	chr2	3382	8083	11465	1	1
UWB_Cisp0	3d2ac834-bf26-46f8-85ef-95280b1f0529	chr2	1113	3057	4170	1	1
UWB_Cisp0	3d90a9aa-c8ff-4144-8e66-c282a699b4ac	chr2	4423	6786	11209	1	1
UWB_Cisp0	3ec88fa0-4283-4eb0-9579-336331d2ad2a	chr2	3939	3546	7485	1	1
UWB_Cisp0	3ee2b90e-f516-4581-aa37-3ce74d0ffa0e	chr2	1122	1727	2849	1	1
UWB_Cisp0	40caa0be-639e-4654-b177-8ba5a75485a8	chr2	1498	16166	17664	1	1
UWB_Cisp0	418d3905-b3a9-4d86-a73d-dea11be72ecc	chr2	1680	4749	6429	1	1
UWB_Cisp0	4342a4b5-ff62-4ae6-a550-1296d113cb95	chr2	1735	3196	4931	1	1
UWB_Cisp0	43c7ba81-af9f-4dc4-b046-e8a3e93725c4	chr2	2297	3144	5441	1	1
UWB_Cisp0	44d26360-8492-4aba-afe6-55be5a932d68	chr2	2022	2964	4986	1	1
UWB_Cisp0	4536ff3a-bb5f-4917-937a-72d4b1d80b9c	chr2	1818	1586	3404	1	1
UWB_Cisp0	4699691c-1149-4de3-823f-bb024236c0c2	chr2	1864	4251	6115	1	1
UWB_Cisp0	46c9ec5e-8a8e-4cd0-b109-38ba64ad94a3	chr2	3553	5056	8609	1	1
UWB_Cisp0	4746cbcc-bea3-4078-90e6-7e5cc0345b27	chr2	1345	13518	14863	1	1
UWB_Cisp0	491e6c6e-4d56-4205-a4ab-8d2493a573d7	chr2	1856	7193	9049	1	1
UWB_Cisp0	4ae95cc8-6829-44e0-8f5c-a0c35d22233b	chr2	3253	4712	7965	1	1
UWB_Cisp0	4d740bb1-619b-468b-ab78-ee6460b58026	chr2	4143	5100	9243	1	1
UWB_Cisp0	4e284b05-0b46-4e7c-8a71-3062b60732b7	chr2	5191	4509	9700	1	1
UWB_Cisp0	4ec2f86c-671f-4dac-acaf-ce7606786816	chr2	2462	4962	7424	1	1
UWB_Cisp0	4f3c4607-5406-4401-90cf-b6a22f581cf5	chr2	2944	4601	7545	1	1
UWB_Cisp0	51200297-5f74-4fbf-8203-3d5a9a0663ef	chr2	2878	5306	8184	1	1
UWB_Cisp0	516a5308-ca73-4886-8d18-b4e4ffb6dc8b	chr2	1518	1086	2604	1	1
UWB_Cisp0	530eb9c4-c402-4573-8625-5f93812dcd9b	chr2	2109	2555	4664	1	1
UWB_Cisp0	54a7c42b-6d83-499b-bea6-8ddc9592343b	chr2	1299	4948	6247	1	1
UWB_Cisp0	54acd834-cd44-4bda-b5e6-39f17a97e30d	chr2	4260	6523	10783	1	1
UWB_Cisp0	54e418ed-20fe-4f5c-8a7c-7418661bce35	chr2	3383	15734	19117	1	1
UWB_Cisp0	57300374-24e5-477a-be3f-2e6058661dca	chr2	1578	3854	5432	1	1
UWB_Cisp0	585ba833-7b43-48e1-98b3-ba04bd96e6d3	chr2	1936	3227	5163	1	1
UWB_Cisp0	5b2b9147-031e-4d4e-be78-997babb0982c	chr2	4088	3253	7341	1	1
UWB_Cisp0	6131dd59-6e59-4bf9-b571-9989d80c9acb	chr2	1032	1722	2754	1	1
UWB_Cisp0	640bd752-3c73-4bfc-a1ba-d31a10e55f8e	chr2	1788	3279	5067	1	1
UWB_Cisp0	66d8a380-8b56-4406-b798-3bbbf7989793	chr2	2925	1519	4444	1	1
UWB_Cisp0	6843b3b4-380b-4b51-a4af-827d414686da	chr2	1080	2240	3320	1	1
UWB_Cisp0	685e01fa-7270-4f7a-9ba4-2bb4c914ece3	chr2	2573	5073	7646	1	1
UWB_Cisp0	6b285861-cbf2-4071-b418-a3957bb3a4b2	chr2	1127	3758	4885	1	1
UWB_Cisp0	6bf11013-4370-4320-98c3-34419d0e9f46	chr2	2529	1850	4379	1	1
UWB_Cisp0	6df405bd-f843-4135-abfe-684f6cb0a5e7	chr2	1267	5489	6756	1	1
UWB_Cisp0	6e52cfc8-0dcb-4777-b791-870c9a40b87b	chr2	2296	9189	11485	1	1
UWB_Cisp0	6f74ff0e-68c6-4668-ab34-3debb159d621	chr2	1146	5595	6741	1	1
UWB_Cisp0	7032f093-739a-42b5-b55a-6a6c1876fa31	chr2	1138	3506	4644	1	1
UWB_Cisp0	727f57ba-a344-4fb9-b35e-ea62206c0525	chr2	2872	1157	4029	1	1
UWB_Cisp0	7631a475-e3bb-4bc8-b7b9-714ee9a7d3d2	chr2	2264	4695	6959	1	1
UWB_Cisp0	77a10317-405b-4c7f-85f5-5e6e71252735	chr2	1965	2570	4535	1	1
UWB_Cisp0	77f6e2fe-3667-4ae9-afac-fcb253f5da74	chr2	2003	2815	4818	1	1
UWB_Cisp0	7ad9dcba-c5bc-42bc-895a-e153f8ad9028	chr2	3696	1730	5426	1	1
UWB_Cisp0	7bf4ee0b-d21f-44b3-b2b2-9811bdc2b8aa	chr2	3324	7997	11321	1	1
UWB_Cisp0	7ea5ccda-9437-42d5-a41a-3efdcf0d93eb	chr2	1734	4396	6130	1	1
UWB_Cisp0	7eee01e6-1f13-41b9-8c71-b450f9c265b0	chr2	1485	2246	3731	1	1
UWB_Cisp0	833da001-b399-4cdc-8c2d-1d6e4bc85291	chr2	1832	11648	13480	1	1
UWB_Cisp0	83f2ae7a-4087-4ab1-8c5e-463262905ac7	chr2	1487	3172	4659	1	1
UWB_Cisp0	85226f56-25c1-418e-ba8e-90bb67bbf722	chr2	2952	6775	9727	1	1
UWB_Cisp0	852f5386-3c83-48fe-b539-5693e8fcefbf	chr2	4136	1607	5743	1	1
