sample	read_id	chromosome	EdU_bp	BrdU_bp	total_analogue_bp	EdU_segments	BrdU_segments
OV3_Cisp1_masked	f57b39ae-f12a-4804-abc3-c71894b921f9	chr3	1300	4186	5486	1	1
OV3_Cisp1_masked	fd838802-3999-4fdb-9cbe-1a793a2df89f	chr3	2237	4282	6519	1	1
OV3_Cisp1_masked	07d689f1-70c0-472a-970e-f464128d65f1	chr4	2553	1047	3600	2	1
OV3_Cisp1_masked	151fffa6-2199-4980-8797-20135958702d	chr4	1906	1206	3112	1	1
OV3_Cisp1_masked	42df64e0-6422-42d2-b98a-c0e448f0997e	chr4	1154	4139	5293	1	1
OV3_Cisp1_masked	57c852de-c09e-4b83-877c-36d1cd9bf382	chr4	2643	8128	10771	1	1
OV3_Cisp1_masked	67175fa9-c49f-4df0-aa84-49ad73aa29f6	chr4	1018	2916	3934	1	1
OV3_Cisp1_masked	7a524d78-d6fe-4e1f-aa23-54c7b81ef930	chr4	2606	2703	5309	2	2
OV3_Cisp1_masked	929594ee-f6bc-4592-b72b-05358679b18e	chr4	12414	2465	14879	2	1
OV3_Cisp1_masked	ac915d5b-f5a9-4569-a9bb-0958e3177b90	chr4	1572	2884	4456	1	1
OV3_Cisp1_masked	b2593206-8336-4575-bd73-493cefe6bc04	chr4	1514	1195	2709	1	1
OV3_Cisp1_masked	c758e69e-862b-4188-be0a-0ddeaa70e04a	chr4	4118	1682	5800	2	1
OV3_Cisp1_masked	cb51dc8e-0ff1-4c91-bbfc-728326309f3a	chr4	1174	2144	3318	1	1
OV3_Cisp1_masked	d0765916-b54e-4a14-a392-a5eec988dfc8	chr4	2917	4217	7134	1	1
OV3_Cisp1_masked	e427b7f1-d950-4fac-b848-131909a50cb6	chr4	2603	2784	5387	2	2
OV3_Cisp1_masked	e6267fb1-7a09-4d4f-a007-3ef21ee14bd6	chr4	1501	1116	2617	1	1
OV3_Cisp1_masked	0aee33e1-34bf-4052-87fc-5e5aa2899391	chr5	1545	6826	8371	1	1
OV3_Cisp1_masked	133b4ea9-9a3c-4a2a-a689-69909fc56364	chr5	1002	1103	2105	1	1
OV3_Cisp1_masked	205d9343-d4a7-4bce-b352-2d9036302dee	chr5	1191	4083	5274	1	1
OV3_Cisp1_masked	38797131-1eec-4841-a8e9-09a3217f9759	chr5	3257	5092	8349	1	1
OV3_Cisp1_masked	4325e642-1dc1-4c24-8a99-7d3b388824ad	chr5	1400	1003	2403	1	1
OV3_Cisp1_masked	52d5758c-7e7c-4948-b5f9-7c7baf81de40	chr5	1061	1480	2541	1	1
OV3_Cisp1_masked	8a8b156e-81d3-429e-88cc-24710f941378	chr5	2404	4453	6857	1	1
OV3_Cisp1_masked	9e40bf76-70c5-4875-99a8-b5a78d5a1d17	chr5	1703	1617	3320	1	1
OV3_Cisp1_masked	a24dce28-97cb-4526-a18b-34e88404ba8a	chr5	1761	3609	5370	1	1
OV3_Cisp1_masked	b6def09d-0587-4906-a8ff-698d62c19a91	chr5	1771	3988	5759	1	1
OV3_Cisp1_masked	b89c004b-caea-4fd7-9cbd-c83441cce597	chr5	2218	5625	7843	1	1
OV3_Cisp1_masked	ba414ecb-e26a-4a26-9abd-c8f7dab30d67	chr5	3460	1423	4883	1	1
OV3_Cisp1_masked	fa4959c3-1478-4815-922d-8e3c5343aa0b	chr5	1206	1159	2365	1	1
OV3_Cisp1_masked	1d8fe8c5-3971-4b0e-b7a6-d0baf7b9b252	chr6	2709	3202	5911	1	1
OV3_Cisp1_masked	519bc4f8-31a1-4230-a415-c71f53c0ecb8	chr6	1142	3543	4685	1	1
OV3_Cisp1_masked	705154fc-e7ec-4b28-a3d3-944db03975e0	chr6	1134	6579	7713	1	1
OV3_Cisp1_masked	917d68bf-18e9-45a4-801a-08996dd86600	chr6	5107	3637	8744	1	1
OV3_Cisp1_masked	fd3ce4ea-a4cf-4752-981c-f45101ccd6df	chr6	1034	5300	6334	1	1
OV3_Cisp1_masked	04f105f1-df1c-43e1-b8e9-5272551e0656	chr7	2488	1123	3611	1	1
OV3_Cisp1_masked	4df59453-4664-4809-8368-a231bab30216	chr7	11633	1369	13002	1	1
OV3_Cisp1_masked	4f9a4b3b-86a8-4508-9ab1-004f912d5251	chr7	1075	4581	5656	1	1
OV3_Cisp1_masked	84b24637-918a-4ff1-aa62-2ce4a33a0efc	chr7	1466	3248	4714	1	1
OV3_Cisp1_masked	c75c98c4-f2bc-4b35-b665-8772c6c48d8b	chr7	4864	6393	11257	1	1
OV3_Cisp1_masked	cc48d77e-b8a7-49f9-95d1-04824c456237	chr7	1298	2348	3646	1	1
OV3_Cisp1_masked	ce41c8a5-286e-4da5-ada0-c8664c2457c8	chr7	3714	7543	11257	1	1
OV3_Cisp1_masked	dbfe91e0-5f3f-46b3-8768-82859d592fd5	chr7	2935	4752	7687	1	1
OV3_Cisp1_masked	ea574a80-914f-4db3-8e37-37a984914b88	chr7	2260	6330	8590	1	1
OV3_Cisp1_masked	0dadfaec-d68a-4746-869a-d581b9bf321f	chr8	3166	1231	4397	1	1
OV3_Cisp1_masked	12e3ee27-bcb0-4b0a-9c07-86f5ed7ddeb1	chr8	2202	10339	12541	1	1
OV3_Cisp1_masked	148de6b4-9b14-47e5-82a6-13d6fdc62dad	chr8	1003	1943	2946	1	1
OV3_Cisp1_masked	23b59736-7dff-497c-bc61-75e59a7ba2ac	chr8	1019	8529	9548	1	1
OV3_Cisp1_masked	3e58ec32-a960-4a3b-9683-9c0f327be6cb	chr8	1131	5610	6741	1	1
OV3_Cisp1_masked	8a650ead-2424-43b4-90c1-14c33a740200	chr8	1174	1604	2778	1	1
OV3_Cisp1_masked	c25227b3-551b-45e5-9e02-1d18546e7c7f	chr8	3612	1787	5399	1	1
OV3_Cisp1_masked	dfb993a8-21b4-477a-b1b3-0c7be22ab3d6	chr8	2391	1156	3547	2	1
OV3_Cisp1_masked	e3316999-cb25-4cde-8553-431fcf241cf9	chr8	2548	4041	6589	1	1
OV3_Cisp1_masked	f950fcc5-f75b-4221-af62-ea44fbc1a53c	chr8	3396	11120	14516	1	1
OV3_Cisp1_masked	fa3a4f42-1239-48b1-a26c-f0b94cb70e4e	chr8	2370	8872	11242	1	1
OV3_Cisp1_masked	0716c11a-56c1-4d64-8601-a38d333b0186	chr9	1745	1071	2816	1	1
OV3_Cisp1_masked	4e7f16c9-10e7-4ac6-8d7f-d1c056f2af84	chr9	1498	1872	3370	1	1
OV3_Cisp1_masked	5d79dcc0-b962-4ddf-9a31-a32e34d5110b	chr9	3217	1727	4944	1	1
OV3_Cisp1_masked	ca363780-17e5-4578-981b-b748c2f5b628	chr9	1930	13429	15359	1	1
OV3_Cisp1_masked	cae5b409-6d9f-4f0c-86db-c32d241be0ee	chr9	1331	9240	10571	1	1
OV3_Cisp1_masked	d1aaf4ae-8c05-478b-a2d4-863c542e8959	chr9	1338	2276	3614	1	1
OV3_Cisp1_masked	d2dcac35-06c9-4fbf-96ec-cafc1bff84ca	chr9	4571	1041	5612	1	1
OV3_Cisp1_masked	e549dc16-f0dd-406d-85a0-2840da3d24c1	chr9	1614	16101	17715	1	1
OV3_Cisp1_masked	0f6c8b3f-c125-4240-aa20-40ead838e4f9	chr10	1644	6667	8311	1	1
OV3_Cisp1_masked	15bc7cda-ecf2-49d3-a4df-0eb6ff111c3f	chr10	1531	4431	5962	1	1
OV3_Cisp1_masked	39efdaff-2d2a-488d-931b-e4c1d05cb425	chr10	3543	3817	7360	1	1
OV3_Cisp1_masked	3dd2416d-33ea-42d7-bbe5-a843e5e48d03	chr10	2655	1113	3768	1	1
OV3_Cisp1_masked	806468f6-34ea-4e3b-b26f-3752e716a4a3	chr10	1027	9099	10126	1	2
OV3_Cisp1_masked	9282c5f7-43d1-421a-b337-3d427128c8ad	chr10	1302	26210	27512	1	1
OV3_Cisp1_masked	fb380788-3958-44ae-8022-f4c0a162489c	chr10	1210	4244	5454	1	1
OV3_Cisp1_masked	008b7da8-868f-4ed7-afee-86bb5689766e	chr11	3958	2798	6756	1	1
OV3_Cisp1_masked	295f53e3-2637-464c-93bb-c8c3c0139a88	chr11	1817	1426	3243	1	1
OV3_Cisp1_masked	34a80ff0-21d9-4a57-b734-25949575618f	chr11	3501	5929	9430	1	1
OV3_Cisp1_masked	a22a0e4a-67e0-424b-9505-0c72cf654178	chr11	4284	8446	12730	1	1
OV3_Cisp1_masked	e3db3f54-2b4c-4c91-950e-c89928364545	chr11	1351	2788	4139	1	1
OV3_Cisp1_masked	f6a7aab5-c5a5-423c-b993-a218f370827e	chr11	1145	3987	5132	1	1
OV3_Cisp1_masked	0f8cca1a-8433-49ee-88ca-8a631c263de1	chr12	6934	2128	9062	1	1
OV3_Cisp1_masked	65454942-c8b2-49d6-99ea-1eff997ad502	chr12	1265	5848	7113	1	1
OV3_Cisp1_masked	798b7a99-1a7e-419e-beee-1d0ae9be40ce	chr12	1468	1226	2694	1	1
OV3_Cisp1_masked	8cfaf04d-4722-4604-b05b-7d8fafa90180	chr12	4536	4647	9183	1	1
OV3_Cisp1_masked	b014211e-2d9d-4839-8f0e-a318fe341c34	chr12	1233	3370	4603	1	1
OV3_Cisp1_masked	e82c6b68-21a5-4f0d-accf-c01287b96d35	chr12	1756	11292	13048	1	1
OV3_Cisp1_masked	239422fc-c8ad-4444-8054-56fafe47f7dd	chr13	4981	4406	9387	1	1
OV3_Cisp1_masked	30fe0e7d-8e73-4a58-bc55-53e693c93e81	chr13	5458	4240	9698	1	1
OV3_Cisp1_masked	d8c7c9fb-62be-4a73-ba20-7c2805b1e4a7	chr13	1371	3695	5066	1	1
OV3_Cisp1_masked	f2cdcbf2-9b39-4b3d-a59b-b25c5509a66a	chr13	2239	5896	8135	1	1
OV3_Cisp1_masked	2894c308-cf51-420b-81ec-fb72c8d781c6	chr14	3445	2866	6311	1	1
OV3_Cisp1_masked	8a9fb653-87e8-4c0a-b834-b49ca229ea32	chr14	1450	8700	10150	1	1
OV3_Cisp1_masked	44483b1c-32f6-4063-b1f8-ff5d9bfe965a	chr15	1417	5154	6571	1	1
OV3_Cisp1_masked	bf8b52c8-2487-4b25-8744-b5b953443eaf	chr15	1001	1706	2707	1	1
OV3_Cisp1_masked	ea45ebad-9f66-4ac9-bb9c-8228ef34e13e	chr16	1756	10477	12233	1	1
OV3_Cisp1_masked	29ebbdac-91f3-4029-ace8-654692152ac7	chr17	2304	8809	11113	1	1
OV3_Cisp1_masked	5fcfb1a2-2e71-417c-83a0-4f71bcfb9347	chr17	5630	2833	8463	1	1
OV3_Cisp1_masked	ad5e1496-14bb-4acb-8786-4951f88d647f	chr17	4476	3415	7891	1	1
OV3_Cisp1_masked	bc5f3670-61ec-4a4f-9276-cd9ffe2ef8db	chr17	1391	7069	8460	1	1
OV3_Cisp1_masked	df242f5a-c888-4f48-acd0-c877b742e936	chr17	1324	11277	12601	1	1
OV3_Cisp1_masked	9fcb526e-3d76-4ca3-948c-e226daceff08	chr18	2208	7612	9820	1	1
OV3_Cisp1_masked	3fe25e77-1339-4430-b40c-d51c9b9a01c5	chr20	2348	2315	4663	2	2
OV3_Cisp1_masked	4bf04e73-f124-49fc-8a41-cb5f916ea27f	chr20	1084	1154	2238	1	1
OV3_Cisp1_masked	4cba34c0-ce07-42ba-86e8-974652690a96	chr20	2856	1920	4776	1	1
OV3_Cisp1_masked	4dd6130d-c781-4eb7-a564-a0d18c493f00	chr20	1420	1587	3007	1	1
OV3_Cisp1_masked	5514a686-7330-41c5-ab6c-2e401c18367a	chr20	1983	1403	3386	1	1
OV3_Cisp1_masked	5765bb02-f4bc-4841-a3dd-d0549beccec5	chr20	13404	1050	14454	2	1
OV3_Cisp1_masked	5fee887f-ce6a-457e-a2bb-45349aff0852	chr20	1004	1799	2803	1	1
OV3_Cisp1_masked	61a3e260-aa64-4fd4-81c9-ceef779e6f8d	chr20	1128	1242	2370	1	1
OV3_Cisp1_masked	66898fd7-e415-4940-8f7c-ee35a2bbffc3	chr20	1040	2307	3347	1	2
OV3_Cisp1_masked	78ee738b-fc51-4fd4-9b59-8460791a88db	chr20	3690	1025	4715	1	1
OV3_Cisp1_masked	823c84cb-a2c8-433f-9ca1-0989911fa63f	chr20	1038	1865	2903	1	1
OV3_Cisp1_masked	8b98797d-7498-42d5-89c7-0e83e2dc04f2	chr20	2045	1313	3358	1	1
OV3_Cisp1_masked	987b3e97-05d9-4580-b47b-25959c7f976c	chr20	1193	1148	2341	1	1
OV3_Cisp1_masked	b73a02bb-4e58-4ddd-95f4-54179b351040	chr20	1048	1915	2963	1	1
OV3_Cisp1_masked	bd37ac1d-40a8-45d8-8d40-82d7e35189a5	chr20	1230	1223	2453	1	1
OV3_Cisp1_masked	c59646d1-1a2e-4dc9-b3ac-a8a4e723074f	chr20	2797	1090	3887	2	1
OV3_Cisp1_masked	cf5ad76d-1cc8-44a0-9891-81d4fca86b29	chr20	1943	3354	5297	1	2
OV3_Cisp1_masked	d1e19435-93a5-4856-9b77-a27d22a28b89	chr20	6808	1369	8177	1	1
OV3_Cisp1_masked	d646da7d-4e2e-4d68-ae55-f404c41a4864	chr20	4574	1578	6152	1	1
OV3_Cisp1_masked	db750b1a-317a-4272-b4d1-b5484001ee55	chr20	1084	1370	2454	1	1
OV3_Cisp1_masked	dc5b603c-40b9-4b07-9bb7-02afb6723031	chr20	3013	2233	5246	1	1
OV3_Cisp1_masked	eba14b76-518e-4113-b283-21b9e81a845d	chr20	1941	1120	3061	1	1
OV3_Cisp1_masked	8e17b848-94f0-4683-9e52-e42c4b0bf0c8	chr21	4838	1030	5868	1	1
OV3_Cisp1_masked	50c67c49-29a1-439b-b234-793216a8b362	chr22	2192	1484	3676	1	1
OV3_Cisp1_masked	8c702685-9c72-4555-b5dd-696c32c8d6b3	chr22	2343	3128	5471	1	1
OV3_Cisp1_masked	e3c880be-1cb2-4c03-9467-1dd7f96f0618	chr22	1553	8000	9553	1	1
OV3_Cisp1_masked	57fd5ef4-ef1f-4a4c-9002-2a1a3725d724	chrX	1874	13686	15560	1	1
OV3_Cisp1_masked	95fb972d-5e16-4cdc-ac8b-5fabf7c992e0	chrX	1854	1732	3586	1	1
OV3_Cisp1_masked	bf81299c-2cf3-4729-bbdb-6b2af8215c49	chrX	3996	3105	7101	1	1
OV3_Cisp1_masked	f0cd8d96-274a-478a-ae5a-7023b99182a4	chrX	2128	3176	5304	1	1
OV3_Cisp1_masked	fdd136b5-5c15-4e14-84d8-c06809e204d8	chrY	1276	5368	6644	1	1
