chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	EdU_length_bp	BrdU_length_bp	EdU_segment_contamination	EdU_segment_purity	BrdU_segment_contamination	BrdU_segment_purity	stall_score	fork_direction
chr1	153113897	153144279	32278e75-4d8a-420c-9615-5f09e94faf6d	153113886	153144286	rev	30382	9318	20046	0.034355	0.659548	0.019556	0.829427	-3	left
chr1	156144265	156150721	ab27d203-6436-416b-abee-b73fab38f9fd	156129949	156171390	fwd	6456	2103	4064	0	0.489978	0.005988	0.780439	0.159127	left
chr1	157924069	157946345	bd3601d6-5047-4597-95c1-6eeb94f7f052	157915180	157959328	rev	22276	4004	16906	0.000937	0.684161	0.030366	0.755694	0.513024	left
chr1	158112791	158124012	83890de9-3046-40aa-b18f-efde27e4af66	158110344	158124107	rev	11221	3994	6598	0.055713	0.692162	0.003145	0.844654	-3	left
chr1	159879240	159903887	6c85a0ff-27d0-4012-a38e-fc6efa7d1104	159871807	159903894	fwd	24647	1540	21343	0.098361	0.704918	0.04316	0.667855	-3	left
chr1	159916522	159927383	36a35e32-b749-4249-b28f-97b8164c2e26	159916518	159933921	fwd	10861	3914	5772	0	0.617414	0.058624	0.706032	-3	left
chr1	164424957	164442396	198482b3-a4cc-4336-979a-d10881901c94	164419285	164459448	rev	17439	4602	12245	0.0484	0.632319	0.028442	0.837586	-3	left
chr1	167705081	167711656	a54b8581-ebe3-4e94-bf6e-8fb79029952a	167705075	167725251	rev	6575	1995	1383	0.001626	0.482927	0.052941	0.814706	-3	left
chr1	168120383	168138506	564941ec-f77f-4de6-9349-1d03cbb81d40	168115604	168138520	rev	18123	1230	13124	0.095238	0.741071	0.010017	0.902337	-3	left
chr1	168159805	168164434	6ec71b8c-6861-479a-b227-43f83e1c492e	168159801	168167102	fwd	4629	2447	1512	0.011799	0.314159	0.010345	0.562069	-3	left
chr1	172352902	172371496	275e3c7c-7a7f-4fa4-b035-6a504f6681bd	172349533	172371503	rev	18594	1732	16544	0	0.74502	0.002782	0.888332	-3	left
chr1	177890945	177899256	33ad1fba-03b3-4736-b3e0-541aced5646a	177890937	177904943	fwd	8311	2290	5155	0.020561	0.493458	0.071242	0.582103	-3	left
chr1	177953472	177966241	6c94e4a7-a7f1-41bd-ae94-470f126727fb	177951927	177966294	fwd	12769	3272	4864	0.069588	0.715206	0.035441	0.820014	-3	left
chr1	184732272	184748659	977aa037-e8e3-43ec-a33a-336abd31c1fb	184727368	184755527	rev	16387	3724	9454	0.000787	0.916535	0.003548	0.930968	-3	left
chr1	185015930	185021617	02795b09-45ba-4519-af44-557dbc20b0b6	185015925	185034804	rev	5687	1217	4050	0	0.459459	0.00466	0.76794	-3	left
chr1	191011780	191020292	b7624c87-b3a1-4561-825e-7439ef6a8341	191011776	191029182	fwd	8512	3259	4935	0	0.781059	0.002149	0.818052	-3	left
chr1	191736410	191749405	fe52632f-630b-4817-b103-d5d272c55fe4	191734333	191749410	fwd	12995	1636	10283	0.013972	0.846307	0.009709	0.89108	-3	left
chr1	192080656	192086690	9de067d0-7f23-470a-90fb-111c17098516	192079223	192100634	rev	6034	2948	2478	0	0.360094	0.006452	0.676129	-3	left
chr1	192306259	192310627	e0a186f5-1dbf-43e7-9063-8090e76086f2	192306255	192318830	fwd	4368	2502	1075	0	0.587571	0	0.652568	-3	left
chr1	192764241	192782702	c0252a52-9de6-4035-b41b-ab5f29fa07eb	192764231	192782707	fwd	18461	1928	14103	0.044226	0.826781	0.006494	0.895142	-3	left
chr1	197229167	197243820	c5fc7d9c-0880-4f82-908f-247410b69dd5	197224859	197248049	rev	14653	7109	7158	0.015339	0.39056	0.02643	0.824123	-3	left
chr1	202802351	202813092	6adde54c-f193-4c92-a56c-3d696a0fb59c	202802338	202814508	rev	10741	4666	4606	0	0.852827	0.046763	0.766187	-3	left
chr1	205991950	206009353	ab106566-81eb-4ee5-9037-1525b9606632	205990100	206009357	rev	17403	4297	12721	0.007477	0.629907	0.04394	0.803848	-3	left
chr1	207601595	207609591	907118b5-f62b-42cc-930d-58091c7e0557	207600347	207626111	rev	7996	3772	2502	0.00354	0.550442	0.060794	0.549628	-3	left
chr1	209539640	209563169	7abea679-ebc5-4f7d-9012-cf8a1fb62832	209536704	209563174	rev	23529	4742	15061	0.030675	0.78911	0.020662	0.893702	-3	left
chr1	219038982	219051555	864dd8fc-f11f-427c-9adb-ac28574e6c71	219038975	219053697	rev	12573	3867	8495	0.011263	0.45535	0.018599	0.853581	-3	left
chr1	223480235	223484388	a37dcbba-45bd-4a77-80d3-5dae45a65f2c	223461031	223484394	fwd	4153	3224	603	0	0.570342	0.02027	0.77027	-1	left
chr1	225160244	225173216	2f2fc87e-a428-4d32-9e02-ebc73693290a	225159066	225180662	rev	12972	4613	6630	0.012892	0.504484	0.005559	0.802347	-3	left
chr1	226284603	226305717	376695f7-b12f-42e0-9211-c5c9cb8a4003	226266680	226305722	rev	21114	4000	13980	0.034566	0.814309	0.001611	0.763461	0.303249	left
chr1	228015514	228029670	f78ff939-c3af-4059-8a15-9027f19420b2	228011579	228033269	rev	14156	5485	4415	0	0.672807	0.023379	0.798087	-3	left
chr1	232672049	232676925	81209482-d556-495d-8d33-36d9a94ecb38	232672040	232693824	fwd	4876	2113	1116	0.013962	0.272251	0	0.531365	-3	left
chr1	235395944	235404579	fcd5e1fd-14c4-42cc-854a-1e83266fc94d	235395939	235407572	rev	8635	3864	2531	0	0.610753	0.076923	0.611227	-3	left
chr1	236809256	236817968	13aa2063-ae81-4364-a190-25330239845e	236789736	236820954	rev	8712	1307	5541	0.016181	0.530744	0.012829	0.85696	0.083111	left
chr1	238460416	238492896	ffdb808c-a5d4-4f18-9008-f1c4949fbb8e	238459861	238508465	rev	32480	8275	22631	0.00392	0.361934	0.017509	0.78578	-3	left
chr1	245116419	245126065	4be45429-9e46-4ded-8b7b-d0ca9fbd9ca5	245116193	245136157	fwd	9646	4167	4246	0.005455	0.492727	0	0.721659	-3	left
chr1	248623958	248636807	9f78d47c-bd87-46a1-a0bf-00f7cc5c6c76	248622933	248645394	fwd	12849	3626	6084	0	0.675749	0.028888	0.799631	-3	left
chr10	3352701	3359984	b46a5ae8-2aaf-4625-8d3b-9aeb44a459aa	3352692	3361860	fwd	7283	4414	1824	0	0.8	0.067698	0.833656	-3	left
chr10	6012675	6019350	922ae72e-1c2d-48e3-82fd-11f6df553a8c	6011957	6026746	rev	6675	2797	1714	0.050432	0.436599	0.083532	0.548926	-3	left
chr10	11211539	11216730	5b4a15d1-e77a-4a5d-b1dd-9207a950aa5c	11211532	11222934	rev	5191	3134	1505	0.047205	0.493168	0	0.650273	-3	left
chr10	15347574	15358168	af07dbf6-18d1-449c-a867-838fb53f315a	15347570	15369523	fwd	10594	3567	4950	0.015801	0.413093	0.033145	0.617623	-3	left
chr10	15714113	15725823	ea236aa7-d994-40a3-9acb-b7093259ac48	15713727	15764301	fwd	11710	3833	4152	0.030512	0.531496	0.003953	0.647431	-3	left
chr10	26459610	26477392	fc658019-c582-4b2e-9148-219bdac50142	26450950	26492856	rev	17782	4405	12118	0	0.521855	0.015906	0.821729	0.145869	left
chr10	27880908	27887685	06d0df35-9cd3-4d72-8b8d-a628efb2e75e	27863089	27892792	fwd	6777	1058	2663	0	0.383721	0	0.843844	0.212169	left
chr10	27997569	28022787	c6a5d300-6a22-422d-bef2-1e198551487d	27995592	28026113	rev	25218	5734	18428	0.022129	0.873804	0.140427	0.719541	-3	left
chr10	36499934	36510594	4309e102-d97d-4719-95f8-4e673c981a74	36499926	36510601	fwd	10660	2860	5262	0.040404	0.698232	0.003906	0.865234	-3	left
chr10	41883853	41898042	ae945a1f-518f-44aa-9195-a335914d4c9c	41878419	41904609	fwd	14189	1090	12660	0.009756	0.326829	0.011756	0.500367	-3	left
chr10	41882040	41884242	19189686-06da-4937-9653-78179ae02abd	41881813	41898802	fwd	2202	589	1168	0	0.588235	0.056122	0.591837	-3	left
chr10	41890479	41894958	19189686-06da-4937-9653-78179ae02abd	41881813	41898802	fwd	4479	1568	918	0	0.518692	0.006944	0.659722	-1	left
chr10	41882923	41887098	ad971243-02ec-4388-9c70-34f306949184	41882919	41897568	fwd	4175	1588	1081	0	0.188406	0.005405	0.405405	-3	left
chr10	41905470	41907908	8274a84d-542b-4eb7-aa58-88139a704dd9	41904110	41916259	fwd	2438	704	1734	0	0.333333	0	0	-3	left
chr10	42093170	42099663	a354f685-1685-4a8b-a707-23d0d723b21e	42072778	42099669	fwd	6493	1150	2866	0.067925	0.558491	0.016667	0.57	-3	left
chr10	44126998	44147917	082d6fc0-1e34-4f9f-a71d-37818335eb38	44126994	44149863	fwd	20919	8832	8775	0	0.305964	0.000398	0.69662	-3	left
chr10	45340712	45350199	e9c9bb2e-3b5a-4bab-95ef-4b49c5fffcde	45333987	45350203	rev	9487	2706	6251	0.03168	0.674931	0.000483	0.865217	-3	left
chr10	45526415	45537570	8e759479-7754-4c0c-ae42-e265a19e8716	45525868	45537577	fwd	11155	5316	2538	0.003003	0.766517	0.053803	0.660482	-3	left
chr10	46564627	46573941	738be5ef-0de8-45f5-9fcf-7b553ad95182	46563045	46592263	fwd	9314	3431	5327	0.042767	0.490566	0.013333	0.623158	-3	left
chr10	47754260	47769437	51d367af-3f2c-4657-a3e9-96c3c3f4f85d	47753255	47779903	fwd	15177	8089	2429	0.007706	0.406639	0.005693	0.54649	-3	left
chr10	50471734	50490477	a727cfe2-8c2c-4d3d-ae41-10c68287fecc	50470931	50493815	fwd	18743	2227	14257	0.0016	0.5408	0.031337	0.798946	-3	left
chr10	54448489	54456127	2f3c2a6d-06f3-4219-bdcc-ad16ffbe1797	54448482	54456132	fwd	7638	1414	4417	0.137097	0.69086	0.121191	0.752078	-3	left
chr10	55410839	55419726	d3dee7ef-6b5a-4415-abfc-f397bc0b90e1	55410829	55419733	rev	8887	6259	2295	0.016294	0.785847	0.17625	0.7375	-3	left
chr10	59733938	59738681	cef824bc-a2bf-4f85-af89-91af82d0fd02	59733933	59740526	fwd	4743	2934	1494	0	0.658257	0.021277	0.77305	-3	left
chr10	63362957	63371256	de142b0f-1ccd-4fde-87c2-442d6e23ec3f	63362951	63371260	rev	8299	3125	4407	0.014223	0.405908	0.023622	0.770779	-3	left
chr10	68324183	68336757	3e4d5b92-f8de-4dcb-8982-26c086c9caac	68324175	68336766	rev	12574	4355	6345	0.070662	0.729875	0.012055	0.876005	-3	left
chr10	69067130	69072620	227c8fb9-902e-48cb-b03c-4537228f1e9a	69067012	69072630	fwd	5490	2671	1338	0.041193	0.784091	0.133903	0.763533	-3	left
chr10	75334303	75351381	806e2fef-70c1-43a2-908c-feb17b78608f	75334297	75371822	rev	17078	2181	11812	0	0.84854	0.033708	0.734423	-3	left
chr10	77507221	77522870	7c290f19-d9da-4d36-923b-fae0624a958d	77507211	77523855	rev	15649	3877	8910	0.008333	0.914583	0.026672	0.914735	-3	left
chr10	81624477	81633813	5d781a47-a8b9-484c-bfdd-45127b89abe6	81617298	81634126	rev	9336	5438	2741	0.007613	0.457858	0.010554	0.800792	-1	left
chr10	83595878	83600767	74713568-44f6-46fc-94f4-20e754f27660	83582474	83609729	rev	4889	1569	2501	0	0.449692	0.026536	0.628492	0.773791	left
chr10	85872743	85880427	c82785bc-51dd-4f7a-bd39-3a6b4f1a1290	85872737	85898571	rev	7684	1557	5652	0.020155	0.451163	0.04008	0.607214	-3	left
chr10	86195609	86206252	2b63f690-dfd2-4d59-9738-4ad2acf2d4f2	86195602	86222370	rev	10643	4127	6115	0	0.599424	0.035859	0.754772	-3	left
chr10	87563444	87571634	136a452d-def1-4428-8519-71560de7b108	87560929	87580724	fwd	8190	1521	4042	0.026393	0.451613	0.012304	0.813199	-3	left
chr10	87953403	87967426	441dd2cd-3706-4c38-b5bf-66dee735e3ed	87953224	87997929	fwd	14023	2133	8142	0.00142	0.31108	0.019767	0.593023	-3	left
chr10	93371562	93384561	5c11814b-2c8f-4c71-99c9-a9458c4b0d5b	93369920	93384574	fwd	12999	3239	8890	0.008363	0.904421	0.014303	0.884386	-3	left
chr10	96193541	96216517	b33073b3-1b2a-4eaa-90f4-432239ded3c3	96191852	96216522	rev	22976	4648	17894	0.013312	0.776038	0.023137	0.852266	-3	left
chr10	96820723	96835993	59b1cff0-2cf8-43a0-9644-bb4d972a1db7	96820717	96838975	fwd	15270	2931	11117	0.004376	0.586433	0.013646	0.825402	-3	left
chr10	102335508	102342297	e0d3d35c-228c-4c96-ba1e-3252d8ffc859	102335502	102349582	rev	6789	2969	1143	0	0.462353	0.034783	0.568116	-3	left
chr10	104015481	104027764	b5e3ed57-9af1-4a85-bd3e-f5aef7410991	104013681	104029265	rev	12283	2091	8173	0	0.607908	0.010536	0.885865	-3	left
chr10	109775334	109788401	c328e9d8-9ef2-4fa9-8dc9-f300a93c1c6c	109764758	109793873	fwd	13067	4356	8305	0	0.469804	0.01257	0.721283	0.729766	left
chr10	112893647	112899843	f0c69f26-edcf-4944-9c21-dd29cb1556a2	112892584	112926180	fwd	6196	3979	1881	0	0.61651	0.004211	0.684211	-3	left
chr10	113477391	113488094	e3ae8327-7450-4057-8f0f-11dd8fb4e83f	113475823	113496256	fwd	10703	5857	1716	0	0.526032	0.049217	0.64877	-3	left
chr10	116245993	116260618	e35cbb33-987c-4352-bace-383c35d9dc29	116208150	116265600	rev	14625	3393	8548	0	0.650424	0.054428	0.629806	0.760974	left
chr10	116924026	116941684	ec0e02ea-9344-4570-8f71-e71cdfbddda1	116924015	116952565	rev	17658	7430	9178	0	0.506849	0.030326	0.773493	-3	left
chr10	118131886	118138635	e4da17f1-50f5-4954-be9b-f183843236df	118131882	118144375	fwd	6749	2904	3168	0.023356	0.599481	0.089588	0.543584	-3	left
chr10	123584066	123593194	de8d4888-16e9-4fa3-aea3-79bbb607258e	123583973	123600811	fwd	9128	4752	2845	0.005307	0.535254	0.023704	0.582222	-3	left
chr10	123627676	123641046	02e4a93f-99dc-4c3f-9233-b290b6234774	123627665	123642027	rev	13370	6281	5844	0.000611	0.751526	0.05767	0.744521	-3	left
chr11	365080	374572	de9b0378-8256-4c4a-9bfa-367f26f6ce87	365068	379644	rev	9492	4490	4572	0	0.494297	0.018519	0.876157	-3	left
chr11	4816119	4832771	aa81bcc9-eb7c-4db2-81dd-0b9eb118ed63	4816115	4850108	fwd	16652	10051	5425	0.040563	0.433791	0.034084	0.574235	-3	left
chr11	8835092	8856809	4b6d5cc6-a8e7-493b-98f5-f45ec814ae76	8823362	8866667	rev	21717	4980	14214	0.005529	0.809952	0.018437	0.833088	0.154079	left
chr11	9145088	9160210	d443b9ee-b2c6-4de3-90cd-489b52461f33	9133846	9169200	fwd	15122	4320	9345	0	0.560467	0.00373	0.841958	0.097628	left
chr11	10850376	10861639	747feafb-bd51-4b62-8507-53c1efcaa055	10833783	10863826	fwd	11263	2435	6092	0.042254	0.413572	0.012083	0.756041	0.21714	left
chr11	15092034	15102775	a1e55f4b-1195-41c7-8cdd-fc93b22202b8	15092016	15105024	rev	10741	1043	7710	0	0.444444	0.001096	0.886575	-3	left
chr11	16378736	16396479	295dd688-a7e3-4937-98f0-0f7bfcb5dd61	16374922	16400130	fwd	17743	5477	11010	0.0024	0.530294	0.024569	0.807546	-3	left
chr11	17358246	17373326	672c3482-aac2-493e-b661-2d0f80a0a47e	17358242	17373332	fwd	15080	4580	7596	0.017284	0.728395	0.047911	0.804395	-3	left
chr11	19179230	19191901	d660b228-b8fe-46ec-9714-4ad5a3d7ef16	19179224	19193561	fwd	12671	3838	6789	0.039216	0.70775	0.008306	0.812846	-3	left
chr11	19672473	19689222	026f7d1f-1a95-4994-b7a6-d179eeec8dd9	19653547	19711440	rev	16749	1675	13471	0	0.78481	0.011289	0.790255	0.138423	left
chr11	26183760	26189357	9b68636d-360e-411a-b383-efda3d7026d2	26183732	26198437	rev	5597	1136	1706	0.040625	0.39375	0.006557	0.480328	-3	left
chr11	26995316	27002854	84284666-3c2b-4e0e-911f-db9b0357e947	26995310	27016174	rev	7538	4875	2374	0.002736	0.673735	0	0.86756	-3	left
chr11	30217127	30227148	7cdbed96-e98f-435d-a682-13b5726c964d	30217123	30231137	fwd	10021	3367	5930	0	0.554466	0.020948	0.690739	-3	left
chr11	31976624	31985588	6ad380f0-3658-44e6-82cc-a5e4cfb61e19	31971482	31989183	fwd	8964	1620	5703	0.031532	0.583333	0.006258	0.754693	-3	left
chr11	34584084	34598655	665b3142-5ca0-420b-8f4b-5bbc4cdd5dae	34583152	34646298	rev	14571	2355	11638	0.013616	0.370651	0.00066	0.663255	-3	left
chr11	35591106	35599142	5cb7d400-6097-402d-ae4c-cc44d971996e	35591100	35605960	fwd	8036	1310	3651	0	0.26776	0.052314	0.676056	-3	left
chr11	41308922	41329741	0d7b6028-22c3-4486-b308-38a6873a9559	41307935	41329752	rev	20819	4569	14339	0.008907	0.345749	0.003927	0.877801	-3	left
chr11	45190660	45204509	456f53e1-7479-4423-9f9f-f4f81a7a42bc	45189746	45204516	fwd	13849	2584	9652	0	0.868098	0.050794	0.873721	-3	left
chr11	46866701	46885740	ff8e06f6-a91d-42e3-9208-0001b083771c	46862955	46885748	fwd	19039	3508	14090	0.030341	0.878635	0.028589	0.873006	-3	left
chr11	47160853	47171922	93262726-bed5-4b52-8412-2e9ddea70775	47160063	47171926	rev	11069	1231	9537	0.012085	0.776435	0.011956	0.840734	-3	left
chr11	56599625	56616339	4589eba7-80dc-4012-8238-ea86ef31c59d	56599060	56621121	fwd	16714	5811	7929	0.01444	0.673285	0.017695	0.856379	-3	left
chr11	59251675	59261483	7a6e2d79-4929-47b4-94a6-89545182cf2e	59251428	59263450	fwd	9808	2518	6960	0.0209	0.559486	0.019348	0.726069	-3	left
chr11	67226965	67240256	db8ca4fc-4b32-4c08-b2fd-8dcd6bf188e2	67222955	67240453	rev	13291	1806	11222	0	0.667436	0.013979	0.847854	-3	left
chr11	68521609	68536459	e0b36ce4-57fc-4a23-8085-d3ecc792a615	68521536	68551832	fwd	14850	4955	6649	0.016872	0.591175	0.00229	0.820431	-3	left
chr11	68877227	68886342	e679de94-c015-4371-a1d5-bc2ec6daf3c1	68877221	68892714	fwd	9115	2722	2713	0	0.828947	0.028529	0.794294	-3	left
chr11	69601331	69612854	be1ed905-1d38-44e8-8c10-beb509dc3e05	69601324	69612860	fwd	11523	2639	8556	0	0.780063	0.042843	0.75073	-3	left
chr11	71211930	71221548	5c189aa1-23af-4c80-892f-5a04de745422	71211917	71226613	fwd	9618	3905	2846	0.02807	0.494737	0.025168	0.738255	-3	left
chr11	73679821	73689557	3e157cf8-1841-4a62-8790-6bd67eb2749d	73678203	73692206	fwd	9736	2031	4974	0	0.792982	0.05626	0.711569	-3	left
chr11	76400398	76407476	90915c08-897d-47ee-8d98-556fac38dfd5	76400391	76407486	fwd	7078	1616	2904	0.105651	0.636364	0.053993	0.672666	-3	left
