chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	stall_score	fork_direction
chr11	73673614	73679730	09763430-d3dc-439c-843c-9e9d0f396f67	73671176	73680104	rev	6043	-3	left
chr11	80954576	80963805	1dc68e43-7fc8-4677-8a9b-a17fe591b8b4	80952660	80967089	rev	9225	-3	left
chr11	104975454	104981952	7849fb17-e3bb-4935-9757-f125a4d18ee8	104973210	104985939	fwd	6418	-3	left
chr11	116418235	116424738	e8718dc3-f231-49c2-981d-191f19b5f6e8	116418231	116424746	fwd	6502	-3	left
chr12	18971546	18981092	b52d7458-5fde-4052-a635-ed939737a8dc	18971541	18981099	fwd	9535	-3	left
chr12	27320949	27325758	029c9cc4-8917-49f3-bebf-6548b0d054f4	27320942	27333311	rev	4767	-3	left
chr12	29077173	29093009	e99052af-e671-4316-b3e8-e2cd062b878d	29075658	29094416	rev	15669	-3	left
chr12	44991217	44996808	fb0d0e03-d49f-4996-83af-a663ec31f2d8	44991212	44996814	fwd	5591	-3	left
chr12	53074594	53081831	e3e4431d-02d2-4590-ba52-74dabf56b30c	53072959	53081835	rev	7194	-3	left
chr12	59517514	59522564	accfef09-9215-4ca6-a038-647d899a8fe2	59517508	59528977	fwd	5042	-3	left
chr12	65567848	65575333	3992a430-cdd5-484f-ade8-625859cef3f0	65567842	65575350	fwd	7450	-3	left
chr12	87322101	87326889	b05572f3-ed74-4e3a-a353-949c4e650139	87322091	87334421	rev	4737	-3	left
chr13	35789833	35797951	0fa2ad49-259f-4e3a-8737-12074b867fa3	35789475	35803041	fwd	7985	-3	left
chr13	38214426	38218165	e3619a2d-50e6-4088-a9d6-6bbd2e3083f4	38214419	38225521	rev	3741	-3	left
chr13	44197845	44209316	569dd58e-a649-409e-8ef9-005e48261911	44196872	44215272	rev	11431	-3	left
chr13	50932075	50935338	fed3c8ec-d93f-4e5c-b583-9ae5691bf884	50922691	50943253	fwd	3241	0.594387	left
chr14	21108456	21113760	c4596a07-0922-4c53-9193-948d6da5cc55	21108451	21119782	rev	5293	-3	left
chr14	52090575	52096380	2d3493a0-ac0f-43b0-aad9-ae3c6fa18ad2	52090569	52099675	rev	5798	-3	left
chr14	61041089	61052590	966cc99c-0db2-4d19-af48-a28da5929488	61041084	61055461	fwd	11423	-3	left
chr14	63118141	63127902	f73cb6cc-f9d5-47b9-ac83-b70e65b6a169	63110433	63128017	fwd	9742	0.318084	left
chr14	67896486	67900356	82c6ae26-301c-424d-a49b-51832a342270	67896476	67902523	rev	3859	-3	left
chr14	92815172	92823551	a15e34e2-0678-4c87-a9ca-de19cd5c092f	92815165	92823567	rev	8382	-3	left
chr15	19958643	19964383	4c1541ac-fd9c-4f5b-82bc-9f55d883c4e5	19958637	19974914	rev	5714	-3	left
chr15	38616618	38622500	4f4ccddf-f81e-41b9-b4f3-8cab4b7fd5ba	38606430	38622507	fwd	5839	-3	left
chr15	43690323	43698303	524abb1f-e220-4a82-bf94-ad0bcf1853a6	43689293	43700973	fwd	7944	-3	left
chr15	45228073	45235120	4b2ad1e8-b8f0-4441-8119-2a8840290160	45227361	45238055	fwd	7001	-3	left
chr15	49771191	49781719	6bfc2624-30ab-4029-8fc5-ba10f146e5bd	49771183	49781723	rev	10493	-3	left
chr15	53217648	53227729	04952cb2-ae61-46e4-b1e6-7cefc7f87bdc	53216416	53228616	rev	10032	-3	left
chr15	81990421	81995307	54fa0997-4df4-41e8-a2c3-01bde7f24cab	81988806	81999014	rev	4867	-3	left
chr15	82738414	82749512	1767ed96-3a00-4068-a23c-b5a94334738d	82738408	82749907	rev	11041	-3	left
chr15	83942427	83948199	d7de8118-395e-48fc-9ab7-75e2070a8a04	83942422	83953229	rev	5757	-3	left
chr15	96131149	96138752	008d21d0-81b3-4f85-abb3-974d7f971868	96131143	96142289	rev	7604	-3	left
chr16	35974863	35979712	f0e543d1-17c6-43dc-9059-a0372f60f2fe	35974852	35985095	rev	4848	-3	left
chr16	46389339	46398235	dedaee74-ebc4-44fa-b1ca-96c4f33d9654	46383095	46405953	fwd	2953	-1	left
chr16	46396248	46400496	75474515-1f22-4d50-9974-6fcf4abc68aa	46385624	46400636	rev	2452	-1	left
chr16	46395008	46403050	16aca80b-4b07-49fc-8cc2-e45420b65667	46385709	46403055	fwd	4938	-3	left
chr16	46395835	46403295	ea80e1ae-788a-4efb-80f8-9fb167d14b4c	46386486	46403301	rev	3112	-3	left
chr16	46389186	46399750	a1851840-9061-4746-8a46-4feb1034bdf4	46386831	46401474	fwd	5286	-3	left
chr16	46395835	46402719	a45e041f-8bbb-4844-8e3b-bd22b7838332	46387214	46403911	rev	2571	-3	left
chr16	46396612	46400047	cc937f93-59bf-4313-abd2-74bf6ec27c68	46387304	46403452	rev	2003	-1	left
chr16	46392675	46401751	d0a6557a-4255-4494-baa3-3994a8cbd40a	46387385	46401758	rev	4585	-1	left
chr16	46394096	46397117	7d26f6aa-1b6e-40ae-bae8-9dc1c4de9b46	46388224	46403914	rev	384	-3	left
chr16	46395068	46403215	295a246a-e51a-475d-951a-5967231f22dd	46388775	46403765	fwd	2807	-3	left
chr16	46391216	46397309	35ed10ed-919e-4d3d-958f-98814fed4834	46389542	46400128	fwd	1069	-3	left
chr16	46390779	46397293	f8fb20d3-1510-4d7c-b346-05c3fb5ace72	46389873	46402698	rev	1286	-3	left
chr16	84346665	84363926	827c15dd-292a-4891-a612-6ed3d714233a	84346660	84363935	fwd	17215	-3	left
chr17	15671575	15680565	7c34f11f-7267-429a-9f7a-51239605b436	15671563	15680573	rev	8945	-3	left
chr17	21973743	21976434	ceffae9c-b8c9-4fed-9b5d-d0476100016e	21972119	21983019	fwd	1818	-3	left
chr17	33964359	33972986	ae5dc0f0-f660-48be-a77b-757d53ef11a9	33961783	33998621	fwd	8617	-3	left
chr17	55975814	55985139	da4d0196-a6bc-4971-9569-ba384411d1e7	55975444	55988312	rev	9265	-3	left
chr17	63212316	63218353	8a4cbdce-d146-4c54-9634-34486579b3ff	63212310	63227300	fwd	6044	-3	left
chr18	5874821	5879962	d5c9beb3-3729-4660-b99d-e0e9bfb05694	5874814	5881214	rev	5112	-3	left
chr18	8442274	8451757	b174323e-f3f9-4450-bedd-932741548f8a	8442153	8454054	fwd	9444	-3	left
chr18	8759239	8764067	56f6b0bc-c712-4175-89be-12d5d95888eb	8757901	8764227	fwd	4803	-3	left
chr18	30759333	30762577	8844c659-84b0-4df0-ae87-372cc73fff1f	30754702	30767245	fwd	3249	-3	left
chr18	43967333	43971449	f57a35ee-8358-4956-afe1-b3ac77544fbc	43967326	43973394	rev	4093	-3	left
chr18	57832228	57836964	ff7f2be7-c091-4758-8908-cd485965d3ca	57832222	57841272	fwd	4665	-3	left
chr18	79235626	79241576	167f1dcf-1fb9-473b-a16c-0d5480d86c9d	79235609	79249193	fwd	5878	-3	left
chr19	57504049	57513769	42151203-b288-4b4e-b800-37a053c5aabe	57504039	57513775	rev	9650	-3	left
chr2	3333334	3338359	960d13b4-b631-49a1-b575-1539d9083d5a	3333327	3343827	fwd	5017	-3	left
chr2	8759985	8774192	9cb2b8dc-74e0-4309-a2cb-81fe29523927	8759804	8774196	rev	14081	-3	left
chr2	15288568	15299151	68cc4246-ac66-4aef-8d1f-83cfc7ed56b2	15288563	15302881	rev	10573	-3	left
chr2	26833109	26841277	e1b1f868-71bf-43de-a42d-9adfcadc7110	26833105	26841900	fwd	8145	-3	left
chr2	117649207	117655428	f12938e9-c176-457a-84c4-34451395aa40	117649196	117660867	rev	6202	-3	left
chr2	139175620	139186593	e551196d-29fb-4488-97c1-cd264f694ee8	139175607	139186604	rev	10913	-3	left
chr2	143902747	143908111	7d834efc-56ad-4904-9bb5-155728bf4cd9	143902740	143908471	rev	5338	-3	left
chr2	149788185	149791662	8b3cdc65-fa74-4829-bfbc-d4c93c1e85e0	149788171	149793867	rev	3471	-3	left
chr2	156532155	156536870	3d5e18f1-705b-4fde-a31b-64a1a6ad3484	156532147	156543697	fwd	4738	-3	left
chr2	158902449	158907183	0842ca53-c7f4-4ef8-8346-498173f246d6	158902443	158909153	rev	4733	-3	left
chr2	159907972	159920875	c58b20ff-0b77-4271-a7a8-81ac4d06fad6	159907596	159924294	fwd	12789	-3	left
chr2	162675675	162682640	e014ce1f-f0fa-4b14-8bb7-8dc373919ef1	162675670	162685211	rev	6933	-3	left
chr2	172918808	172928069	3b25bd55-178a-430f-8a89-e3f835a0c202	172918801	172928310	rev	9208	-3	left
chr2	224628611	224634484	3ef7c955-0208-4779-9e5b-37a0ac768ca9	224628604	224634489	fwd	5839	-3	left
chr20	3782649	3788923	6d8a591d-6ef4-443a-8557-821950e9878a	3781939	3789251	rev	6275	-3	left
chr20	19703946	19709604	d5677972-051f-44cc-a495-1cb97b6f87e1	19703760	19710414	rev	5667	-3	left
chr20	29113102	29118027	0c27d3a5-2adf-4f58-b6f7-ac4fb4a4ff25	29113095	29125693	fwd	5012	-3	left
chr20	31059333	31065537	270b3b72-f2b3-42f6-806f-4582c472bd73	31051508	31068338	fwd	1709	-3	left
chr20	31067004	31073937	b960a576-fe2d-4d07-ac5a-818bf457e1a0	31051968	31076742	fwd	8183	-3	left
chr20	31062482	31070514	919f2a44-1622-4a21-a1c4-ba9757ce4c95	31052353	31072198	fwd	3317	-3	left
chr20	31056857	31061882	b452e204-7d46-4a59-853e-2d8f1ce46972	31054881	31084019	fwd	3152	-3	left
chr20	31059693	31077118	8e0b4661-d9c4-489c-8883-67742906dbcd	31055797	31077124	fwd	5681	-3	left
chr20	31063842	31071233	747fdbc4-3dbc-43c8-9d2d-8401b35313e3	31063838	31076248	fwd	6118	-3	left
chr20	31069870	31073861	d34b4690-21f8-4bba-a863-8b67b263e57c	31063974	31076455	rev	2371	-1	left
chr20	31187743	31193221	234764c5-9838-409f-8147-1d09801a9776	31183791	31199411	fwd	5477	-3	left
chr20	33813401	33820008	f734f209-2aa7-43e3-b251-589dd43abdce	33810332	33820032	fwd	6533	-3	left
chr20	38937595	38947545	e7ca9052-ce26-4883-b4bf-5fcaf9a7af48	38937590	38947937	rev	9862	-3	left
chr20	38989768	38998361	681abecc-0e9e-4794-8c40-99f9335cfa99	38989762	38999193	fwd	8540	-3	left
chr20	45768642	45775958	0148f6d3-0a44-4cff-8ef5-e84395783eb9	45768638	45784862	fwd	7285	-3	left
chr21	10695658	10701136	0c1e2065-b0e5-4a14-afdb-bfff529a67dd	10695399	10701144	fwd	5448	-3	left
chr21	14853419	14864886	69ebb14b-33ec-43e8-adf9-c705eddbc180	14853219	14870404	rev	11370	-3	left
chr21	15152070	15158337	8bc388b3-3099-4768-b078-fabd52ad90c3	15152065	15160070	fwd	6248	-3	left
chr21	23902750	23914678	15eec87e-5e9f-4fbd-a456-46c48fe48e56	23902743	23914683	rev	11917	-3	left
chr22	10714364	10720794	9f101ffd-d1a9-4c89-87bf-a205bfc07bd9	10707713	10721203	fwd	7178	-1	left
chr22	28072713	28085658	c385a57f-002d-4ef5-8ee3-5cca83797dc1	28072707	28085663	rev	12878	-3	left
chr3	7918417	7925827	ea346801-f77f-47c6-bd40-8bfa58dcbaec	7916173	7930141	rev	7393	-3	left
chr3	26816201	26824147	0d7da67c-e3e6-4c1c-bc51-bc553402cf09	26816187	26827571	fwd	7863	-3	left
chr3	26816836	26824204	5fc6e2c7-af60-4d44-aeaa-58fb6707c6a9	26816008	26831307	fwd	7332	-3	left
chr3	29971080	29988408	eae7e9b7-d012-4b93-8948-de59c2908dea	29971072	29988417	fwd	17346	-3	left
chr3	55569655	55577304	caed046e-6058-42f5-8356-1e2a099ea7a1	55569646	55577308	rev	7660	-3	left
chr3	78664733	78671095	b6e6ff25-72d7-438b-a591-029a2a605993	78664729	78671113	fwd	6345	-3	left
chr3	117416446	117422633	779de764-ebb5-4633-9724-fee87db52b1e	117413982	117425871	fwd	6190	-3	left
chr3	133220499	133226857	b9482d7c-a4d2-4259-8b9b-d0a4a3df7a8f	133220492	133226864	rev	6368	-3	left
chr3	136202525	136212275	51c37163-5614-4e50-9c18-fff5dcd378e5	136202516	136214860	rev	9718	-3	left
chr3	141138172	141150034	9dd543f6-0d2d-4620-ba9d-12bbf3ceb94f	141138166	141150042	fwd	11780	-3	left
chr3	156558172	156563604	86b08c05-5b96-4b1a-aa0d-9a78253377d2	156558165	156566174	rev	5411	-3	left
chr3	158193157	158200232	9ad6a984-698f-4a4f-a3cd-e916a094fc2f	158193149	158200754	fwd	7034	-3	left
chr3	158487174	158493962	c17dcde6-6bdd-4e42-8699-daae3c12fce2	158487168	158497152	fwd	6800	-3	left
chr3	159568568	159571532	74a60c1f-0080-4687-a200-f6ca9b43ae8d	159567812	159576212	rev	2959	-3	left
chr3	160405201	160422268	8421005b-3728-4de5-8b41-82c43c3219d6	160404682	160423994	rev	16981	-3	left
chr3	164747221	164749890	eec2aa5e-cbc6-4126-a3cf-69acddb22a0f	164731310	164749900	fwd	2664	-3	left
chr3	176706636	176718700	20b6e92b-5296-41d3-9edf-7fc9cc5e0371	176706591	176718708	fwd	11995	-3	left
chr3	177063290	177069150	4c4feb69-1dec-4c08-b109-d36dbe816fcb	177063285	177070614	rev	5840	-3	left
chr3	193807348	193812835	4b8949d4-8e51-462e-a94f-69e32a276b89	193807343	193812845	rev	5464	-3	left
chr3	194156964	194164213	26df53eb-92ba-4af7-aa8a-07f111cf9ade	194152306	194165567	fwd	7227	-3	left
chr3	197251466	197260897	f7d960c9-4b01-455e-bbfb-4724a1a9ff1a	197251457	197260912	fwd	9369	-3	left
chr4	2176053	2187475	c3460f57-a7ef-41d0-8b85-b0dd589b14b7	2176038	2189789	fwd	11398	-3	left
chr4	10510649	10517447	fb955ad6-738e-43f9-96a9-44ffade7f86c	10510644	10518901	rev	6760	-3	left
chr4	21587734	21592897	e5081c44-8708-473e-98c3-c25e1a8c615b	21587729	21593827	fwd	5130	-3	left
chr4	24932451	24938129	76001f6b-30b1-46ce-9d3e-6e114a663e5d	24932428	24942326	fwd	5647	-3	left
chr4	25279760	25287235	3ca0eeed-1761-4536-9941-b8333694e1a6	25279752	25287252	rev	7467	-3	left
chr4	32440784	32444871	1cdbbcaf-525d-4585-ab84-477e17af1d73	32440028	32452477	rev	4097	-3	left
chr4	36113916	36121147	90280cca-8b43-4744-80b6-0d4b47b5f5f3	36113911	36127966	rev	7227	-3	left
chr4	49100692	49104007	afe135e8-5ae7-4370-b6c8-c6229781ba40	49093394	49106427	fwd	3044	-3	left
chr4	49116412	49120676	e76a28b9-d02d-4046-8f36-63cdcd7bdcd4	49108750	49121679	rev	3857	-3	left
chr4	49122037	49125553	c5e0e778-5c5b-41fc-87e5-b089ba6217d1	49116327	49125558	fwd	3854	-3	left
chr4	49147153	49150625	d51541e7-3790-4277-a351-393f1ec2a5c5	49143801	49156884	rev	2787	-3	left
chr4	49152527	49156344	d51541e7-3790-4277-a351-393f1ec2a5c5	49143801	49156884	rev	2929	-1	left
chr4	49153998	49157015	d08c3943-301d-44ad-ab11-be946ba595d7	49147652	49166764	fwd	3209	-1	left
chr4	49637114	49639406	123441ea-8b48-4ea9-b39d-7a0dd3b86fed	49634968	49649043	fwd	1448	-3	left
chr4	91337476	91345694	5b04f802-078d-4b7e-b7a8-ef60e0ca75e1	91337469	91350099	rev	8143	-3	left
chr4	131407431	131413969	5edee8e4-0026-49a4-a183-54afdcc9f3a1	131405551	131416657	rev	6898	-3	left
chr4	156148796	156154622	576f6107-9418-4750-9d83-2c0c697d9872	156148790	156162494	rev	5832	-3	left
chr4	162025274	162031565	9a66686b-bce5-4fe4-93ef-f4c05e1fd1a5	162025265	162037654	rev	6279	-3	left
chr4	183043907	183054179	564a20bc-402e-4607-9def-23466f01286d	183043902	183054183	rev	10218	-3	left
chr5	9714946	9720497	176d4ddf-7f3c-4661-8e8b-af5c061f97ce	9714939	9723149	fwd	5515	-3	left
chr5	10244793	10249963	461322d5-f140-4df3-b303-40757e35db46	10244787	10253027	rev	5147	-3	left
chr5	27729813	27737144	e28edb1e-5a40-4f86-9af0-edebe4858908	27729809	27737150	fwd	7292	-3	left
chr5	49656292	49661264	be4ba0dc-5789-4082-aa15-27ca894bbab3	49656288	49661871	fwd	4328	-3	left
chr5	55162894	55167071	c9d39f90-d6ce-4b24-93e6-b42c8b1a48e7	55162878	55175818	fwd	4196	-3	left
chr5	59528182	59533595	b915e6cf-3628-4793-8da7-e022c35750b3	59522623	59533602	rev	5381	-3	left
chr5	121380019	121392304	a9af70ab-2e6a-4716-96cc-c0ea36f172d6	121378039	121392311	fwd	12250	-3	left
chr5	121672883	121681026	29a92ece-873a-4ea3-9f09-167d64465f68	121661387	121681032	fwd	8138	0.340984	left
chr5	151490210	151497442	99d7fc3c-1e2e-4e6f-8e18-0f10207e8915	151488046	151502315	fwd	7169	-3	left
chr6	10287685	10301029	5fb8e07c-2080-410b-bf28-042afd9d4087	10287679	10301034	rev	13103	-3	left
chr6	63134787	63142820	34515591-8b61-4e30-8e4b-6d459168ed9c	63134781	63144627	fwd	8018	-3	left
chr6	65755273	65759322	0f9dab25-f447-469a-ae4d-d3d2f6c020aa	65755268	65765626	rev	4052	-3	left
chr6	66994746	67002499	b2792e19-3b8c-46b0-b6e3-566d9d748bca	66994740	67004157	fwd	7732	-3	left
chr6	77164311	77176027	b2fe77d1-4cae-4d3c-a2d4-b126357a7a84	77164304	77179889	rev	11676	-3	left
chr6	136703237	136710615	4759caad-f322-4c3f-add2-529399790c1b	136701348	136710886	fwd	7351	-3	left
chr6	137744140	137750795	4c3f36e2-70e5-4b66-9dd7-d6daea8d84a9	137744134	137753368	rev	6578	-3	left
chr6	156665579	156674892	1ce4b590-ddfe-4fc5-88aa-08c691498a32	156665574	156678402	rev	9332	-3	left
chr7	29109125	29115752	da9c3206-d495-4eb4-a544-fe7316ec1066	29109114	29115761	fwd	6613	-3	left
chr7	29804064	29818160	27478e35-da35-445f-b460-fff304b05b9b	29804024	29819957	fwd	14067	-3	left
chr7	50200519	50203507	6a7c9ad2-1595-49a8-94c4-767c4c1acedf	50200512	50213766	rev	2943	-3	left
chr7	52597460	52607566	53b017f0-7205-4c0e-92e0-98ef55957f76	52597138	52607572	rev	10010	-3	left
chr7	63239167	63249605	f6aaf1da-dd64-49cf-ad2e-5318656689ca	63239160	63249725	rev	10380	-3	left
chr7	82701341	82706770	1e888728-b600-40ec-9c50-c3d8dfb8fc08	82701335	82708614	rev	5402	-3	left
chr7	83972025	83981353	64a3e8b1-4588-462c-8b40-475ebabd0a4d	83972019	83994251	rev	9273	-3	left
chr7	86017676	86025508	901c9fd1-240f-481c-af4b-52b06d09572e	86015729	86025513	fwd	7792	-3	left
chr7	93705012	93717761	9f77efb0-3960-4f05-ac35-adbd0fad743f	93705006	93718087	rev	12706	-3	left
chr7	120430050	120435788	5600c990-fac1-48f7-a512-7f9b284df4b8	120430045	120441669	rev	5745	-3	left
chr7	123580691	123588507	a9438818-529f-4945-b78c-4293938d39b4	123580687	123588512	fwd	7777	-3	left
chr7	125680315	125690174	95953587-2e32-4a16-995e-9b2423db5122	125678564	125690179	rev	9818	-3	left
chr7	137965157	137967992	a780115a-aaa0-4f0f-92b5-b4dabd44dbb5	137965152	137974401	rev	2834	-3	left
chr8	36378219	36383789	2f38d079-a495-476f-9f5c-e55f0a4a3b80	36378214	36383793	rev	5544	-3	left
chr8	37027670	37039007	f405faf0-0315-466d-9bd1-eb4b46b8e492	37026651	37041297	rev	11308	-3	left
chr8	73653204	73662381	9658ab91-e42d-44c3-b233-e7ac8ad8c4f9	73653197	73663332	rev	9143	-3	left
chr8	90365472	90368582	dcd1227d-17ee-4edb-8b7f-0135aba0fd80	90365467	90375413	fwd	3106	-3	left
chr8	123204344	123212574	19146341-965d-4f98-a85e-0a8e82ff90de	123203366	123212578	rev	8177	-3	left
chr8	126873417	126878360	8ad7cf37-0466-4cb6-b0b8-2d542fec429c	126871394	126881797	rev	4918	-3	left
chr8	127685856	127696232	a8699e56-a794-4eac-9efc-9c9d21d7954f	127685850	127699871	fwd	10314	-3	left
chr8	129959632	129970873	0cc5d2e2-127a-4a77-a413-8c90d1b7e5c9	129959627	129970878	rev	11194	-3	left
chr8	139732422	139742941	76dada49-83f8-49a5-ac97-00117aa45209	139732415	139744500	fwd	10480	-3	left
chr9	24403290	24409425	7e494da2-1407-48ef-9e42-d154a437de82	24403223	24410690	fwd	6085	-3	left
chr9	98297969	98301925	3b1c7ebb-3d57-4f40-8d74-585bcb863e1e	98297963	98305555	rev	3944	-3	left
chr9	99132548	99146809	56f3369e-5dc0-4ce1-aa20-3ca35f52f19c	99131369	99148824	fwd	14193	-3	left
chr9	104614425	104625553	e6fa8e4b-6203-4fee-be87-f1128de27a6d	104606825	104634578	rev	11173	0.181681	left
chr9	107017439	107025380	47ffc12e-86ab-4137-88e4-1f38506d995a	107017435	107028047	fwd	7897	-3	left
chr9	117480953	117495916	0faa4818-74ad-42f1-a722-d54ec26fb514	117474830	117495921	fwd	14915	-3	left
chr9	126592284	126596633	e4a86196-9cf8-457c-9f67-7cec3fe8f53b	126592280	126599035	fwd	4355	-3	left
chrX	15792615	15798637	d6aa7e8c-98fd-4971-9f85-340d1820635e	15788763	15798643	fwd	5987	-3	left
chrX	36439852	36444359	c564bd26-5304-4b0b-b773-cda384cbcf53	36437671	36444365	fwd	4495	-3	left
chrX	129462283	129477227	3e0dd996-7522-427c-a4af-8e4c3b761c93	129456928	129493497	fwd	14930	-3	left
chrX	129762530	129776541	cfbb99e4-ad13-4b37-8a4b-f8b3e1c9cfcf	129760987	129776547	fwd	14001	-3	left
chrX	147228836	147235326	a6311489-2db4-49f7-97fe-ff2cd8ce6126	147228829	147236968	fwd	6429	-3	left
chrY	56826394	56832955	9bbe7047-bc18-49b2-a04a-453dcf92616d	56825774	56839551	fwd	7406	-3	left
chr1	4094095	4097109	cfca1aee-21f5-4454-9024-95693bec59c2	4080633	4097117	fwd	2700	-3	right
chr1	17915276	17919135	2d744a2c-0875-4f44-9f56-5271fe87be2d	17911012	17923765	fwd	3826	-3	right
chr1	20655327	20660535	ed01006b-1fd4-411e-a5b9-fa0b57d047b4	20653154	20660541	fwd	5201	-3	right
chr1	68067468	68072323	403f9c31-a452-41cc-9036-7c0e4cd9f169	68062168	68072420	fwd	4856	-3	right
chr1	82115727	82124597	8b95ac74-703a-4577-9dc6-a7537a605b71	82109356	82126317	fwd	8842	-3	right
chr1	92235613	92245676	811d94e4-cf44-44ef-bd03-450b3cab67b6	92235607	92245686	fwd	10032	-3	right
