chromosome	fork_start	fork_end	readID	read_start	read_end	strand	fork_length_bp	stall_score	fork_direction
chr1	87753208	87760289	a9444558-0a37-46e5-904a-8cbe29c1ab45	87753203	87761676	fwd	7046	-3	left
chr1	88740760	88747901	8703a0e9-431c-4ec5-8d62-2103ba6b420a	88740754	88749111	rev	7126	-3	left
chr1	88828220	88833702	f71c80a2-d2d0-4a9e-b601-5c62656ecc56	88823528	88839875	rev	5435	-3	left
chr1	89561195	89566063	1e1e7dfb-3c71-4474-be41-dbdb86f00999	89551133	89567004	fwd	4855	-3	left
chr1	92927441	92935074	e1432b76-bd0f-4017-891f-e74c402ebd4d	92924016	92936444	rev	7569	-3	left
chr1	92955818	92964043	6c16156d-6b7d-4965-a4fa-da7f8e3efab3	92949228	92964061	fwd	8208	-3	left
chr1	96528843	96532876	9ffe0f92-02d8-48c5-84be-736676ed933a	96524891	96545386	rev	4001	-3	left
chr1	96904332	96910058	4abcc634-f394-4ab0-b097-dfde1a22cb2b	96902883	96911827	rev	5671	-3	left
chr1	97763806	97773402	0a3ad624-e31b-4ac5-a3cc-a1c1c480625d	97763799	97773421	fwd	9538	-3	left
chr1	97901167	97909980	0fe502ed-cbc7-4b28-9024-ba0885a9cc5b	97899459	97911143	fwd	8787	-3	left
chr1	99029019	99038811	fa8cae02-e858-4e04-a3bb-93964dbabead	99029005	99039899	rev	9734	-3	left
chr1	99645608	99654160	e4eb4aa0-5657-49ac-b528-79522630ab07	99641314	99657187	fwd	8521	-3	left
chr1	106009235	106016228	4229c9a9-d22d-448f-ae2f-b5e0d6ce2849	106009225	106016236	fwd	7007	-3	left
chr1	109189106	109200925	0d839003-9da9-4b83-b0ab-e1c74700b56b	109185957	109200998	rev	11788	-3	left
chr1	110340486	110348227	bf335457-d2ca-4350-b4a8-45a6a2370b54	110340353	110352568	fwd	7658	-3	left
chr1	110599911	110607550	e88e93d8-1ad8-42ab-b87f-04cf35beddf7	110597114	110610494	rev	7623	-3	left
chr1	117528024	117532833	931847be-1429-46e1-b557-d68c0b5f48d7	117526894	117535292	rev	4774	-3	left
chr1	118923398	118928277	ca94729c-258c-46ca-be35-74ad782bc3ba	118923393	118936018	rev	4837	-3	left
chr1	143190418	143229601	fcac3c2c-9c07-42df-9ae7-bf74a0401d59	143184587	143241023	fwd	24487	-3	left
chr1	143202525	143211841	2b214373-9a0d-4155-8748-4a8061d8ca8b	143185490	143232750	fwd	1566	0.455576	left
chr1	143219870	143222577	e61ec2d8-68d3-4423-8a59-d19f8dd1c976	143199961	143222585	fwd	1746	-3	left
chr1	143208145	143214737	f0d04feb-cf2a-477e-a63b-447019eb6add	143206397	143223008	fwd	3680	-3	left
chr1	143216344	143230933	d861c1b9-04d2-47c8-b18e-dffa651d6685	143206417	143241415	fwd	10376	-3	left
chr1	143212489	143215624	686c4af4-bf7f-4551-8b55-90b7fe2f78bf	143212483	143220538	rev	2668	-3	left
chr1	143229069	143235695	93930188-1423-415f-bca1-a152c9d7448e	143227463	143240996	rev	4628	-3	left
chr1	145415061	145431479	a392a2e8-9c1c-4a19-a934-f8efab169713	145415052	145431484	fwd	16402	-3	left
chr1	154061789	154068236	8b428e17-15b2-40cd-a9f3-d4881f535ff3	154061368	154073620	rev	6417	-3	left
chr1	154641157	154645724	2122e3b2-7e01-4a82-8d4a-dd79c3ee2168	154641152	154648835	fwd	4604	-3	left
chr1	155439289	155453943	392a3807-058b-435d-9f9b-15b466a4e47c	155439283	155453958	fwd	14697	-3	left
chr1	156584461	156592099	f24eba15-d93d-45f0-981e-0e72058f0e38	156580765	156596183	rev	7607	-3	left
chr1	160901790	160908396	a49b5b12-e97d-4178-86d4-84d4f4d05515	160900769	160910016	fwd	6544	-3	left
chr1	161936965	161941056	e2053742-3b30-4777-9a7e-83a13cdaf46e	161934329	161941713	rev	4080	-3	left
chr1	162713970	162721712	ec379ba4-6044-4eb6-86c3-0e166ae61551	162713281	162722147	rev	7765	-3	left
chr1	167501251	167510188	4dd14738-8e19-424c-b2f2-e30b2092227c	167501238	167514871	fwd	8907	-3	left
chr1	171055685	171066965	f9164e8c-7dc9-4df7-a3ac-bb8ddc1bf27b	171053977	171073680	fwd	11239	-3	left
chr1	173668119	173671955	21e5f8e0-6aca-4836-8794-a132d37702d0	173667909	173678999	fwd	3806	-3	left
chr1	176676572	176682835	a59c1adb-463a-4a43-8980-12dc0d9376b2	176674339	176687115	rev	6217	-3	left
chr1	177698535	177705111	954390a5-811c-48a0-963b-b4ac6f753057	177696680	177708205	rev	6555	-3	left
chr1	178854542	178863125	34cec4c3-e046-4a67-b858-5cdd05be450f	178854532	178863243	fwd	8525	-3	left
chr1	182704958	182708852	391aa6ee-9961-42af-b03f-76860b8fba19	182690258	182714470	fwd	3900	0.238823	left
chr1	183806531	183815265	186128f1-8139-4b37-8241-9deb335e41d9	183803555	183820574	fwd	8650	-3	left
chr1	184530390	184537666	6d3418a1-eaa5-4143-8c5f-417ed46e3fdc	184530386	184537679	fwd	7242	-3	left
chr1	186766891	186773559	1ba034b4-c90e-45e1-9522-1efc384bb207	186766538	186774981	fwd	6639	-3	left
chr1	189655231	189660833	42300ed5-37d1-4197-90d6-1d1c9fab46da	189655226	189664971	fwd	5590	-3	left
chr1	193532853	193537175	58600f1b-83e5-414d-aedd-f9c65732765a	193532846	193545572	fwd	4298	-3	left
chr1	193539355	193542698	58600f1b-83e5-414d-aedd-f9c65732765a	193532846	193545572	fwd	3320	-1	left
chr1	195020584	195032213	0a79af62-20c7-4ecf-81e2-272e31cf7e54	195020516	195033344	rev	11584	-3	left
chr1	212103434	212120547	dc2c15b6-341f-4151-98df-6a1dcd52242d	212103429	212124670	fwd	17129	-3	left
chr1	213681902	213690354	5083edf3-5278-4a92-914d-eb337f3083c4	213680519	213696077	rev	8423	-3	left
chr1	223521030	223526699	8d53398c-a028-42d8-8993-619c168f3832	223521024	223535448	fwd	5641	-3	left
chr1	223840224	223847706	4a37bcda-b273-40fb-9b06-93660f8bd53d	223840220	223856403	fwd	7475	-3	left
chr1	225307294	225317039	f74cc4af-ef27-488d-94a1-e678b13334e1	225306413	225323310	rev	9730	-3	left
chr1	225883772	225887428	96ccadba-bd48-4c9f-85f7-f750bd156bac	225883768	225897343	fwd	3645	-3	left
chr1	229913099	229919353	aac4b983-7cf0-4a59-b8cd-0f97686bcde8	229912162	229922505	fwd	6230	-3	left
chr1	231407545	231415271	cb049439-a684-4b6a-b1e0-bb790035c119	231407539	231418163	rev	7666	-3	left
chr1	237221630	237230541	f83cbf70-a048-45f9-a1ce-42d1d232e518	237216871	237230546	fwd	8803	-3	left
chr1	237363523	237370083	c63e9765-7675-411c-a55d-b959cfae5ede	237363512	237370101	rev	6584	-3	left
chr1	239119481	239125501	22532e85-01e7-49fa-a119-260beb557a5a	239119474	239125513	fwd	5971	-3	left
chr1	240219010	240225776	949e1c9d-7377-497f-ada7-9e07f39aae40	240215023	240228908	fwd	6757	-3	left
chr1	241379879	241390323	b801c7e8-bd63-4b9d-970d-4d09bfac876a	241379874	241396452	fwd	10415	-3	left
chr10	2060292	2064373	b82ddcfd-16d7-4055-b0fa-e5096bac4b9b	2059623	2073926	rev	4060	-3	left
chr10	3176868	3181572	bdf0f7b9-c0c5-4102-9e7a-20951f5f00a8	3164815	3181576	rev	4656	-3	left
chr10	13516314	13520621	b5fd226b-bd7c-4d1e-b2d3-fce839232a21	13515769	13526101	fwd	4290	-3	left
chr10	16277869	16283506	f9c45664-6259-4637-b62d-6f611ebbff8b	16277860	16288036	fwd	5572	-3	left
chr10	16408885	16415019	009aab06-50f0-4c10-887d-55f255680721	16408875	16420247	rev	6132	-3	left
chr10	18657083	18662303	44271d82-61e3-4341-940a-9d857c79afc6	18657075	18662312	fwd	5212	-3	left
chr10	20087333	20091828	e0cb2937-0bf8-42b4-ad3b-b46748c08dfd	20087325	20098835	fwd	4489	-3	left
chr10	24918267	24923554	caaba404-53b4-4639-a280-5c3cbcb013fa	24918263	24930880	fwd	5243	-3	left
chr10	28992907	28999560	b3024040-a211-4a68-a9c5-416465461092	28988175	28999564	rev	6655	-3	left
chr10	29521608	29527656	7e883dcf-df18-4aa9-8505-cf913ffb0521	29516284	29535953	rev	6034	-3	left
chr10	33840498	33851421	36520573-0e12-4215-b448-8d8063dc8b88	33828425	33870132	fwd	10926	0.116181	left
chr10	34403519	34410095	abb906f5-38f7-4d6f-bdca-9e9ed6b4f968	34402055	34410113	fwd	6528	-3	left
chr10	38523734	38528560	3b5cdd8a-dc50-4834-921a-2733b09d3314	38519733	38529907	rev	4980	-3	left
chr10	41875063	41877411	42a21ae2-7697-433e-950c-ad0cd9f9a914	41862729	41880440	fwd	2115	-1	left
chr10	41876710	41882650	cf1a7980-23b2-4ad1-aebe-d0dccd3a81c1	41867290	41883450	fwd	5621	-1	left
chr10	41883627	41886271	71c13899-03e0-4802-b672-7eeee4c4fc79	41883621	41898023	fwd	1814	-3	left
chr10	41894870	41898361	5f518075-7a9f-4302-9000-3988f697b85a	41887180	41916265	fwd	2007	-1	left
chr10	41905931	41910435	5f518075-7a9f-4302-9000-3988f697b85a	41887180	41916265	fwd	4887	-3	left
chr10	41896243	41907339	903c1ec3-1325-486f-861e-ca3b24677894	41893148	41910537	fwd	3234	-3	left
chr10	41894690	41901882	121bd9e4-267b-4782-838e-e6646c8a2754	41893597	41914910	fwd	2951	-3	left
chr10	41907264	41914316	121bd9e4-267b-4782-838e-e6646c8a2754	41893597	41914910	fwd	5419	-3	left
chr10	41903698	41907529	e2aa5ed4-9cd7-41df-9a26-7c180a6428ee	41902607	41915664	fwd	3022	-3	left
chr10	41908757	41913116	cf818303-8e6b-4b9d-a2ad-cc84a54292b9	41903845	41916265	fwd	4534	-3	left
chr10	44193625	44202367	da94fed9-b184-4f1d-9def-69b95477f622	44193612	44203822	fwd	8663	-3	left
chr10	46283286	46289221	e6d310b8-03f2-4a1c-bb38-db0f3398bc48	46283273	46290529	fwd	5904	-3	left
chr10	54323273	54326725	a2f0895d-8f72-4548-b814-4e2313373b69	54323268	54333987	rev	3442	-3	left
chr10	55589360	55600179	e4a7a8b4-19ef-4b7a-b8bb-c42d5bef49de	55589355	55607678	fwd	10769	-3	left
chr10	58822908	58830591	651ba4ac-204b-47cc-93c8-c9fd06961f9a	58821642	58836187	fwd	7684	-3	left
chr10	60737528	60745036	f63948f6-3904-4108-b1c4-4cddb2ad30a5	60737523	60749593	fwd	7489	-3	left
chr10	64541156	64552187	cd70c7ca-1123-4899-99fa-fdae92725f7e	64540472	64555018	rev	10946	-3	left
chr10	67219731	67229806	dd83b332-60a1-4363-a386-2810ca0773d2	67219486	67232977	fwd	10039	-3	left
chr10	72658256	72662297	9ce16ac4-e473-4157-9d62-40774d547519	72658250	72669033	rev	4017	-3	left
chr10	75150918	75157171	3981d8a6-fe4a-4f4d-8f04-143938b20d4b	75142321	75157177	fwd	6235	-3	left
chr10	77918196	77926170	cae47ada-5fb2-4769-8001-c0c0717c50ad	77918189	77937663	rev	7940	-3	left
chr10	78926250	78940423	58c1005c-9d61-431d-80cd-093433fa3413	78919565	78960422	fwd	14145	-3	left
chr10	96286776	96294785	08235a9a-c4b1-4203-b426-8984bd86d620	96283887	96295882	fwd	7976	-3	left
chr10	106210807	106218809	0cd1133b-c9ab-433f-a96b-2b8d5ebdf984	106210796	106227717	fwd	7957	-3	left
chr10	107466232	107476551	ea2a43e3-b6a5-46d6-af0c-8d9341d3ad72	107466201	107478113	fwd	10249	-3	left
chr10	118667061	118673686	590ef90b-3f79-4685-9dc5-e04e9040fa58	118667048	118675034	rev	6608	-3	left
chr10	124333936	124337889	34ee5b83-e911-482f-8912-05403cb6ec09	124333931	124342405	fwd	3957	-3	left
chr10	125441033	125445986	a8082bd3-e523-4431-96a3-8337387f2a0b	125439339	125446275	rev	4915	-3	left
chr10	126408843	126416483	a24bf763-2d19-45c0-84de-1216b3f34391	126407251	126416837	rev	7603	-3	left
chr11	5081971	5087800	2231f7ca-d0af-4ac1-927b-bc4a05e2210a	5081964	5089841	rev	5509	-3	left
chr11	5997284	6001440	203fa39b-874d-4a3f-81e1-a23830819322	5981857	6013943	fwd	4151	0.395272	left
chr11	20921606	20926529	d265292d-5bf8-48e5-891d-6b6929110692	20921599	20929401	rev	4909	-3	left
chr11	26395262	26402315	2f4b56d3-8120-4b16-9b13-f4c7df2cd0db	26395258	26405747	fwd	7072	-3	left
chr11	27020334	27036507	ce5d8158-2651-437e-b0d9-467655a38e52	27019532	27038147	fwd	16172	-3	left
chr11	27533470	27544980	5bcdd2c5-17b4-4935-b088-8d772df883bc	27533464	27551686	rev	11486	-3	left
chr11	28137042	28141484	cf5663ee-f8f9-49c3-be21-f757b2ae95c8	28137037	28146872	rev	4428	-3	left
chr11	33610949	33619901	a1dd0a04-8312-44e5-a502-3cc185d1ab42	33610225	33624819	fwd	8989	-3	left
chr11	39097144	39108772	1bfd50d7-ed9f-4111-a726-05a946de8e59	39097138	39108779	rev	11569	-3	left
chr11	41638626	41642282	4aa525a5-fc78-406f-b2cb-f0e19030025d	41638622	41644897	fwd	3628	-3	left
chr11	41737436	41741816	cb9ee4f6-ff94-48e3-b372-4d465b512417	41737430	41749681	rev	4370	-3	left
chr11	45696169	45702952	561ed323-59f4-4be6-87bf-4374bfdf2ed0	45694216	45705587	fwd	6747	-3	left
chr11	56449420	56460307	01421f69-2698-47e4-9388-2969e81cc5b7	56449092	56483703	fwd	10811	-3	left
chr11	56936999	56947939	f85483bf-9b1b-4c23-a9c6-4a0761fed424	56936085	56947946	rev	10933	-3	left
chr11	64396334	64410189	59e8ec9d-b6d2-4733-a6ba-f4bb8d4232bf	64394995	64416882	rev	13855	-3	left
chr11	68917739	68923490	13629b9e-9a27-4303-a380-f83453d5d796	68917731	68925493	rev	5721	-3	left
chr11	71913976	71925371	4350da98-5a0f-4675-83f6-59acabd14fa9	71911808	71926316	rev	11275	-3	left
chr11	75113536	75119086	c68ba6b8-507c-417f-8d97-d20d2d7d37bc	75113529	75122772	rev	5564	-3	left
chr11	81296556	81309155	58277f51-b6b7-4d12-bb51-99b33a0a2a0a	81295745	81313784	fwd	12538	-3	left
chr11	82001535	82012187	62643d21-b58e-42dc-8ba7-b757b365e6f1	81997640	82012195	rev	10505	-3	left
chr11	83141511	83150363	ebeaf492-0c23-46ce-8704-f50f165fce9d	83141506	83150371	fwd	8821	-3	left
chr11	84102414	84109350	200f7728-01ef-445d-9ef8-5fcb2b642f44	84102407	84121620	rev	6926	-3	left
chr11	87760523	87766334	95100298-917a-46f6-8738-a7cfcdb0686f	87755613	87789091	fwd	5770	-3	left
chr11	88969427	88978316	0f3070f6-7c21-4a25-947d-aa912618f2de	88966914	88979991	fwd	8861	-3	left
chr11	89759651	89765882	93bdda2e-7375-41ab-96b2-98959902f600	89759643	89778650	rev	6150	-3	left
chr11	91922229	91928777	e9d83873-9692-4c55-ae1a-a508b77fd1ce	91918809	91928785	rev	6494	-3	left
chr11	95422680	95432459	56dfddba-728a-4566-b7b1-68d3872c7d83	95422390	95433283	rev	9700	-3	left
chr11	100288230	100301340	51df54a3-708a-4533-9c1b-6e9dad233c9d	100288219	100301348	fwd	13014	-3	left
chr11	100552780	100568045	32dd4e7f-325c-4c7d-a644-0b65f88656eb	100552462	100571218	fwd	15140	-3	left
chr11	100868492	100876052	ab66eb75-71e4-4d4e-bb83-e3355fc7bf6f	100867370	100884725	rev	7587	-3	left
chr11	105128346	105140842	af5448a7-baee-4313-9539-6c47fb58f367	105128342	105140847	fwd	12434	-3	left
chr11	107786842	107795518	68441464-91ef-4350-8bf4-9d8e91ba52db	107786835	107805900	rev	8642	-3	left
chr11	107994746	107999103	334a4212-d4e6-42e6-bc9d-a69b1aff8639	107990726	107999697	rev	4360	-3	left
chr11	113542946	113553189	f81480fc-90d8-4f73-9c0c-8ab7783f703d	113537171	113553202	fwd	10247	-3	left
chr11	116960941	116966932	847493bd-95a3-483e-9595-250419f3afc9	116960933	116973628	rev	5985	-3	left
chr11	118072914	118077234	8bfe5c5c-a71b-4093-bce8-b0b6feb4518f	118071919	118082559	fwd	4321	-3	left
chr11	118540970	118546103	6276b702-85d7-48ce-b960-40a03061d339	118524579	118546109	rev	5112	-3	left
chr11	120079311	120090271	bfa5ba6a-c1aa-4041-bd4b-7a64e3715226	120079301	120091564	fwd	10344	-3	left
chr11	120996188	121004154	f3c74e34-d7a9-4790-9ba4-14f4254d04be	120996182	121008336	fwd	7981	-3	left
chr11	121168863	121175326	c2f12113-4fcf-474e-9ff1-5587a34cd20f	121159689	121178891	rev	6458	0.106921	left
chr11	123954375	123957565	86bb88ce-1beb-4db8-929c-12e1d9fef790	123954366	123965193	fwd	3189	-3	left
chr11	132183268	132190686	994179dd-7174-4167-8e1c-54abcfd162f3	132183262	132190690	rev	7405	-3	left
chr11	133033895	133044741	45597798-b9ed-4bc9-9d7d-6a3f5f58fbab	133033889	133064072	fwd	10810	-3	left
chr12	471412	479130	4984281d-8be1-4859-8367-22b14d584a8e	471407	483995	rev	7746	-3	left
chr12	5358571	5364897	58b88a04-a386-476e-a323-85e47498945d	5352429	5364906	fwd	6263	-3	left
chr12	5839256	5846545	fbbd140a-4bb0-4f32-8df2-31faacdc140c	5839251	5846551	rev	7256	-3	left
chr12	5933424	5939332	4aac3e9f-f53c-4ad5-9a51-c471d2ce3a12	5931483	5939340	fwd	5843	-3	left
chr12	14397730	14407644	f2bd9e17-85a6-4c11-9350-1e824db6da59	14397725	14407649	fwd	9818	-3	left
chr12	17816974	17837634	738cb813-0f3d-4f8c-afb0-4d7f9ebe3c0b	17815888	17838307	rev	20631	-3	left
chr12	18548089	18558346	cac8726a-3fe8-47f7-b694-15977b957e52	18548084	18559280	fwd	10198	-3	left
chr12	26766225	26778429	045fccb0-fa18-481a-98a9-5f900babdb24	26764784	26781088	fwd	12319	-3	left
chr12	32866624	32880440	90d18b40-de46-4a92-9a7f-512757094c70	32865649	32880465	fwd	13834	-3	left
chr12	33559129	33565880	581c48fe-0a26-47fe-941c-93f4ef4c6a67	33559124	33565888	rev	6754	-3	left
chr12	37772561	37787116	ae7becda-9e37-4f0a-894e-1c9f1e803b4d	37772549	37795709	fwd	14537	-3	left
chr12	37916095	37918802	40b66edb-ab68-4969-9c8c-90cbc5927b22	37908239	37927949	fwd	2688	0.97315	left
chr12	41608388	41613326	648b3d8f-dd46-4f44-803c-75ca21435592	41607950	41613330	rev	4912	-3	left
chr12	43121900	43127301	53e941c9-1f17-4198-bb45-1247802ab6a1	43121894	43132522	fwd	5385	-3	left
chr12	44971864	44978022	162d5cd2-271f-48dd-ba52-0c389b4561c5	44971857	44992962	rev	6134	-3	left
chr12	45371816	45376730	b22868b1-66a3-49fd-a711-8b40165f03a8	45371797	45384494	rev	4921	-3	left
chr12	53272922	53277508	c8a051b2-a001-4f53-86f3-7356f7d30cfb	53263351	53279391	fwd	4573	-1	left
chr12	56374010	56382854	1580a3ee-1bb5-4438-b9de-d5adf6924549	56370365	56388896	rev	8799	-3	left
chr12	64676045	64690778	1bf9be28-0036-4d86-8824-e48b786674ae	64673160	64690784	fwd	14506	-3	left
chr12	70574177	70586783	b2531209-e186-4e4e-a7b6-f0107c765e99	70572954	70588219	rev	12591	-3	left
chr12	91878361	91883774	e9b4c1e3-a5e8-479c-a894-5961e664eeae	91878352	91887005	rev	5360	-3	left
chr12	94528745	94535405	3752192f-bd1d-4103-846d-8e5464dfdd71	94509842	94547500	fwd	6612	0.512589	left
chr12	98409729	98421655	17908d49-5730-4c43-924c-6dd105c067b2	98407842	98421660	rev	12152	-3	left
chr12	99696564	99704060	50749964-6dd6-4777-b8ec-aebc342f1842	99696555	99723820	rev	7481	-3	left
chr12	99734546	99741128	eb9d196b-3cfb-4d36-8387-d75aa1a5850d	99734530	99747614	rev	6548	-3	left
chr12	100618087	100622451	56c92ff8-5046-448e-92e5-35280758f52f	100610049	100622467	rev	4382	-3	left
chr12	103478866	103483082	a8ba1adc-cbf0-4bdf-90e2-34140d8181d7	103478860	103502832	rev	4211	-3	left
chr12	103766735	103774230	377c034c-8868-4e65-b2ed-0cb0068e679f	103763970	103774240	fwd	8022	-3	left
chr12	104942171	104948408	9b47e2f2-ca27-4bee-a43a-8c6882275fb8	104937894	104968820	fwd	6174	-3	left
chr12	106115515	106126145	92177419-7804-4d28-aac7-eb686526b460	106113003	106126155	fwd	10560	-3	left
chr12	111611028	111618183	7755dd3f-f2fa-427c-be1c-038fd9d2fca3	111611023	111623717	rev	7147	-3	left
chr12	115183491	115188556	ea21b42e-3906-42cc-a55b-06665b1662f5	115183486	115214242	fwd	5053	-3	left
chr12	120379902	120389942	5446e0b6-8960-4eaa-b1ab-c8236dfcd3f8	120371653	120392074	fwd	10014	0.234976	left
chr12	122859063	122863732	8943674f-a638-48d6-bc7e-7b0d0b570627	122859053	122873909	fwd	4641	-3	left
chr12	123225871	123233893	559dd7b8-a6b8-433d-9b76-3034543710a2	123221334	123235370	rev	7941	-3	left
chr12	123353675	123361384	05048caf-3ab0-483a-84b2-bf46da60d526	123350780	123361390	rev	7655	-3	left
chr12	123644632	123649290	69d72d11-3f4e-4f63-8fe2-79492debc182	123641972	123651035	fwd	4631	-3	left
chr12	124585116	124593290	29c82a81-ae5a-4a28-ae07-5748e763c9d3	124584542	124593302	rev	8142	-3	left
chr12	125630649	125638738	87ca3653-df5f-4341-a7d0-eb5b63d6f159	125623053	125638750	fwd	8011	0.113912	left
chr12	131214448	131219625	12dc83ec-ed35-4357-8fb4-3b24f0e7b09d	131214443	131224317	fwd	5167	-3	left
chr13	19101223	19107789	28b338f2-0e83-44da-ab44-a5e72b338f35	19101208	19111744	rev	6548	-3	left
chr13	28700506	28706385	4a0de9ce-12ba-474a-af4e-0942bc59175f	28700498	28713859	rev	5859	-3	left
chr13	29241518	29250238	fbbd8a5f-9105-4a84-ad9b-ffb9cc04a72d	29240626	29250959	fwd	8737	-3	left
chr13	32466635	32472745	0ec6cc97-136a-428c-bfa0-a0bd9a377f34	32466631	32474672	fwd	6065	-3	left
chr13	34188694	34195637	5a185b06-a655-4757-9732-ce5bbec6da14	34185234	34196553	fwd	7061	-1	left
chr13	37294255	37299915	51130934-87a8-446e-9c5b-3b2374d143a1	37285032	37304256	fwd	5641	0.333377	left
chr13	41270509	41279931	e37dd3e4-8480-4729-8e3f-333d27f1c2fe	41263742	41283398	rev	9424	-3	left
chr13	45822244	45826718	31831611-11f5-4721-87dd-4e9d97adce2d	45810789	45831346	fwd	4505	0.366781	left
chr13	49384361	49388034	db127db4-fa82-4e62-982c-340a9970f5a1	49384351	49389720	rev	3645	-3	left
chr13	50907914	50916821	f4126af9-e624-4d73-bfd5-98c167decade	50907909	50916833	rev	8830	-3	left
chr13	51237314	51243287	a0b359a5-e33d-41c3-b7be-b85bb68e28f3	51237309	51244945	fwd	5913	-3	left
chr13	51834971	51842659	538a0c37-c229-47b1-b703-b1258268fe83	51831922	51844677	rev	7689	-3	left
chr13	53077713	53083073	3251358e-b921-417a-8651-1a660606e4ba	53077705	53083077	rev	5322	-3	left
chr13	56625951	56633466	54612987-ba8e-439e-a36e-8c4b5db83185	56625947	56633486	fwd	7528	-3	left
chr13	56611411	56619106	c009c11b-c95d-426d-9aa0-46c44b6c00cd	56609349	56635016	fwd	7695	-3	left
chr13	65682897	65690359	d0f0fc90-f0bd-4e69-986c-f432d4ece01d	65680585	65691419	fwd	7397	-3	left
chr13	67324769	67328982	7371fb14-5188-4b8e-a87d-1ce72079d122	67324760	67333701	rev	4213	-3	left
chr13	72890312	72897760	6e7eadb2-31d5-45e9-9d56-cde7d2f9c7b5	72890308	72900844	fwd	7474	-3	left
chr13	83357164	83362891	17d4a365-ff6d-4f36-b812-fcdae506376f	83356431	83372073	rev	5728	-3	left
